,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600188.SH,X000709.SZ,X600299.SH,X000898.SZ,X000792.SZ,X600660.SH,X601158.SH,X600309.SH,X000539.SZ,X000883.SZ,X002466.SZ,X600583.SH,X600352.SH,X000027.SZ,X600623.SH,X000630.SZ,X600160.SH,X600578.SH,X002470.SZ,X000629.SZ,X600489.SH,X600547.SH,X600022.SH,X600098.SH,X000959.SZ,X600176.SH,X600021.SH,X600808.SH,X000825.SZ,X000060.SZ,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.533130962043492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505496848456285,0,0,0.0134952533985361,0,0,0,3.46944695195361e-18,0,0,0,0.0463823954153905,0.0317027114102702,0,0,0,0,0,0,0,0,0,0,0.114481877111654,0,0,0,0,-0.00528407306923567,0,0.00330965796752456,0,0,0,0,0
X600028.SH,0.220573398204204,0,0,0,0,0,0.207101477604748,0,0,0,0,0,0,0,0,0,0,0,0,0.0278220599951956,0,0,0.0203729749914229,0,0,0,0,0,0,0.138713185998719,0,0,0,0,0.00548638090205339,0,0,0.023893949537533,0,0,0,0,0,0,0,0,0,0.0350978528187483,0,0,0.00380369342190899,0.00642169977109797,0.0456820725102216,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.198787363060988,0,0,0,0,0,0,0,0.00107490212768181,0.15499320930283,0,0,0,0,0,0,0.0495000936964803,0,0,0,0,0,0,0,0,0,0,0.058129686918354,0.0191580644034498,0,0,0.0425547209496642,0,0,0,0,0,0,0,0,0.380466266963247,0,0,0,-0.00303680546615668,-0.0394190748239469,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.152137097573593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044942133269193,0,0.0105058264362792,0.0110156893997909,0,0,0,0.163384000877718,0,0.033223318139194,0,0,3.46944695195361e-18,0,0,0.0542981343909676,0,0,0,0,0,0,0.0844350401904671,0,0,0.0633293313716932,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0463435439357929,0,0,0,0,0,0,0.047162170623004,0.0973268338949141,0.328236468657032,0,0.103776857553781,0,0,0,0,0,0,0,0,0,0.0187801744425793,0,0,0,0,0,0,0,0,0.0916108569860365,0,0,0.0869922057554685,0,0,0,0,0.0609454027417076,0,0.0757614832835792,0,0,0,0.000117371478333649,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636269553529292,0,0,0,0.273966257581873,0,0.00329079225962513,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301575571895095,0,0,0.0463889617088044,0,0.0689380042131316,0,0,0,0.477768506749754,0.0253654888938507,0,0,0,-0.0114363922299185,0,0,0,0,0,0
X600585.SH,0,0,0.0443540851751214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565754078354943,4.33680868994202e-19,0.0766930898206862,0,0,0.0393910650808322,0,0,0,0,0,0.0282276408372632,0,0,0,0,0.0401129543984087,0,0,0,0.110135527470652,0,0,0,0,0,0.0103687894453584,0,0.110124410302097,0.0175326259657547,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116700469585578,0.000685190764349528,0,0,0.115110582701831,0,0,0.0425205408757087,0.0636191460976161,0,0,0,0,0,0,0,0,0.0281114532700097,0,0,0,0,0,0.111980612913072,0,0,0,0.0529366396361005,0,0,0,0,0.268106344908443,0.0530643658179413,0,0,0.0216954906794373,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.164237767758059,0,0,0,0,0,0,0,0,0.171012304565269,0,0,0,0.138467760384344,0,0,0,0,0,0,0,0,0,0.0104336766881334,0,0,0,0,0.0267307709034492,0,0,0,0.0735509114229458,0,0,0,0,0,0,0,0,0.173524181066877,0.103486538866212,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000786158025170344,0,0.219536252492284,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0414947362768844,0.0160322675709634,0,0.0156493597166694,0.0258075031896929,0,0.0644264990863843,0.0723581452515212,0,0,0,0.203752558475129,0.0438989307681155,0,0,0,0,0,0,0,0,-0.000628022119306752,0,0,0,0,0,0
