,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X600426.SH,X600362.SH,X000877.SZ,X600795.SH,X601699.SH,X000983.SZ,X600176.SH,X600027.SH,X600489.SH,X600803.SH,X000807.SZ,X000786.SZ,X601991.SH,X000932.SZ,X000630.SZ,X600160.SH,X600219.SH,X000933.SZ,X000408.SZ,X000629.SZ,X002080.SZ,X600612.SH,X600688.SH,X600985.SH,X300037.SZ,X600096.SH,X002353.SZ,X000539.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.02317024977334,0,0,0,0,0,-0.0255273828755682,0,0,0,0,0,0,0,0,0,0,0,0,0.084302075793075,0,0,0,0,0,0.0131569116723627,0,0,0.140655948517526,-0.0537417731079657,0,-0.0598654329935003,0,0,0,0.0692247467084267,0,0,0,0.136063056829248,0,0,0,0,-0.115906878730301,0,0,0,-0.0570423126809012,0.032371071625464,0.0221199625074076,-0.0334593940590822,0.0258332080129272,0,0,0,0,0
X600028.SH,0.569694606025384,0,0,0,-0.0151961576196838,0,0.0081369160520896,0,0,0,0,0,0,0,0,0,-0.0137594769018054,0,0,0,0,0,0,0,0,0,0,0,0,0.0386955210169644,0.0629367210592507,0,0.0874448053808747,0.0400667964453141,0,0,0,0,0,0,0,0,0,0,0,0,-0.201660722830016,0,0,0,0,-0.0445548532761714,0.0910487328278973,0,0,0,0,0,0
X601088.SH,0,0.107437227173467,0,0,0.186055012706648,0,0,-0.115090110595726,0,0,0,0,0,0,0,0,0.0811585097273149,0,0,0,0,0.1594742500807,0.0284120806018687,0,0,0,0,0.135242250568829,0,0,0,-6.93889390390723e-18,0,0,0,0.079991001391319,-0.160839754939176,0,0,0,0,0,0.0114497742211653,0.0455463158422646,0,0,0,0,0,0,0,0,0.0144898222799035,0.0893381681089947,0,0,0,0,0
X600309.SH,0.00710022024062917,0,0,0,0,0,0,-0.00802134320865994,0,0,0,0.0977561154114785,0,0.125859238815581,0.117566870097802,0,0,0,0,0,0.100542982468893,0,0,0,0,0,0.0358525770434518,0,0,0,0.0130947131711934,0,0,0,0,0,0,0,0.0735304038248415,0,-0.0356317225212258,0,0,0,0,0,0,0,0,0,0,0.000382670951882859,-2.71050543121376e-20,0,0,0,0,0,0
X600188.SH,0,0,0.720749197146381,-0.223929791107438,0,0,0,0,0,-0.195856700304196,0,0,0,0,0,0,0,0,0,0,-0.161022478626608,0.171663181559483,0,0,0,0.257155234993066,0.215795386180706,0,0,0,0,0.164425767552734,0,0,-0.00222105596623774,0,0,0,0,0,0,0,-0.285312174109376,0,0,0,0,0,0,0,0,0.0521824766118194,-0.0653276479802253,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243777887740519,0,0,0,0,0,0.153067099761069,0,0,0,0,0,0,0,-0.134236381756226,0,0,0,0,0,0,0,0,0,0.235943668350527,0,0,0,-0.00711299039521146,0,0,-0.124066519934849,0,0.15973623988322,0,0.306010878191064,0,0,0.00110444559311535,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0260854887109037,0,0,0,0,0,0,0,0.0145328404189004,0,0,0,0.173374431939938,0,0,0,0,0,0,0.066359725086111,0,-0.0116468117054889,0,0.161955163671672,0,0,0,0.299047778495454,0,-0.0231678919848631,0,-0.0336211741354269,0,0,0,-0.00610049954073669,0,0,-0.205997478054624,0,0,0,0.142490737950225,-4.33680868994202e-19,0,0.0420064955243526,0,0,0,0,0,0
X600011.SH,-0.0211209315789561,0,-0.0759198599076228,0,-0.089953294517884,0,-0.0648084584485905,0,0,0,0,0,0,0,0,0.335261114084796,0,0,0,0,-0.184253053819324,0,0,0,0,-0.0209727461908046,0,0,0.38417486133273,0,0,-0.010177573657824,0,0,0,0,0.0534477161014096,0,0,0,0,-0.132615836621645,0,0,0,0.0292728340450476,0,0,0.275512233267269,0,-0.0200081783766846,0.00492461516755765,0,0,0,0,0,0,0
X601898.SH,0.00462120483093708,-3.46944695195361e-18,0.110992167012637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157747278274901,0.136412663411631,0,0.0259778827037037,0,0.107165058467289,0,0,0,0,0.174458806081948,-0.0323817656933226,0,0,0,0.0899110256654849,0.0728162877591461,0,0,0.0364261766539125,-0.188909535779586,0,0.00587561613755168,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.116304081619977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348566597584753,0,0,0,0,0.366000952114857,0.0952882481058721,0,0,0,0,0,0,0,0,-0.0737079862656584,0,-0.0226681418933955,0.0925603623272414,0,0,0,0,0.150236620448794,0,-0.0805921911894827,0.0246035418190067,-0.0276709811403435,0,0,0,0,0,0,0
