,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X000708.SZ,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X000723.SZ,X600111.SH,X601992.SH,X600027.SH,X002271.SZ,X600516.SH,X000786.SZ,X600489.SH,X002353.SZ,X002466.SZ,X000898.SZ,X002460.SZ,X600176.SH,X600299.SH,X601158.SH,X600426.SH,X000709.SZ,X000883.SZ,X600583.SH,X600219.SH,X600612.SH,X000629.SZ,X600315.SH,X000027.SZ,X000792.SZ,X000630.SZ,X000553.SZ,X000825.SZ,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.012017068898758,0,0,0,0.00853037415032199,0,0,0.0467619729571174,0,-0.0138711542947131,0,0,0,0,0,0,0.0406013537757311,0,-0.0504550355458965,0.0549664506699997,1.73472347597681e-18,0,0,0,0.0840296552835885,0,0,0.0450245210356073,0,0,0,0,0.09326068239663,0,0.0602217704609005,0,0,0,0,0,0,-0.016508790976177,0,0,0,0,0,0.00290541692043955,0,-0.00639814885753099,0,0,0,0,0.0170003815859684,0,0
X600028.SH,0,0,0.0453955383905837,0,0,0,0,0,0,0,0,0,0,0,0,0.00434260711961349,0,0,0.0689990698004978,0,0,0.113688375697306,-8.67361737988404e-19,0,0,0,0,0,-0.0075327419125829,0.0804647640850855,0,0,0,0,0,0,0.061736154456918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.287549949262396,0,0,0,0,0,0.028182328696459,0,0,0,0,0,0.103032216297967,0,0,0.0057287895760941,0,0,0,-0.0945587370914802,0,0,0,0,0.187564625747658,0,-0.0831526470636985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313905434813888,-0.0303124210024454,0,0,0,0.0875908970945102,0,0,0,0,0,0,0.0297858332117885,0,0
X600585.SH,0,0,0,0,0,-0.067708263229816,-0.0356569283695924,0,0,0,0,0,0,0,0.0524532035776106,0,0,0,0.0313571918823543,0,0.578390250792353,-0.0243872353036407,-0.0458206684843812,0,-0.187114087928083,0.0767727540709645,0,-0.0331811990387206,0,0,0,0,0,0,0,0,-0.0960811962459446,0,0,0,0,0,0,0,0,-0.070738176379943,0,0,0,0,0,-0.00116009100325513,0,0,0,0,0.00973805090143949,0,0
X600309.SH,0,0,0,0,0,0,-0.145659179173763,0,0,0,0,0.0460190831729563,0,0.046820158070401,0,0,0,0,0.0577257610103849,0,0,0.0159349321177896,0,0,0,0.0164732835254875,0.0577183420786731,0.122907322409684,0,0,3.46944695195361e-18,0,0.0593821735861518,0,0,0,0,0,0,0,0,0,0,0.0304953774309802,0,0,0,0,0,0,0,0.000833982822340622,0,0,0,0,0.00618471651384137,0,0
X600019.SH,0,0,0.214485493146776,0,0,0,0,0,0.11884771740864,0,0,0,0,0.0720542133594802,0,0,0,0,0.0540931476545623,0,0,0,0,0,0,0,0,0,0.0369869358143358,0,-0.015157099710764,0,0,0,0,0,0,0,0,0.0394845867636745,0,0,0,0,0,0,0,0,0,0.0337826655485009,0,-0.00520859762714375,0,0,0,0,-0.000174495196853696,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.240917875719272,0,0,0.0681355917988944,0,0,0,0,0,0.164898724798313,0,0,0,0,0.0763395166065619,0,0.772227645154286,0.191861147756567,-0.0262388397787773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778847042630586,0,0,0,0,0,0,-0.0120602697096528,0,0,0,0.0769366386055226,0,0
X600011.SH,0,0,0,0.0442984085820988,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.165749161913827,0.0649273687549769,0,0,0,0,0.233096225005945,0,0,0,0.142965402583382,0,0,0,0,0.118727497645572,0.0381611469059797,0,0,0,0,0,-0.0337696153927327,0,0,0,0,-0.107372109453838,0,0,0,0,0,0,0,-0.0942048422544557,0,0,0,0,0,0,-4.33680868994202e-19,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0581150565384034,0,0,0,0,0,0,0,0,0,0.0670903226497801,0,0.114061448969158,0,0.0051799340462211,0,0,0,0,0,0,0.00874406022153267,0,0.0427717631278124,0,0.0811368910386087,0,0,0,0,0,0,0,0,0.00265344781294737,0.0892214393593307,0,0,0,0,0.162680068643178,0,0.0107466281552177,0,0,0,0,-0.024648703783958,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203292380978937,0,0,0,0,0.0479256466026569,0,-0.130708790051857,0,0,0.0374004825719595,0,0,0.0217624237723737,0,0,0,0,0,0,0,0.19100217618157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190218690171799,0.0776933828209437,0,-0.012889628930649,0,0,0,0,0.0516816412490964,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.033062416135464,0,0,0,0,0,0,0,0,0.12696067109562,0.0775061325510415,0,0.107443874087624,0.0241778354936297,0,0,0,0,0.0244111152125347,0,0.0121718186517005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125032608837422,0,0,0.0390693973310041,0,0,0,-0.0291607451264703,0,0
X600886.SH,0,0,0,3.46944695195361e-18,0,0,-0.143471901406119,0,0,0,0,0,0,0,0,0.128474185614464,0,0,-0.0910068630604988,0,0,0.0608994577096018,0.172352219821091,0,0,0.104624460453693,-0.261362411165544,0.0447355449685998,0,0,0.0657394278824665,0,0,0,0,0,0,0,0,0,0,0.0572462384158139,0,0.23375122296739,0,0,0,0,0,0.14621489574038,0,0.0234615308710432,-0.0537310064311453,0,0,0,0.0591838032673166,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0225797985483077,0,0,0,0,0,0,0,-0.0757438427228766,0,0,0.0343302359268446,0,0,0,0.183323075834565,0,0.0358136107720894,0,0,0,0,0.0329841442740069,0,0,0,0,0,0.226478312645973,0,0,-0.0349886185523816,0,0.0063980307025072,0.0193097688034329,0,0,0,0,0.11326908777961,0,0,0,0,0,0,-0.00713336312915493,0,0
X600188.SH,0,0,0,0,0,0,-0.187375403478481,0,0,0.208610108392161,0,0,0,0,0,0.0645769182287024,0,0,0,0,0,0.0947736290674669,0,0,0,0,0,0,0,0,0,0,0.0170607616096588,0,0.102674826657908,0,0,0,0,0,0,0,0,0,0.212572605531597,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0.007152935097767,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246549527789999,0,0.115630257998748,0,0.125894516531519,0.0982814192802462,0,0.13131136487749,0,0.0197296687745344,0,0,0,0,0,0,0,0,0,0,0.0393246867222743,0,0,0,0,0,0,0.0610157396987356,0,0,-0.000787815061558971,1.0842021724855e-19,0,0,0,-0.0032660072238628,0,0
