,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X601600.SH,X600795.SH,X600027.SH,X600547.SH,X601991.SH,X600111.SH,X600157.SH,X600362.SH,X600188.SH,X002466.SZ,X600886.SH,X601992.SH,X600623.SH,X600309.SH,X000792.SZ,X600299.SH,X600489.SH,X600660.SH,X600549.SH,X300072.SZ,X601158.SH,X600583.SH,X000883.SZ,X002075.SZ,X000709.SZ,X000723.SZ,X002407.SZ,X600352.SH,X000539.SZ,X000898.SZ,X002460.SZ,X000027.SZ,X002470.SZ,X000630.SZ,X000761.SZ,X000012.SZ,X000983.SZ,X000060.SZ,X600176.SH,X600021.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0589699518419256,0,0,0,0,0,0.0197468036286439,0,0.0555261667136539,0,0,0,0,0,0.159990282724906,0,0,0,0,-0.044107526724707,0,0,0,0,-0.0141255776093016,0,-0.0491662268745879,0,0,0,0,-0.00610840144169821,0,0,0,0,0,0,0.0875510952102854,0,0,0,0,0,0.00658748348861564,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.241702179237829,0,0,0,0,0,0,-0.0323885861155674,0,0,0,0,0,0,0.131524405469816,0,0,0,0,-0.00856570351210965,0,0,0.0749739856566461,0,0,0,-0.0493324474861888,-0.0361160668812406,0,0,0,0,0,0.00801657473482808,0,0,0,0,0,0,0,0.0201820170529132,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.030315100502121,0.249771882412966,4.33680868994202e-19,0,0,0,-0.0283751243553234,0,0.0187877110519506,0.0258145005642361,0,0,0,0,0,0,0.000507728489639807,0,0,0,0,0.0430494090398175,0,0,0,0,0,0,0.0735105940094304,-0.00536789250246776,0,0,0,0,0,0,0,0,0,0.0348666200570902,0,0,0,0,0,0.0111004330843966,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0729546299046808,0,0.10905386560134,0,0,0,-0.0137032885868916,0,0.0167491195675556,4.33680868994202e-19,0,0,0.0144422680085707,0.12249727224369,0,0.0444839438222003,0.0140256157193788,0.0782777567584733,0,0,0.148349893205502,0,0,0.0386233759221268,0,0,-0.0557566993590445,0,0.00649347447106179,0,0,0,0,0,0,0,0,0,0,0.00390037676360959,0,0.0105170121870588,0,0,0,-0.0270664040644259,2.16840434497101e-19,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.023036362965838,0,0,0,0,0,0.412434772442062,0,0,0,0,0,0,0.0242116937008132,0,0,0.0373923855390092,0,0,0,0,0,0,0,0,0,0.190865426954752,0.0097578125680933,0,0,0,0,0,0.034814539876579,0,0,0,0,0,0,0,-0.0177282303208588,0,-0.00712845746331202,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183221985274976,0,0,-2.71050543121376e-20,0,0,0,0.0205469637548346,0,0,0,0,0,0.0628053816241295,0,0.148222077471719,0,0,0.0276206492558825,0.0522568142647763,0,-0.0437102048160808,0,0,0.223785819941232,0,0,0,0,-0.0219090962909472,0,0,0,0,0,0,0,0,0.0250255104664777,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0949509526173931,0,0.180402235063619,0.0586914594871017,0,0,-0.135881386912557,0,0,0.00535847878811375,0,0,0.00390943006911202,0,0,0.104467080351468,0,0,0,0,0,0.207505754706824,0,0,0.0258060000831655,0,0,0.236289086415992,0,0,0,0,0,-0.116640911353015,0,-0.0505795949109909,0,0,0,0,0,0.0785040856343072,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0880823759812844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171152270558263,0,0,0,0.0407435610792795,0.0994831635745786,0,0,0,0.0435664829372078,0,0.031362793586818,0,0,0,0,0,0,0,0.0560052256380311,0.0771160235280628,0,0.139273889592381,0,0.0292263771848221,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960018985926526,0,0,0,0,0,0,0,0,0,0.0336854368467339,0.312236926385066,0,0,0.19937480366345,0.119297709359495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283339973598535,0.0470656788821735,0,0,0,-0.0360849301804661,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157882264044863,0,0,0,0,0,0,0.0611407438502465,0,0,0,0,0,0.104581197059463,0,0,0,0,0.0687627269121234,0,0.127779456904367,0,0,0,0,0,0,0,0,0,0,0,0.182831109890661,0,0,0,0,0.0403836145963952,0,0,0,0,-0.0372877729828521,0,0
