,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X002466.SZ,X000301.SZ,X600660.SH,X600010.SH,X002271.SZ,X000708.SZ,X601898.SH,X601600.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600011.SH,X600219.SH,X600176.SH,X600886.SH,X000786.SZ,X000825.SZ,X000408.SZ,X600803.SH,X000932.SZ,X300037.SZ,X601991.SH,X600795.SH,X600399.SH,X002409.SZ,X002080.SZ,X000898.SZ,X000959.SZ,X000027.SZ,X600489.SH,X600549.SH,X000807.SZ,X600352.SH,X002353.SZ,X000630.SZ,X000830.SZ,X601168.SH,X601699.SH,X002407.SZ,X600688.SH,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0436083993278493,0.0257859826860146,0,0,0,0,0,0,0,0,0.042106505453292,0,0,0,0,0,0,0,0.110945058034133,0,0,0,0,0,0,-0.0344250074592593,0,0,0,0.0233485682174302,0.0263944329327722,0,0,0,0,0.0223051161455478,0,0,0,0.0367040102251506,0.0628907591604607,0.136637263591663,0,0,3.46944695195361e-18,0,0,0,0,0,0,0
X600028.SH,0.00966593237858253,0,0,0,-0.0343541313175123,0,0,0,0,0.0346973808735463,0,0,0,0.0377483310638563,0,0,0,0.000701229026812859,0,0,0,0,0.0257683066358153,0,0,0,0,0,0,0,0,0,-0.0328546065927872,0,0,0,0.0394650764601195,0,0,0,0,0,0,0,0.0907596632976923,0,0.0528908093642773,0,0.052304513331224,0,0,-0.00513913481609252,0.0615727689151583,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.168110389587312,-0.0271737134462821,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.267622663297127,0,0,0,0,0.0460643428603269,0,0,0,0,0,0,0,0,0.0961841313034859,0.0759911336256667,0,0,0,0,0,0.0306898727136622,0,0,0,0,0.0281070336070448,0,0,0,0,0,0,-0.000724978529005973,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0803172085197315,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0216691919541944,0,0.177588219770924,0,0.0147265071226786,0,0,0,0,0.0153731948998799,0,0,0,0.128922550533274,-0.115724856403807,0,0,0,0,0,0,0,0,0,0,0.0287503811325304,0,0,0.00263773611666608,0.0176742147473951,0,0.0108402287296872,0,0.0188770078156732,0,0,0.0610556207998638,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0474743134637507,0.314147954542525,0.0421469018817031,0.125096295113008,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0126227293788115,0,0,0,0,0,0,0,0,0,0,0.100643286472365,0,0.218170535442835,0.0525792948333311,0,0,-0.212295718530642,0.290477280950369,0,0,0.0790226972305769,0,0,0,0.0137364274844787,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0500716436342364,0.105752154717851,0,0.0148921860929122,0,0,0,0,0,0,0,0,0,0,0,0,0.141574287561964,0,0,0,0,0,0,0,-0.016209653044377,-0.0892540550373579,0,0,0,0,0,0,0,0,0,0,0,0,0.00229041264961123,0,0,0,0,0.051962450043485,0.0432778940333889,0,0,0,0,0,0
X600019.SH,0,0,0.0587937810871988,0,0,0,0,0,-0.000520846788212533,-0.0512900454098836,0,0,0,0,0,0,0,0.0307407793409823,0,0,0,0,0,0,0,0,-0.0306395817333055,0,0,-0.0415352882261614,0,0,0,-0.0925320943605041,0,0.366251006843528,0.132668556397999,0,0,0.0988805585668989,0,0,0.0227904389889803,0,0,0,0,0,0,0,0,0,0.0319347476317768,0,0,0,0,0,0
X600111.SH,0,0,0.13716489476727,0,0.00289269885087198,0,0,0,0.0314974447934084,0,0,0.0295119338848273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216875392455876,0,0,0,0.235926706687125,0,0,0,0,0,0,-0.0116765318841204,0.0590477655934641,0,0.518211936257595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.426196329893188,0,0,0.0972238447575447,0,0,0,0,0,0,0,0,0.477286258132893,-0.240504710302946,0,-0.173459723040108,0,0.350638110242192,0,0,0,0,0.0165105334716051,0,0,0,0,0,0.171156077070718,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0558963633218051,0.102543757313607,0,0,0,-0.0801340017358722,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.0303459205528356,0,0,0.0469365266563666,0,0,0,0,0,0,0,0.00835460136722359,0,0,0.0846808697793485,0,0,0.0848980952558758,0,0,0,0,0,0,0.145024701344924,0,0.092578815331574,0,0,0.128753595868678,0,0,0,0,0,0,0.436577831692574,-0.442602391979813,0,-0.0364007189106621,0,0,0,0.0550200172583055,0.149014786518003,0,0,0,0,0,0
