,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X600688.SH,X601992.SH,X600111.SH,X600362.SH,X600795.SH,X600188.SH,X002466.SZ,X601991.SH,X600547.SH,X600516.SH,X600660.SH,X000709.SZ,X000898.SZ,X300072.SZ,X600886.SH,X600157.SH,X002460.SZ,X600027.SH,X000959.SZ,X600808.SH,X002092.SZ,X600489.SH,X600339.SH,X600219.SH,X600549.SH,X600352.SH,X000630.SZ,X000553.SZ,X601158.SH,X000983.SZ,X000792.SZ,X000883.SZ,X000825.SZ,X000723.SZ,X600176.SH,X601699.SH,X600299.SH,X600578.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.00940806551903868,0,0,0,0,0,-0.0668689305550788,0,-0.0157518354796501,0.0289249351717426,-0.00947646116636676,0,0,0,0,0.0123609159845087,0,0,0,0,0,0,-0.0423861752372583,0,-0.0583516715601018,0,0.031514403873002,0,0,0,0,0.00716581683407877,0,0,0,-0.102220481675602,0,0,0,0,0,0,-0.00891600601300853,-4.33680868994202e-19,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.157764645140265,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422172986334709,-0.0415751785882168,0,0,0,0,0,0,0.00250313889931226,-0.31529448359521,0,0,0,0,-0.0396433367490632,0,0,0,0,0,0,0,0,0,0,0,0,0.0196292617467355,-0.0664813996519631,0,0,0,0.00109798942130903,0,-0.0614808537387555,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173116712238605,0,0,0,0,0.00931039007565295,0,0,0,0,0,0.00534672673869465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00734640433216173,0,0,0,0,0.104460579009241,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.31801870801017,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.0298134435315412,0.00629328813956386,0,0,0,0,0,0,0,0,0.332761404674043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107184051364862,0.0147881674520613,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0946056659586712,0,0,0,0,0,0,0.0405208255206203,0,0.0303798022637108,0,0,0,0,0,0,0,0.165559389499274,0.0025416250690318,0,0,0,0.00875651695483188,0,0,-0.0177890008545053,0,0.0553386563955243,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.000880999731489277,0.0111068150433943,0,0,0,0,0,0
X600585.SH,0,0.170865074219471,0,0,0,0,0,0,0.213491139033113,0,0.366399389088276,0.0451613847158329,0,0.211213869883189,0,0,0,-0.0295856294353727,0,-0.0592673039040846,0.220148476615202,0,0,0,0.190080454630494,0,0.00119766026722425,0,0,0,0,0,0,0,0,0.00190846133463255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000661057164776485,-0.00487180013375923,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0646863765571257,0,0,0,0.0260379231583615,0,0,1.73472347597681e-18,-0.0202035849783046,0,0,0,0,0.444211052320101,0.05680171061828,-0.0117234819424917,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.133073673882568,0,0.11555974594179,0,0,0,0,-0.0604234516330569,0,0.161981580186585,0,0,0,0,0,0.0299084913617463,-0.0591794304816047,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124559695923361,0,0.0943284821219738,0,0,0,-0.000972458223085619,0,0.0425783269511843,0.12648933820673,0,0,0,0,0.132862325221357,0,0,0,0,0.105514619604428,-0.0364838950382162,0,0,0,0,0.196003830484778,0,0,0,0,-0.0153259250457074,0.00221932673675296,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0904122657091846,0,0,0.0329496236634345,0.14061574089605,0,0,0.116934586348129,0.323670240044918,-0.0610045208234295,0,0.14792448614629,0,0,0,0,-0.00361612623189762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168628961532018,0,0,0,0,-0.0070425950709644,0,0.026023165660972,0,0,0,0,0
X601898.SH,0,-0.132011821269676,0,0.238165580436703,0,0,0,0.16330311194893,0,0,0,0,0.00481797152653541,0.0115315057267566,0,0,0,0,0,0.00118194612924021,0,0.0201850565590432,0.151095620723907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880410510535313,0,0,0,0.00376849969592775,0,0.0237130482807915,0,0,0,0,-0.00169515619498806,0,0,0,0,0,0,0
