,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600188.SH,X600688.SH,X601600.SH,X002466.SZ,X600795.SH,X600886.SH,X600362.SH,X000898.SZ,X600516.SH,X300072.SZ,X600547.SH,X600027.SH,X002460.SZ,X600111.SH,X601992.SH,X600176.SH,X600352.SH,X000553.SZ,X000786.SZ,X002110.SZ,X600299.SH,X600808.SH,X000709.SZ,X000932.SZ,X600426.SH,X600801.SH,X000408.SZ,X000883.SZ,X601158.SH,X600219.SH,X600315.SH,X601699.SH,X601003.SH,X002271.SZ,X000830.SZ,X000792.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.365858203317977,0,0,0,-0.0232702697936934,0,0,0,0,0,0.0392599355280839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265922834269362,0,0,0,0,0.0309167894568529,0,0.0640053179834914,0,0,0,0,0,0,0,0,0,0,0.196368087412365,0.0102131790161855,0,0,0.00798953544127337,0.00772678201909237,0,0,0,0,0,0
X600028.SH,0.353710803310391,0,0.0550279889594713,0,0,0,0,0,0,0,0,0.105747854059997,0,0,0,0,0,0,0,0,0,-0.0911165997818176,-0.0500340413280519,-0.00115428222000682,0,0,-0.258585580800897,0,-0.0712440707922308,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.101305029328395,0,0,0,0,0.0124326823030793,-0.0123283429152251,0,0,0,0.0615361860266219,0,0
X601088.SH,0,0.0887796021917175,0,0.282779142456551,0,0.0154993768027774,0,0,0,0,0,0.560180111171192,0,0,0.0111612253156047,0,0,0.0203686512454353,0,0,0,0,0,0,0,0,0,0,-0.0417869696399872,-0.111857821528991,-0.188062686249814,0,0,0,0,0,0,0,0,0,0,0,0.0246074525853981,-0.00856083768263068,0.00966231491033473,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.280804774156476,0,0,0,0,0,0,-0.126375706401962,0,-0.071763642134551,0.360335604742596,0,0.0193365191896225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178651721226776,0,0,0,0,0,0,0.325047186529093,0,0,0,0,0.077871032183967,0,6.93889390390723e-18,0,0.119852532860874,0,0,0,-0.0181539223632271,0.00963872934260656,0,0,0,0.0297220231297189,0,0
X600019.SH,0,0,0,0.154106559190364,0,0.104844776080671,0,0,0,0,0,0.222218997633888,0,0.0157497033260389,0,0,0,0,0.0236394753736675,-0.281459335146206,0,0,0,0,0,0,0.117206182302716,0,0,0,0.00615796711886273,0,0.0744378817830481,0,0.192869209846674,0,0.0217487597194923,0,0,0,0,0,0.148188043956512,0,0,0,0,0,0,0.00975706522396817,0.0184158388055622,0,0,0,0.131453489271477,0,0
X600309.SH,0,0,0.112903463487313,0,0,0,0,0,0,0,0,0,0,0,-0.132875941188365,0.569580979683285,0,0.025457907109554,0,0.0278656090545354,0,0,0,-0.0103854967234709,0,0,0,0,0,0.193626010706093,0,0.186447008050959,0,-0.478741215782432,0,0,0.078755354807299,0,0,0,0,0,0,-0.0154506257242689,0,0.130392038888122,0,0,0.161354047750373,0.0269241419835144,0.0717177169068663,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0420754435545116,0,-0.019783646195562,0,0,0,0,0,0,0,0,0.180541786196327,0,0,0.115982172628335,0,0,0.385584239260167,0.0678861251717082,0,0,0,0,0,-0.0490481181067362,-0.0871642290770344,0,0,0,0,0,0,0,0,0.0880592203027923,0,0,0,0,-0.0397706523949946,0.062124284687297,-0.085536399877093,0,0,-0.00280458462538121,0.0204257284145644,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.334203952499847,0,0.720832352670371,0,0,0,0,0,0,0,0.566198764277648,0.420508182865278,0.193147915780985,0.0206784662376498,0,0,0,0,-0.0433045289989837,0,0,0,0.591466701536988,0,-0.264117437317038,0,0,0,0,0,0,0,0,0,0,0.00960674853213574,0,0,0,0.00210167297100854,0.0212257475566253,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196941862727227,0,0,0,0,0,0.151589638745612,0,0,0,0,0,0.0665077986014957,0.0611698070555423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921697534233204,0,0,0,0,0,0.000251243382414085,-0.0159045663425175,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0139026188872299,0,0,0,0,0,0,0,0,0,-0.360339368583081,0,0,0,-0.159878717096605,0,0,-0.0965358836671022,0,0,0.12732417814867,0.136205831109408,0,0.0850968038241637,0,0,0,0,0,0,0,-0.102323600940059,0,0,0,-0.0864670046060393,0,0,0,0,0,0,0,0.00655728897608852,0.0411273808318412,0.00799935891107149,0,0,0.356449603716358,0,0
