,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X601991.SH,X600547.SH,X600111.SH,X600176.SH,X600516.SH,X000898.SZ,X600886.SH,X000786.SZ,X000709.SZ,X002271.SZ,X600352.SH,X000825.SZ,X000792.SZ,X600027.SH,X600299.SH,X000553.SZ,X601699.SH,X000408.SZ,X600219.SH,X601158.SH,X600808.SH,X600489.SH,X002110.SZ,X000830.SZ,X600426.SH,X000959.SZ,X000883.SZ,X000630.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.365062877663349,0,0,0,0,0,0,0.00467205527771195,0,0,0.00060364903863007,0,0,0,0.210494222416764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708682953466686,0,0,0,0,0,0,0,0,0,0,0.0363206448350218,0,0.0479552647438514,0.000134310203508557,0,0,0,0,-0.00462136956714819,0,0,0,0,0,0,0
X600028.SH,0.550217443288813,0,0.17564359877064,0,0,0,0,-0.0431044145096069,0,0,0,0,0.201191363151607,-3.46944695195361e-18,0,-0.029903512853829,0,0,0,0.22485529839248,0,0.0373364269481894,0.0330730357853713,0,0,0.101133799055668,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0148254487756377,-0.0669203276359916,0,0,0,0,0,0,-0.0153653636302351,0.0145595354101355,0,0,0,0,0,0
X601088.SH,0,0.0220773163812926,0,0.150338194723646,0.0401854731557497,0,0,0.0622334863661207,0,0.0895526756890463,-0.0849853574211861,0,0,0,0,0,0,0,0,0.113350048924689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278779179355586,0,0,0,0,0,0,0.010459740687848,0,0,0,0,0,0,0.008447630262682,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.289307851922574,0,0,-0.0637120124832978,0,0.332618211309689,0,0,0,0,0,0,0,0,0,0.01158368514058,0,-0.0972374896340068,-0.00835910014892918,0.0405591612499883,0,0,0,0,0,0.0812369360003058,0,0,0,0,0,0,0,0,0,0,0.0740266090729365,0,-0.0394269038870802,0,0,0,0,0,0.0293877868759884,-0.0365251488209352,0,0,0,0,0,0
X600585.SH,0,0,0,0.252695941677393,0,0,0,0,0,0,0,0,0,0.0728701867986703,0,-0.0373092092323232,0,0,0,0,0,0.300855552373287,0,0,0,0.36431008112007,0,0,-0.107933545272472,0,-0.172896722237333,0,0,0,0.25501095904812,0,0,0,0,0,0,-0.0417874363466577,0,0,0,0,0,0,-0.00215488559242218,0.0016791182310432,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0687509117640506,0,0,0,0,0.00418337672094263,0,0,0,0,-8.67361737988404e-19,0,0.126291779522473,0,0,0,0,0,0,0.0524993637594895,0,0,0,0,0,0.0149451603426221,0,0.0729168221790224,0.199280734898204,0,0.122325181757814,0,0,0,0,0,0,0,0,0,0.0613365708404852,0,0,0,0,0.000950084225562788,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274522338471677,0,0,0,0,0,0,0,-0.00229794016036914,0.0989129677478237,0,0,0,0,0.0756340031824293,0,0,0,0,0.0190128481001782,-0.0444702448661718,0,0,0,0,0,0,0,0.0223858386095273,0,0.0707073296193411,0,0.270001724132811,0,0.0381070079516212,-0.0306827297793178,0,0,0,0,0,0
X601600.SH,0,0.277012959384915,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3680807591415,3.46944695195361e-18,-0.208622356406292,0,0,0,0,-0.235663721470525,0,0,0,0,0.202235172195494,0,0,-0.0601257722633862,0,0,-0.113028842263903,0.339278552437043,-0.258049293921803,0,0,0,0,-0.00637338511962139,0,0,0,0,0,0,0,0.237222650065997,-0.364574791490808,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0839166640662531,0,0,0,0,0,0,0,0.256904369667795,0,0,0,0.0586269914763267,0,0.0263859091164975,0,0,0,0,0,0,0,0,0,0,0.0851771161485023,0,0,0,0.0680800209134277,0,0,0,0,0,0,0,0,0.268466046319113,0,0,0.112729598213244,0,0.0110680155249185,0,0,0,0,0,0,0
X600188.SH,0,0,0.512594376798818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495572852410238,0,0,0,0,0,0,0,0,0,0,0,0.0418798126843721,0,0,0,0,0,0.324064227450146,0,0,0,0,0,0.0218926627691407,0.0666261962548431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
