,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X000301.SZ,X600362.SH,X600188.SH,X000786.SZ,X600010.SH,X600111.SH,X600426.SH,X002466.SZ,X600886.SH,X600011.SH,X600176.SH,X600795.SH,X601991.SH,X600803.SH,X000027.SZ,X600352.SH,X600489.SH,X600801.SH,X600219.SH,X600688.SH,X000932.SZ,X000408.SZ,X000898.SZ,X000825.SZ,X000807.SZ,X000959.SZ,X002353.SZ,X601699.SH,X600315.SH,X300037.SZ,X600157.SH,X000830.SZ,X600486.SH,X002080.SZ,X600299.SH,X600027.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296736887666024,0,0.110881554168671,0.00197307633877996,0.101821922141716,0.025740331392645,0,0,0,0,0,0,0.0107558033849392,0,0,0,0,0.18774373770239,-0.0200378746114264,0,0,0.0283299106678364,0,0.027318605818995,0,0,-0.00622196717546665,0,0,0,0,0,0,0,0.0129753955026982,0,0,0,0,0,0,0.0049903599805589,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450171461579095,0,0.0984700050267753,0,0,0,0,0,0,0,0.00399168300497563,0,0,0,0,0,0.0254106706923604,0,0.123962497488406,0,0,0,0,0,0.0459716147928175,0,0,0.0913002054182323,0,-0.107137056773194,0,0,0.0165182821996181,0,0.0941270332695403,0,0,0,0,-0.026930001358273,0,0
X601088.SH,0,0,0,0.0137415705131121,0,0,0,0,0,0,0,0,0,0,0,0.0777661593128681,0,0,0.0442937769908412,0.00568684199020938,0.0446608643510236,0,0,0.0875608028019646,0,0,-0.064021600328186,0,0,0,0,0,0,0,0,0,0,0,0.0344643231006967,0,0,-0.0957182173578685,0.011774876344925,0,0,0,0,0,0,0.125142496491389,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0507759837527761,0,0,0,0,0,0,0,0,0,0.0913621668818771,0,0.102443055083169,0.177433158132708,0,0,0,0.11129997095769,0,0,-0.0480217994954606,0,0,0,0,0,0,0,0,0,0,0.0203683457702276,0,0,0.0321623632603406,0.0175350969113243,0,0,0.104417259287535,0,0,0,0,0,0,0,-0.100830678037085,0,0,0,-0.0286038483179607,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.00344657166057829,-0.00783642705797745,0,0,0,0,-0.00850921110209078,0,0,0,0,0.0644990503978021,0.000431860962716066,0,0,0,0,0,0,0.00557712556145583,0.0870025790611697,0,0.160601189586562,0.066722665420079,0,0,0.0264410261488103,0,0,0,0,0,0,0,0.0167595860474828,0,0,0,0,0.0600446123825873,0,0,0,-0.0132269808309169,0.0101128091197484,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0794446006718092,0,0,0.0210179699140673,0,0,0,0,0,0,0,0.0923789328000744,0,0,0.109030058814297,0,0,0,0,0,0,0.0305187797928571,0,0,0,0,0,0,0,0.18586072286368,0.251245727836279,0.0213956007049884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436231982471115,0,0,0,0.0043465679487639,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.292456479405803,0,0,0,0,0.0546014690711922,0,0,0,0,0.0204659857133799,0,0.56971947564075,0,0,0,0,0,0,0.0566437499013276,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0832920106893825,0,0.0840846413601142,0,0,0.0857693119835085,0,0.0115452129875611,0,0,0,0,0,0,-0.0282585416572105,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0.0505812630368748,0,0,0,0,0,0,0,0,-0.107449317243753,0,0,0,0.0827872401703914,0.0585162692543503,0,0,0,0,0,0.0866693090345345,0,0,0.0499571043898777,0,0.0462707146762415,0,0,0.169085621597569,0,0.0809215980249549,0,0,-0.0765010184002758,0,0.100690826227786,0,0,0,0,0,0,0,0,0,0,-0.116055986273432,0,0,0,0.00760988189625193,0,0
X600660.SH,0,0,0,0.022033509091845,0,0,0,0,0,0,-0.21711051743137,0,0,0.00381846475539629,0.098062783929149,0,0.084448925029371,-0.0376228808115233,0,0,0.201583804915345,0,0,0,0,0,0,-0.0476036165567463,0,0,0,0,0,0,0,0,0,0.00945727323752227,0,0,0,0,0.222151042517978,0,0,0.0102897783420731,0.220084219491474,0,0,0,0,-0.0509395050576903,0,0,0,0,-0.0225899829777694,0,0
X000708.SZ,0,0,0,0.0747577146147262,0,0,0,0,0,0,0,0,0,0,0.000543939224309732,0,0,0,0,0,0.0052204356265156,0,0,0.141366140960307,0,0,0,0,0,0,0,0,0,0.0948849117440191,0,0.18064047993377,0,0,0.0445959251613769,0,0,0.151280100257329,0,0,0,0,0,0.131725595409773,0,0,0,0,0,0,0,0,-0.000217228149607944,0,0
