,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601600.SH,X601898.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600886.SH,X600157.SH,X601992.SH,X600623.SH,X600111.SH,X600299.SH,X600547.SH,X601158.SH,X600660.SH,X002466.SZ,X000709.SZ,X000792.SZ,X600489.SH,X000539.SZ,X600583.SH,X000898.SZ,X600309.SH,X600352.SH,X000883.SZ,X000027.SZ,X002075.SZ,X000959.SZ,X600021.SH,X000983.SZ,X000629.SZ,X000060.SZ,X000630.SZ,X601699.SH,X600578.SH,X002470.SZ,X300072.SZ,X600098.SH,X000012.SZ,X600176.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0113814047194743,0,0,0,0,0,0,0,0,0,0,0.267499946426002,0,0,0,0,0,0,0.0586296670728709,0,0,0,0.0373161270050143,0,0,0,0.0508376607511717,0,0,0,0,0.0408206585380694,0,0,0,0,0,0,0.0283375447982204,0.0058842128659321,0,0,0,0,0.00787277115104193,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0469883643449421,0,0,0,0.0503386909114814,0,0,0,0,0,0.0326877360684388,0,0,0,0,0,0,0,0,0,0.11512984161796,0,0,0,0,0,0,0,0,0,0.0319442521715312,0.0265679285434677,0,0.0682811370484064,0,0,0,0.0765814590378544,0.0138923376402475,0,0,0,0,0.0219082072377784,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.314552519048464,0,0,0,0,0,0.0507525936926034,0,0.261867317173736,0,0.0399079413187661,0,0,0,0,0,0,0,0,0,0,0,0.107188315290041,0,0,0,0,0,0,0,0,0,0.0305803166134327,0,0.0566418464634689,0,0,0,0,0.0262316743509449,0,0,0,0,-0.0279631558573172,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0492864389505292,0,0,0,0,0,0.0497142181562153,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0218367533537929,0.103193820342153,0.00664950413911121,0,0,0,0,0,0,0,0.0343149293129334,0,0,0.0218218333581152,0,-8.67361737988404e-19,0,0,0,0,0,0.0491169915960828,0.137315096172036,0.0561853358947504,0,0.0907714365940869,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.00579108334069015,0,0,0,0,0,0.0287431241814406,0,0,0,0,0,0.130804808500964,0,0,0,0,0,0.098828800944487,0,0,0,0,0,0,0,0,0,0,0.0733297472534106,0.0625965705656771,0,0.107907511927097,0.109949503901469,0.199285513776031,0,0,0,0,0.00925557236781701,0,0,0.0993019103521469,0,0,-0.0120908818479845,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0466328990840817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270999379844029,0.0444895949188403,0.0702557626304748,0,0,0.0455474399869852,0.196414685805983,0,0.136210529300204,0,0.0862472939181583,0,0,0,0,0.0153599733550881,0,0.099713465483552,0,0.105619376795128,0,0,-0.0201179790644267,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,8.67361737988404e-19,0,0,0.0291869251598255,0,0,0,0,0,0,0,0.000758288884586098,0.0744936353767981,0,0,0,0,0,0,0,0.00834593356485886,0,0,0,0,0.0622075059267112,0,0.0625162286682416,0,0,0,0.0519907478976293,0,0,0,0,0,0,0,0,0,0,0.0647324315784181,0.086054430271503,0.240508216135594,0,-0.0115982809795549,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.171995109667357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00714806366259743,0,0.0602938928429966,0,0,0,0,0,0.0331015220712493,0,0.118000637694765,0,0,0,0,0,0.0922547203220825,0,0,0,0,0,0,0,0.025560629204843,0.287930135456663,0,0,-0.0239116433326088,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.00581623314457459,0,0,0,0.0445291576611895,0,0,0.0631785177813326,0,0,0.0413017961980566,0.187296409102502,0,0,0,0,0,0.00679218300604528,0,0,0,0.139726275145424,0,0,0,0.047197614476855,0,0,0,0,0.131388043068635,0.0619489452983675,0,0,0,0,0,0,0.120938734396078,0,0,0,-0.0192022420682293,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.145748701183579,0,0,0,0,0,0,0,0,0,0.0470773464001305,0,0,0.0308781538946092,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0747370725206743,0,0,0,0,0,0.0692308419949827,0.152945125946401,0.0706220473561336,0,0.219598479491315,0,0,0,0,0,0.0504659867599125,0.00290027901028206,0,0,0,0,0.0236680560842481,0,0,0,0,0,0
