,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600547.SH,X600660.SH,X600585.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X002460.SZ,X600111.SH,X600010.SH,X600027.SH,X601699.SH,X600160.SH,X002466.SZ,X000301.SZ,X600489.SH,X600426.SH,X000983.SZ,X600803.SH,X601991.SH,X000786.SZ,X000877.SZ,X000933.SZ,X600985.SH,X000807.SZ,X000630.SZ,X600176.SH,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X600612.SH,X600096.SH,X002271.SZ,X000883.SZ,X600348.SH,X000932.SZ,X000027.SZ,X601666.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.163940319720607,0.201388668973701,0,0,0,0,0.0198065303688813,0.161923088040286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623549837749972,0,0.0423014226824377,0,0,0,-0.114815731149248,0,0,0,0,0,0,-0.051504676255302,0,0,0,0,0,0.0705452871248141,0,0,0.0209335194736481,0,0,0,0,0,0
X601088.SH,0.181336144746783,0,0,0,0.0629676782435207,0.111683984239148,0,0,0,0,0,0,0,0,0.0740026036924307,0,0,0,0,0,0,0.0328903871903188,0,0,0,0,0,0.160194323685838,0,0,0,0,0,0.000794046366272654,0,0,0,0,0,0,0,0,0,-0.0236279848506448,0,0,0,0,0.0554796173344764,0.011526973662832,0,0,-0.0224636311647701,0,0,0,0,0,0
X600028.SH,0.327378606897581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062466542056439,0,0,-0.122731304781898,0,-0.0192411493766191,0,0.0205490441160791,0.00533024262427225,0,0,0.0873450847368923,0,0,0,0,-0.0663389804367912,0,0,0,-1.38777878078145e-17,0,0,0,0.07542408985633,0,0,0,0,-0.0426773689281715,0,0,0,0.0668215521799074,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277626125206328,0,-0.0268204176987819,0,0,0,0,0,0,0.126685509302852,0.12066139887702,0,0,0,0,0,0.0862492252594648,0,0,0,0,0,0.258224773161958,0,0,0,0,-0.241903078368339,0,0,0.0928859860066799,0,0,0,0,0,0,0,-0.0184107020735651,0.105140998889087,0,0,0,0,0
X600188.SH,0.0356879696808047,0,0,0,0,0.21971827120564,0,0,0,0.0192899128445026,0,0,0,0,0,0,0,0,0.0413116936344826,0,0,0.252806044195188,-0.0180342675388734,-0.0123082517749581,0,0,0,0,0,0,-0.110903436609934,0,0.0109511467135619,0,0,0,-0.0472480919794976,0.0136908619198005,0,0,0,0,0,-0.0205299282947855,0,0.236171750087835,0,0,0,0,0,0,-0.00103130396096296,0,0,0,0,0,0
X601898.SH,0,0.247989629191141,0,0,0.0864126624603182,0,0,0.194664716684067,0,0,0,0.179252390778109,0,0,0,0,0,0,0,0,0.170066202481968,0.0286165436574867,0,-0.0343219838970483,0,0,0,0,0,0,0,0,0,0.4755800645534,0,0,0,0,0,0,0,0,0,-0.0107756904435496,0,0,0,0,0,0,0,0.173494555295717,-0.100061602442357,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0240751984768792,0.0956575754839057,0,0,0,0,0,0,0.102102031782432,0.00737678038592395,0,0,0.0314329375535111,0,0,0,0,0,0,0,0.132778088322662,0,0,0,0,0,0,0,0,0,0.104958437150562,0,0,-0.111080836090619,0,-0.0305094948934295,0,0,0.0327586563657642,0,0,0,-0.0872600347447492,0,0.0048418762351906,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447341438623405,0,0,-0.0816649173622121,0,0,0.0913987873473585,0,0,0,0,0,0,0,0,0.297537131671352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00469779576855144,-0.000786312404484559,0.0232887541201664,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,-0.0754632272810891,0,0,0,0,0,0,0.292507561487352,0,0,0,0.209831778602814,0,0.0586261763456728,0,0,0,0,0,0,0,0,0,0.0581646931343526,0,0.191782580479867,0,0.00691426297312595,0,0.206251509680869,0.0357089954285453,0,0.150547625241097,0,0,0,0,0,0,0,0,0,0,0,0.087516334933075,0,0,0,0,0
X600547.SH,0,0,0,0,-0.270925640335553,0,0,0,0,0,0.0391943387929776,0,0,0,0,0.0376245733658852,0.183832073960334,0,0,0,0,0,0,0,-0.12204016114062,0.61514500810779,0,0,0,0,0,0,0.12226017323924,0.00593441711449814,0,-4.33680868994202e-19,-0.0590964383284799,0,0,0.0458864944165374,0,0,0,0,0,0,0,0,0,0,0,0,0.0103719516516172,-0.0869305761148564,0,0,0,0,0
