,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600801.SH,X601898.SH,X600886.SH,X600010.SH,X000792.SZ,X601600.SH,X600660.SH,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X601992.SH,X600299.SH,X600027.SH,X600111.SH,X600489.SH,X600176.SH,X000723.SZ,X002466.SZ,X002075.SZ,X600126.SH,X600426.SH,X000401.SZ,X000553.SZ,X601158.SH,X000898.SZ,X600219.SH,X600516.SH,X000932.SZ,X002353.SZ,X000883.SZ,X600583.SH,X600486.SH,X000709.SZ,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.017193876034753,0,0,0,0,0,0,0,0,0.119309137703332,0,0,0,0,0,0.12522943047601,0.0295188893096498,0.0705287365395498,0,0,0,0,0,0.0572750713329327,0.0115937797775808,0,0.0151743699262372,0,0,0,0.241957495790517,0,0,0,0.0354447187349976,0,0,0,0,0,0,0.0173657187360659,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0186154366317193,0,0.0221918922868424,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.105190412444767,3.46944695195361e-18,0.155540155111386,0,0,0,0,0,0,0,0,0,0,0.0572038111917654,0,0.0869988937147812,0,0,0,0,0,0,0,0,0,0,0,0.0120914434251382,0.000587639246151657,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.102195698857162,0,0,0,0,0,0,0,0,0,0.335681142325587,0,0.11950839926536,0,0,0,0,0,0,0,0,0,0,0,0.0519832898754835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359374580414342,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.00515741640177686,0.361324446829306,0,0,0,0,0,0,0.219158933501195,0,0.0996825785781139,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389709852780487,0,0,0.17157162785507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154815963622726,-0.00525373326593133,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.022375245504509,0,0,0,0,0,0,0,0,0,0.0418510481895365,0,0,0,0,0,0,0,0,0,0,0,0.0847866226718931,-0.0124380126481715,0,0.0338007344627419,0,0,0,0,0,0.0797414588758714,0,0.0756263363923571,0,0.172891626665055,0,0,0,0,0,0.03447630592928,0.01937870773966,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0615000674625178,0,0,0,0,0,-0.188594061548719,0,0,-0.0576158094527834,0,0,0,0,0,0,0.0707382493719917,0,0,0,0,0,0,0,0,1.09397597898672,0,0,0.0185332757309507,0.0755145898362723,0.0949790427631392,-0.1201480357324,0,0.0178418831561175,0,0,-0.0403516530318533,0,0,0,0,0,0,0,0,0,0.0334369948842917,0,0.0375334462646094,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0217736735852885,0.148695207380768,0,0.108505208479842,0,0,0,0,0,0,0,0.236012973403436,0.0576180085074612,0,0.0398473362361748,0,0,0,0,0.106276410167123,0.0684086034582689,0,0,0,0,0,0,0,0,0,0,0,0,0.01148878316646,0,0,0,0,0,0,0,0,0,0,0.0304833844978111,-0.0101453410357222,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0696308313989098,0,-6.93889390390723e-18,0,0,0,0.146225815474386,0,0,0,0.0568888331598949,0,0,0,0,0,0,0,0,0,0,0.225572961838493,0,0,0.0394643546297661,0.153871098292701,0,0,0,0,0,0,0,0,0,0,0.0229004240254623,0.190938674047282,0,0,0,0,0,-0.0233400574771083,0,0,0,0,0,0
X600011.SH,0,0,0.0826760544061838,0,0,0,0.0132809513902235,0,0,0,0,0,0,0,0,0,0,0.0104441488600498,0,0,0,0,0,0,0,0,0.0463885576466782,0.606728183973028,0,0,0,0.0255461046482192,-0.0378428745812932,0,0,0,0,0.174395474040515,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168321487731243,0.012328849882546,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.0445198556865894,0,0,0,0,0,0,0,0,-0.086818360652902,0.0123130343352147,0,0,0.0513272991093212,0.318957966795573,0,0,0,0.0108425926364801,0,0,0,0,0,0.0547135205621159,0,0,0,0,0,0,0,0,0,0.125789585950012,0,0,0,0,0,0,0.0373711577804181,0.00633024138026883,0,0,0,0,0,0
