,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600010.SH,X600111.SH,X600027.SH,X002460.SZ,X000301.SZ,X002466.SZ,X600489.SH,X601699.SH,X600426.SH,X000983.SZ,X600160.SH,X600803.SH,X000877.SZ,X601991.SH,X000786.SZ,X000630.SZ,X000933.SZ,X600985.SH,X600176.SH,X000807.SZ,X601168.SH,X000408.SZ,X002128.SZ,X600612.SH,X600219.SH,X000932.SZ,X600096.SH,X000883.SZ,X600295.SH,X000027.SZ,X002353.SZ,X600348.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.125442802084504,0,0,0,0,0.164586428672887,0.000664652232511824,0,0.170597295649541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121663680008193,0,0,0,0,0,0,0,0,0,0.0730635329650131,0,0,0,0,0,0,0,0.0743221785930824,0,0,0,0,0
X601088.SH,0.011356096213421,0,0,0,0.208841507501001,0,0.132161960521705,0.0479693150707345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358535945524955,0,0.193649258182945,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279220183373445,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.162118046684987,0,0,0,0,0,0.0173636774412925,0,0,0,0,0,0,-0.0239132007230272,0,0,0.166295222534039,0,0,0,0,0.224255366921049,0,0,0,0,0,0,-0.0127941387846107,0.0817085746305724,0.000824069360128202,0,0,0,0,0,0,0,0,0,0,0,-0.0772512629400655,0,0.0116470117496338,0.00931026148421122,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301247236900832,0,0.0700860459814282,-0.0372549063108789,0,0,0.0355808726060269,0,-0.0781419082242184,0.0847880588645542,-0.0146401258763388,0.0868842907823855,0,0,0,0,0,0,0,0.384876432967616,0,0,0.00613060788607215,0,-0.113478317171304,0,0,0,0,0,0,0,0,0,0,-0.0259350206026568,-0.0520171144677269,0,0,0,0,0,0
X600188.SH,0,0.0319483774624137,0,0,0,0,0,0.173824373901283,0.0692503230900545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336961069305858,0,0.101940430460066,-0.000612586864231105,0,0,0,-0.0101491042996947,0,0,0,0,0,0,0,0.199467853855096,0,0,0,0,0,0,-0.00595134363104027,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0370526424370874,0.05583585796321,0,0,0,0,0,0,0.0455015458546148,0,0,0.0328019614223953,0,0,0,0,0.033540404041372,0,0,0,0.198802093607589,0,0,0,0,0,0,0,0,0.12729651502755,0,0,-0.0536778694677235,0,0.018653949465692,0,0,0,0,-0.0634168373894847,0,0,0,-0.0187734494001751,0,-0.0104607584194843,0,0,0,0,0
X600011.SH,0.0466904265018839,0,0,0,0,0,0,0.0168049655291615,0,0,0,0,0,0.505569356055283,0,0,0,0,0,0.160632979698949,0,0.0378911144394198,0,0,0,0,0,0,0,0,0.108435540726385,0,0,0.0487818354356001,0,0,0,0,0,0.0560668922892043,0,0,0,0,0,0,0,0,0,0.0273350035643585,0,0.0156272779925754,-0.0482243129042443,0,0,0,0,0,0
X601898.SH,0,0.0839794783054322,0,0,0,0,0.374246429436415,0,0,0,0.379354376188559,0,0,0,0,0,0,0.174185426139539,-0.0482415122578344,0,-0.0065625551492788,0,-0.0598233219248246,0,0.168497941489358,0,0,0,0,0,-0.333430712765534,0,0,0,0.491248750246889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14542882495375,0,0,0.134330829398723,0,0,0,0,0
X600547.SH,0,0,0,0,-0.234424824553099,0,0,0,0,0,0,0,0,0,0,0,0.0609104092483417,0,0,0,-0.00106644393667159,0,0,0.686080654751632,0,0,0,0,0,0,0,0,0,0.071644319370771,0,0,0,0,0,0,0,0,0,0,0,0,0.0388330103087081,0,0,0,0,0,0,-0.0860883587679953,0,0,0,0,0
X601600.SH,0.0381598537045565,0,0,0,0,0,0,0,-0.0605940659832282,0,0,0,0,0,0,0,0.120888559669773,0,0,0.250700466751189,-0.0966492996481997,0,0,0,0,0,0,0.0473853058881054,0,0,0,0,0,0.0670555568211306,0,0.126456570565053,0.249417604023779,0.205961011338731,0,0,0,0,0.0489104651981749,0,0,0,0,0,0,0,0,0,0.0476861388544365,0.185156825927145,0,0,0,0,0
