,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600188.SH,X600352.SH,X600688.SH,X600111.SH,X000723.SZ,X600801.SH,X600027.SH,X601992.SH,X600489.SH,X000786.SZ,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X002460.SZ,X600299.SH,X600426.SH,X000709.SZ,X600612.SH,X601158.SH,X002466.SZ,X000883.SZ,X000629.SZ,X600219.SH,X000630.SZ,X000027.SZ,X002353.SZ,X600315.SH,X600583.SH,X000553.SZ,X601699.SH,X600985.SH,X000401.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044553213260424,0.077129419348904,-0.000195562520656156,0.0410908099568874,0,0,0,0,0,0,0,0,0.0362182510671711,0.024590450946987,0.0640887687718246,0,0,0,0,0,0,0.0577657353461246,0,0,0,0.0439189522007938,0,0.0592760963196938,0,0,0,0,0,0,-0.00317282725418385,0.00201231494456246,0,0,0,0,0,0
X600028.SH,0,0,0.0216139169233615,0,0.0702501946426551,0,0,0,0,0,0,0,0,0,0,0,0.0469054098542098,0.0146888251965078,0,-0.0435673965146928,0,0,0,0.0560157347761741,0,0.0522593140282892,0,0,0.00257201569907506,0,0,0.0462729437628693,0,0,0,0,0,0,0,0,0,0,0.0278003428780458,0,0,0,0,0,0,0,0,-0.0249424151023225,0.0216794219384615,0,0.0155957843233568,0,0,0,0
X601088.SH,0,0,0,0.117020570521593,0.0240294715050631,0,0.00915537175400269,0,0,0,0,0,0,0,0,0,0.169598294431496,0.0396552774905667,0,-0.0655022684895543,0,0.0591119365369575,0,0,0,0,0.0670420279485766,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.124825266730777,0.0725495734747359,0,0,0,-0.147282422596198,0,0,0,0,0,0,0,0,0,0.0328887500747985,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490833084069147,0,0,8.67361737988404e-19,0.378908609374114,0,0,0,0,0.298468744190388,0,0,0,0,0,0.0237845009211569,0,0,0,0,0,0.0319175635411166,0,0,0,-0.00738492734811486,0.00329845545057937,0,0,-0.0532511958238604,0,0.0163681450003292,0,0,-0.0112179593522095,0,0,0,0,0.0470201417321319,0,0
X600309.SH,0,0,0,0,0,0,-0.000554969439287572,0,0.35119577962231,0,0,0,0,0,0,0,0,0,0,0,0,0.273356825365928,0,0,0,0.0213585693879402,0,0.147912070228096,0,1.73472347597681e-18,0,0,0.0329224696024464,0,-0.0440241099793527,0,0,0,0,0,0,0,-0.0797255537026095,0,-0.0178758968387664,0.1356747406086,0,0,0,0,0,-0.0108971867735628,0.0166440441589184,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0939692122979272,0,0,-0.119165346120832,0,0,0,0,0.0670001789315085,0,0,0,0,0.091038720510301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00172770975915094,0,0.121460169515979,0,0,0,0,0,0,0.138552441438056,0,0,0,0,0,-0.0130511788078238,0.0152959866364813,0,0,0,0.0343683647950999,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.172698609700583,0,0,0,0,0,0,0,0,-0.200667365824654,0,0,0.704101163742823,0,0,0,0,0,-0.0376435848528445,0,0,0,0.0398904005293643,0,0,0.165102588745585,0,0,0,0.0596381064836029,-0.0321614946485199,-0.329380102735691,0,0,0,0,-0.0234732602104062,0,0,-0.0411443732079507,0.0217065922778392,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0769660956994351,0,0,0,0,0,0,0,0,0,0,-0.0878630463114436,0,0,-0.0107603914852303,0,0.40525742044877,0,0,0,0,0,0,0,0,0,-0.0489554402076688,0,0,0,0.0865735603815607,0.0764783903900258,0.156250506285877,0,0,0,0.000530090987771668,0,0,0,0,-0.203980853504471,0,0,0.187222852014222,-0.0150173459724672,0,0,0,0,0.183034394137229,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211975345857292,0.1125281832306,0,0,0,0,0,0,0.262276862127089,0.0384772834589176,0.0920684401531374,0,0.0160163194766431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455759771686326,0,0,0,0.0048187830125084,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.0706667747505514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509436589432784,0,0.05580139805309,0,0,0,-0.0149490497512781,0.111995739592787,0,0,0,-0.218837990826415,0.440124141600893,0,0,0,0.160466665290864,0,0,0,0,0,0,0,0.00729250890797603,0.032423277199602,0,0,0,0,0,0,0,0.0172862923567143,-0.0163799731751916,0,0,0,0,0,0
