,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X600188.SH,X601991.SH,X600688.SH,X600547.SH,X002466.SZ,X600362.SH,X600660.SH,X600795.SH,X300072.SZ,X601992.SH,X600886.SH,X002460.SZ,X600111.SH,X600516.SH,X000898.SZ,X000786.SZ,X600176.SH,X000553.SZ,X600352.SH,X000709.SZ,X000792.SZ,X600299.SH,X600027.SH,X600489.SH,X000825.SZ,X002271.SZ,X000408.SZ,X601158.SH,X601699.SH,X600219.SH,X002470.SZ,X600157.SH,X000883.SZ,X600315.SH,X000630.SZ,X600583.SH,X600808.SH,X002408.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.373779230271097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458574186250911,0,0.131884737670844,0.0637389225909966,0,0.0137104025877374,0,0,0,0,0.0333535875014603,0,0,0,0,0,0,0,0.0382463344502392,0,0,0,0,0,-0.0168338612096588,0,0,0,0,0.0990939863462966,0.0313130275711964,0,0,0,0,0.0155767970102675,0.044549542795565,0,0,0,0,0
X600028.SH,0.514726060596843,0,0.294521992290067,0,0,0,0,0,0,0,0,0.0191206049706298,0.0656975339988499,-0.00117191071437543,0,-0.0636691788660213,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499415885190366,0,0,0,0,0,-0.04854310315465,0,0,0,0,0,0,0,0,0.224291466426373,0,0,0,0,0.0180762602857727,0.0191543872295276,0,0,0,0,0,0
X601088.SH,0,0.102092396659116,0,0.168567515761739,0.00284816416932769,0,0,0.0294671113627979,0,0.0236641074698868,0,0,0,-0.0172022727085148,0,0,0,0,0,0,0,0,0,0.0178798983342953,0.0348348515592927,0,0,0,0,-0.0287635527772546,-0.190579565805441,0,0,0,0,0,0,0.36895113158743,0,0,0,0,0,0,0.039618112332407,0,-0.0343482250574488,0,0,0,-0.0195577584861412,0,0,0,0,0,0
X600019.SH,0,0,0.165997865798124,0,0.204317882325903,0,0,0,0,0.0423011707370354,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0232599331625324,0,0.0432001619060776,0,-0.00870946421499872,0,0,0,-0.0838430907794352,-0.0604677654354565,0,0,0.0241372335438719,0,0,0,0.209520549803087,0,0,0,0,0,0,0,0.22108790223062,0,0,0,0.0236793304158392,-0.021698067580174,0,0,0,0,0,0
X600585.SH,0,-0.0533951886894961,0.126792961351592,0.662175801103766,0,0,0,0,0,0.0742252696861129,0,0,0,0.0462250761205552,0,0,0,0,0,0,0,0,0,0,0.0931380988011107,0.0313519143310653,0.0547655790339457,0,0,-0.0783555417792564,0.29052545101648,-0.150202650040214,0,0,0,0,0,0.107309593593539,0,0.087633091915448,0.00355108010253435,0,-0.0638072670721828,0,0,0,0,0,0,0,0.0811903295001244,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0761535610177252,0,0,0,0,0,0,0,0,0,0.0278200940033959,0,0,0.186835538855192,0.0294833022635112,0.0742123775433894,0.015796672015975,0,0,0.0410917786293859,0,0,0,0,0,0,0,0.00972674362437595,0,0,0,0.120794364694183,0.0460093923241362,0,0.0545217476566409,0,0.0239894043379589,0.0684118489930744,0,0,0,-0.00324762711608021,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.246246865949865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407981986066751,0.05100006791315,0.131239527082149,0,0,0,0.0700932466920454,0,0,-0.0136590740906011,0,0.336101204017844,0,0,0,-0.0318457791869784,0,0.221356549678592,0,0,0,0,0,-0.0182049674108987,0,0,0,0,0,-0.0139923341906031,-0.0204495064383229,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.425744550393441,0,0,0,-0.0123542842104074,0,0,0,-0.153836813433335,0,0,0,0,-0.0624894743845581,0,0,0,-0.255074507620937,-0.17997821491146,0,0,0,0,0,-0.0295814613649535,0.321126460064477,-0.335211696035652,0,0,0,-0.387278950717592,0,0,0,0,0,0,0,-0.14527234683334,0,0.0816437192893098,-0.273449603685574,-0.351067306270742,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0813678609876278,0,0,0.0946603575713912,0,0,0.0278448852877397,0,0.327331722000347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078851697482913,0,0,0,0,0,0,0,0,0,0.0849334489274,0,0,0,0,0,0.21782874548582,0,0.0619232506216368,0,0.00315323877321652,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.191255640560987,0.0135138822855291,0,0,0.0151945028118676,0,0,0,0,0.167343385469128,0,0,0,0,0,0,0,0.140190498921921,0,4.33680868994202e-19,0.0170005228393652,0.205960465380628,0.0460358818752851,0,0.114989667441926,0,0,0,0,0,0.0534111762899789,0,0,0,0.320037218727498,0,0,0,0,0,0,0,0.331084337645217,0,0,0,-0.0383647530155573,-6.93889390390723e-18,0,0,0,0,0,0
