,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X601991.SH,X600795.SH,X600362.SH,X600309.SH,X300072.SZ,X600188.SH,X600027.SH,X601992.SH,X600157.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X600339.SH,X000709.SZ,X601158.SH,X000959.SZ,X600299.SH,X002466.SZ,X000792.SZ,X600583.SH,X000408.SZ,X000630.SZ,X600352.SH,X000883.SZ,X600219.SH,X000539.SZ,X000983.SZ,X000825.SZ,X000723.SZ,X000027.SZ,X600098.SH,X002092.SZ,X600021.SH,X600623.SH,X600578.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.308008697059253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537574557105087,0,0,0,0,0,0.152244730264545,0,0,0,0.0403779067724232,0,0,0,0,0,0,0,0,0,0,0,0,0.0255029326983141,0,0.0117225506078296,-0.0272106201394953,0,0.0171816204292849,0,0,0,-0.00157092620245023,-0.00406225801547053,0,0,0,0,0,0
X600028.SH,0.466238248038638,0,0,0,0,0,0,0,0,0.186944664664496,-3.46944695195361e-18,0,0,0,1.73472347597681e-18,0,0,0,-0.0452242109901628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259183599389102,0.0178874331079186,0,0,0,0.130845057268108,0,0,-0.0283382556799751,-0.150127377623876,0,0.00283222586445035,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.182064521944856,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142166034540285,0,0.0975383220574217,0,0,0.120638996606724,0,0,0,0,0,0,0,0,-0.0211687902315118,0,0,0,0,0,0,0,0,0,0,0.00551598236211327,0,0.0553429633403571,0,0,0.176583976431984,-0.0314046884461148,-0.0243499806852805,0.00735058894215179,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.57915022493986,0,0,0,0,0,0,-0.148039572892298,0,-0.0502423434335891,0,0,-0.0295717430197762,0,0,0,0,0.122225837645527,0.0614048045505584,-0.155382358352323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263306125071542,0,0.0942975236724583,-0.0731806549937232,0,0,0.00861098990393959,-0.00919376593185809,0.000904328367795638,0,0,0,0,0,0
X600011.SH,0,0,0,0.0357188871931513,0,0.0611531353463685,0,0,0,0,-0.0572489978323085,0,0.290681952267114,0,0,0,-0.0374974334514131,0.545976395051511,0.0124124252293992,0,0,0,0,-0.0951328533359397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115920457048879,0,0,0,0,-0.0611713937537892,0.0628935061518904,0.0134107417943711,-0.0348531324894236,0,0,0,-0.0126107812867844,0.00427415252886908,0.00830057753737666,0,0,0,0,0
X600585.SH,0,0.0402885085767293,0,0,0,0,0,0,0.163114966722565,0,0.142631877404003,0,0,0,0,0,0.0859220478253958,0,0.139246714610414,0,0.0105327706221875,0,0,0.0607984489536845,0,0,0,0,-0.0612775070270762,0,0.0882625358581797,0,0,-0.701991619482065,0.101540030059934,0,0,0,0,0,0.0789657340264012,0,0,0,-0.039129492539761,0.096600126622008,0,0,0,-0.163204270789005,-0.00570241840479832,0.00194235148313207,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0566234983016307,0,0,0,0,0,0,0,0,0,0,0,0.252002787509297,0,0.0268857362041676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140914511673555,0.064210679183666,0,0.108628563603566,0,0,0,-0.0106621362931876,-0.00414315927138795,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160080852842648,0,0,0,0,0,0,0,0,0,0.0538162185571543,0,0.0606026497476723,0,0,0,0,0,0,0.204911900962177,0,0.013685193154698,0,0,0.017339649273227,0,0.0998721137992458,0,-0.0221925574563524,0,0.0662513830187037,0,0.037721258329494,0,0,0,0,-0.00572421811387505,0.000622269453313632,0,0,0,0,0,0
X601600.SH,0,0,0,0.0807444742203503,0,0.0441759707734592,0,0,0,0,0,0,0,0.265172580878002,-0.0152205242777439,-0.0518962152789945,0,0,0,0,0,0,0,0,0.0531730928777377,-0.155898234575901,0,0,0,0,0,0,0,-0.0781213990393582,0,0,0,0.391932165811966,0,0,-0.0101394139354437,0,0,0,0.0640855374923235,0.1339160670984,0,0,0,-0.0344329343431902,-0.00814848086423685,0,0,0,0,0,0,0
X600688.SH,0.301676134004006,0.251696865247454,0,0,0,0,0,0,0.041270263738052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0058238488197789,0,0,0,0.178663711192729,0,0,0.117454134483802,0,0,0,0,0,0,0,0,0.0305562588691993,0,-0.155073380317057,0,0,0,0,0.0690889592128113,-0.0448352215915528,0.010900981422515,-0.00463778126646948,0,0,0,0,0,0
