,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002460.SZ,X002466.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X600027.SH,X000983.SZ,X600803.SH,X600489.SH,X601991.SH,X600176.SH,X000807.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000630.SZ,X000408.SZ,X600985.SH,X600219.SH,X000933.SZ,X000629.SZ,X600688.SH,X300037.SZ,X000723.SZ,X600096.SH,X600157.SH,X600612.SH,X002128.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.712074945312792,0.196243630196936,0,0,0,-0.0848214444791419,0,0,0,0,0,0,0,0.135586333289481,0,0,0,0,0,0,0,0,0,0,-0.193416056275184,0,0,0,0,-0.011844646893542,0,0,-0.00123077745256291,0,0,0,0,0,0,-0.0636487412818865,0,0,0,0,0,0,0.0972429416937814,0,0,0,-0.0190497196718306,0.0493776458522469,0,0,0,0.0376444170917035,0,0
X600028.SH,0.443452305141775,0,0.149229804645515,0,0,0.0241396225666839,0,0,0,0,0,0,0,0,0,-0.0516778875605936,0,0,0,0,0,0,0,0,0,0,0,0.00199453252692011,0.0599522676629914,0.0492492238279516,0,0,0,0.0141587449990603,0.00487658845702306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0122739620257384,-0.00578294989491598,0,0,0,0.136117242234783,0,0
X601088.SH,0.0329896448772073,0.0074267655015631,0,0,0.0891406693213565,0,0,0,0.215114876337934,0,0,0,0,0.0671802531990315,0,0,0,0,0,0,0,0,0,0,0.0904563334181537,0,0,0,0,0,0,0.126756631492608,-4.33680868994202e-19,-0.0136939095298842,0,0,0,0,0,0,0,0,0,-0.130656158033372,0,0,0,0,0,0.120765866023299,0,0.00911057911584146,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0688622821475272,0,0,0,0,0,0.0983799384796428,0,0,0,0.0850958220421335,0,0,0,0,0,0,0,0,0,0,0.0412029827116442,0.0223428998053541,0,0.00813989106375554,0,0,0,0,0,0,0.204448226702785,0.0134734912887929,0,0,0,0,0,0,0,0,0.0327801014050062,0,0,0,-0.0118776765349726,0,0.0430484725977292,-0.0426067716549918,0,0,0,-0.200957882209432,0,0
X600188.SH,0,0,0,0,0,0.0322885833630016,0,0,0.113290755357452,0,0,0,0,0,0,0,0,0,0,0,0,0.115297106213498,0,0,0.0634112879621016,0,0,0.492624970300444,0.026195026609552,0,0,0,0,0,0,0,0,0,0.000197107534388297,0,0.120311940420603,0,0,-0.0791065962205145,0,0,0,-0.051324319970406,0,0,0,0,-0.014205324383673,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.178148047373728,0,0.113762810257404,0,0,0,0,0,0,0.0877546662337094,0,0,0,0,0,0,0,0,0.0829472086075423,0,0,0,0,0,0,0,0,0,0,0.161145554101041,-0.0703639208385974,0,0,0.640530485371204,0,0,0,0,0,-0.281318412769115,0,0,0,-0.0275947753427916,0,0,0,-2.71050543121376e-20,0.0346226740273126,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0230078287121506,0,0,0,0,0,0,0,0,-0.0473560712415356,0,0,0,0,0,0,0.108885663542521,0.157471506276069,0,0,0.11279726712062,-0.167975174085119,0,0,0,0,0,0.15770132447885,0.0651496851170041,0,0,0,0.0435445976549241,0,0,0,0,0,-0.0730382551906489,0,0,0,0,0,0,0,-0.0200379844679831,0.0301392605215998,0,0,0,0,0,0
X600011.SH,0,0,0,0.0123062194542561,-0.109427674790733,0,0,0,0,0,0,0,0.0939903625789487,0.265269587650183,0,0,0,0,0,0,0.0142541359152941,-0.105820673035527,0,0,0,0,0.569467920224238,0,0,0,0,0.0549090720159609,0,0,0,0,0,0,0,0,0,-0.124568147081036,0,0.142359029541775,0,-0.0387519937866096,-0.116174260860392,0,0,0,0,4.33680868994202e-19,-0.0220994433896901,0,0,0,0,0,0
X601898.SH,0,0,0.0503716747795315,0,0.119104682858195,0,0,0,0,0,0,0,0,0,0,0.112673952606195,0,0,0,0,-0.000408210426408219,0,0.0516208264319059,0,0.321654208833217,0,0,0.098719177211561,0.175768585206596,0.0348266778054884,0,0,0,0,0,0,0,0.0196408928279708,0.0610672022652904,0,0,0,0,-0.113900333280789,0,0,0,0,0,0,0,0.00242179029828461,0,0,0,0,0,0,0
X600547.SH,0.0264906937107691,0,0,0,0.034215075346901,0,0,0,0,0,-0.122677620643636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348353872206569,-0.0592422961158808,0,0,0.0655091590477263,-0.0406680166907362,0,0,-0.100435016411136,0,0,0,0,0,0,0,0,0,-0.00908460647381605,0.265953656046867,0.123436284793161,0,0.00693753510711155,-0.0241159259664816,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0326977487083744,0.0152811249713676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339909867140334,0,0,0,0,0,0.35076195649356,0,0,0,0.131770641664401,0,0,0.0944696014380936,0.203517394998847,0,0.124066161864932,0,0,0,0,0,0.0303931798010711,0,0,0.0036286660856311,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.102784817026126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0917166030155309,-0.0304398287175979,0,0,0,0,0,-0.0687547121893358,0.128792560034649,0,0,0,0.00557487600388861,0,0,0,0,0,0,0,0,0,0,0,0.0691415112409418,-0.137055600439119,0,0.0127183010459412,0,0.0580815280930623,0,0,0,0
X000792.SZ,0,0,0,0,0,0.127523726444481,0,0,0,0,0,0,0,0.0207712011804711,0.242188402579585,0.110937541123287,0,0,0.00085616972178356,0,0,0,0,0,0,0,0,0.0255747519576745,0,0,0,0,0,0,0,0,0,0.045116587579723,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411279077415011,-0.00987397623435978,-0.00431025644435116,0,0,0,0,0,0
X600886.SH,0,0.138457986269964,0,0,0,0.0288627989618663,-0.0146906630335543,0.287612432877784,0,0,0,0,0,0,-0.11285994073859,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.0199575019464583,0,0,0.310357550015557,0.132988615067186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010891565109543,0.0460007870412502,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0160849403447706,0,0.867743559527787,0,0,0.1214621837686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258061318684354,0,0,0.220249406538893,0.00586200993793429,-0.028138563416958,-0.240305720488241,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,-0.0178143492917172,0,0,0,0.738039118286787,0,0,0,0,0,-0.0880614467104217,0,0,0,0,0.0819751564740041,0,0,0,0,0,0,-0.0158008286689531,0,0,0,0,0,0,0,0,0.136446286511611,0,0,0.0986302269238771,0,0,0.0545627007146854,0,0.0251692639506641,0,-0.00319351777402925,0.00595942925301971,0,0,0,0,0,0
X600111.SH,0,0,0,0,-0.106795254913026,-0.083078435642246,0,0,0,0,0.153110836343585,0,0,0,-1.73472347597681e-18,0.232919497196026,0,0,0,0,0.135881757551136,0,0,0,-0.00141424966710901,0,0.0502296341714928,0,0.177424467893498,0,0,0,0,0,0.108239475375183,0,0,0,0,0,0,0,0,0,0.107715505382979,0,0,0,0,0,0,-0.0384122493395602,0.0750181687603987,0,0,0,0.0665094857878078,0,0
