,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600688.SH,X600188.SH,X601991.SH,X002466.SZ,X600362.SH,X601600.SH,X600795.SH,X600886.SH,X600547.SH,X300072.SZ,X600027.SH,X002460.SZ,X600111.SH,X600516.SH,X000898.SZ,X600352.SH,X000553.SZ,X000825.SZ,X601992.SH,X600176.SH,X600299.SH,X000786.SZ,X000709.SZ,X000408.SZ,X000792.SZ,X000883.SZ,X600426.SH,X600808.SH,X601158.SH,X600315.SH,X000932.SZ,X601699.SH,X002110.SZ,X000830.SZ,X600219.SH,X600489.SH,X600339.SH,X002271.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.26613790778337,0,0,0,0,0,0,0,0,0,0.0448349742395531,0,0,0,0,0,0,0,0,0,0,0,0.0230592313463548,0,0.0130289795962244,0,0,0,0,0.0130153751257039,0,0,0,0.00814655557375622,0,0,0,0,0,0,0.116667407631212,0,0.0775155443254028,0,0.0892731218908741,0,0,0.051451917182607,0,0.0174894156806154,-0.0107457907917557,0,0,0,0,0,0
X600028.SH,0,0,0.303154937940158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230744298162196,0,0.101268678836798,-0.160561608398253,0,0,-0.0411598406479932,0,-0.0135964121204884,0,0,0.0741426303875166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00664217085819731,0.040542273964964,0,-0.0638950519535939,0,0,0,0
X601088.SH,0,0.223548915168865,0,0.10536550019141,0,0,0,0,0,0,0.225558655163964,0.372182561352829,0,0.0484560846995034,0,0,0,0,0,0,0,-0.0229152759411938,0,0,0,0,0,0,0,0,0.0396083644826493,0,0,0,-0.00247906848223508,0,0,0,0,0,0,0.0249063322343349,0,0,0,0,0,0.0561189127873003,0,0,0.000458843190454588,-0.0200284495593017,0,0,0,0,0,0
X600585.SH,0,0,0.28494251706478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0969685039927545,0,0,0,0,0.183751352358208,0,0,0,0,0,0.0294942112671315,0,0.28449917200838,0,0,0,0,0.18184502718831,0,0,0,0.0133123792069091,0,-3.46944695195361e-18,0.0455155049596996,0,0,0,0,0,0.0814568899003774,-0.0571271417371398,0.0789320828975599,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.376381136670146,0,0,0,0.112877159442441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418932034725916,0,0,0,0,-0.0183820223409301,0,0,0.0614770292629287,0,0,0,0,0.00129528389522606,0,0,0,-0.0115735459900803,0,0,0,-0.00391513637392357,0.0741655802549304,0,0,0,0,0,0
X600309.SH,0,0,0.0810647848550365,0.0651833088494131,0.0376189810373934,0,0,0,0,0,0,0,0,-0.237432124503297,0,0,0,0,0,0,0,0,0,-0.0126694364173924,0,0,0,0,0,0,0.0890403354231486,0.18097839897249,-0.154569014515266,0,0,0,0,0,0,0,-0.0321945572705569,0,0,0.0733114432936421,0,0,-0.156398343409759,0,0,0,0.0645787685772612,-0.00320054514053546,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0234475360632197,0.136098530384353,0,0,0,0,0,0,0.22287855386321,0.00159957518791751,0,0.0403956278187607,0,0,0.021665101839792,0,0,0,0.21571565844674,0,0,0,-0.11230026478604,0,0,0,0,0.0540568752357598,0,0,0,0,0,0,0.0309937267872087,0,0,0,0.00920717502775439,-0.05179319885556,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.193108665113245,0,0,0,0,0.0288792556952758,0,0.404268230590674,0,0,0,0,0,0.0286526795251747,0.253099799292691,0.540511182726824,0,0,-0.118900285353591,0,0,-0.276572455358427,0,0,0,0,0,0,0,0,0,0,0.31678204986736,0,0,0,0,0,0,0,0,0.267780835492968,0,0.0375152504088875,0,0,0,0,0,0,-0.215874566939039,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0663355695415999,-0.0144107587906759,0,-0.408657445800669,0,0,0,0,0,0,0,0.113845649856231,0,0,0,0.144382512890642,-0.284242901026889,0,0,-0.00753321096884182,-0.0426532765911356,0,0,0,0,-0.029937011152257,0,0,0,0,0,0,0,0,0.202779724562429,0,0.00771176060295498,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0876709122268551,0,0,0,0,0,0,0,0,0,0.0246970993481683,0.0567819145034584,0.0515880421004367,0,0,0,0,0.210761074315721,0.0976087606844851,0,0,0,0,0,0,0,0,0,0,0,0.081372207337271,0,0.0633449883418282,0,0,0,0,0,0,0,-0.00202532717019005,0,0,0,0,0,0
