,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600362.SH,X600795.SH,X600309.SH,X601991.SH,X300072.SZ,X600188.SH,X601992.SH,X600157.SH,X600027.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X601158.SH,X600299.SH,X600339.SH,X000959.SZ,X002466.SZ,X600583.SH,X000630.SZ,X000792.SZ,X000408.SZ,X600352.SH,X000883.SZ,X600219.SH,X600098.SH,X000825.SZ,X000539.SZ,X000983.SZ,X002092.SZ,X000027.SZ,X000723.SZ,X600021.SH,X600808.SH,X601699.SH,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.347914735746572,0,0,0.114085694771775,0,0,0,0,0,0,0,0,0,0,0,0,0.0263513378369976,0,0,0,0,0,0.038959415812026,0,0.0202543103658985,0,0,0,0,-0.00294463572622765,0,-0.00703644578029619,0,0,0,0,0,0.042490209926471,0.0617336052773033,0,-0.0177947365343906,-0.0215218514225833,0,0,0,0,0,0.0871438282557075,0,0,-0.00546916188322268,0,0,0,0,0,0
X600028.SH,0.735576157236381,0,0,0,0,0,0,0,0,0,0,0,0,0.144602581218607,0,0,0,-0.00712048806400088,0,0,0,0,0,0,0,-0.030967646325452,0,0,0,0,0,0,0.0824286286340994,0,0,0,0,0,0,-0.0398371715725495,0,0,0,0,0.0455177455358499,0.0764550720175399,0,0,0,-0.0565154762355457,-0.000739483085479649,0.00544887914154129,0,0,0,0,0,0
X601088.SH,0,0.052026624234185,0,0.0212031942524544,0,0,0,0.0102306607661102,0,0,0,0,0,0,0,0,0,-0.0375893367321659,0,0,0.0162823525896263,0,0,0.0647757150634094,0,0,-0.016199536080625,0,0.037942713692172,0,0,-0.0475254012808157,0,0,-0.0296895946033857,0,0,0.00674032595235015,0,0,0,0,0,0,0,0.081233064484997,0,0.274723943199692,0,0,-0.0394768724894113,0.0157118538488633,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0260377309628503,0,0,0,0,-0.0416098518452693,0,0.196297409501531,0,0,0,0,0.0263086931516286,0,0.405802625889616,0,0,0,-0.125549000281666,0,0,0,0,0,0,0,0,0,0,0,0.0693146016114871,0,0,0,0,0,0,0.104119699598972,0,0,0.0685688391747127,0,0.0453363862554333,-0.0954805407468465,0,-0.0147339275352955,0.0066432919120176,0.0173971092013468,0,0,0,0,0
X600019.SH,0,0,0.193594376261526,0,0,0,0,0,0,0,-0.135956438704544,-0.170728267668778,0,0.0847046410288864,0,-0.0747140163972417,0,-0.130773810607349,0,0,0,0,0,0.251938874757808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049293772583283,0,0,0,0,0,0,0,0.0575585677343359,-0.0814380374301616,0.00736692132224029,-0.0163141547271819,0.0146395204245715,0,0,0,0,0,0
X600585.SH,0,0.187611681663962,0,0,0,0,0,0,0.0659945523293205,0,0,0,0,0.131043672393214,0,0,0,0,0,0,0.0112594188052763,0,0,0.0857567051894409,0,0,0,0,0,0,0,0,0.137911679935166,0,-0.719493483644188,0,0,0,0,0.0656699444951665,0,0,0,0,0,0.0458503579697961,0,0,0,-0.121794091093615,0.00435277278370205,-0.000498601505626005,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0715604013431801,0,0,0,0,0,0.0475012651078154,0,0,0,0,0,0,0,0,0.230555538650258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165481982831198,0,0,0.0953343387950694,0.00702689451751535,0,0,0,0,-1.73472347597681e-18,0.0561429028248931,0,-0.0137903581489809,0.00161621508758877,0,0,0,0,0,0
X601898.SH,0,0,0.0791011045011796,0,0,0,0,0,0.0577853398343923,0,0,0.0778677518532746,0,0,0,0,0.308724361622981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403578370662066,0.0624834555464494,0,0,0,0,0,-0.0134532862368015,0,0,0,0.00114495640576264,0,0,0,0,0.142664169737949,0,0,-0.00250468308015632,0.00183904642157413,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0108653762655282,0,0,0,0,0,0.229497533930488,0,0,0,0,0,0,0,0,0.0770455292591486,0,0,0.0136068543998274,0.0136140538381649,0,0,0,-0.199872442989732,0,0,0,0,0,0,0,0,0.352295677061823,0,0,0,0,0,0,0,0.205518652410955,0,0.132288167250591,0,-0.116250633950089,8.67361737988404e-19,-0.0015564957609533,0,0,0,0,0,0
X600688.SH,0,0.395761926165527,0,0,0,0,0,0,0.00458971677252438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414450227379673,0,0,0,0,0,1.73472347597681e-18,0.179027732221735,0,0,0,0,0,0,0,-0.0585636403385636,0,0,0.157436476929072,0,0.0184559906279008,0.056826869004446,0,0.107249625823829,0,0,0.000351712630255761,0,0,0,0,0,0,0
X600547.SH,0,0.140505117179671,0,0,0,0.0108685412872009,0,0,0,0,0,-0.0207927653663752,0,-0.0304542964283661,0,0,0,3.46944695195361e-18,0,0,0.0255649859783833,0,0,0,0.874692257850958,-0.0410008898032224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163692946215985,0,0,0,0,0.061525332879809,0,0,0,-0.0809719111646378,-0.119836253470937,-0.00487952070907129,0.0044457823060493,0,0,0,0,0,0
X600362.SH,0,0,0,0,-0.0812043480516516,0,0,0,0.258475738673382,0,0,0,0,0,-0.0536510326645306,0.127153657604611,0,0,0,0,0,0,0,0,0,0,0,0,-0.11610548734354,0,0.0266325633184198,0,0.544172243989733,0,0,0,0,0.161212412326507,0,0,0,0.0894699598948451,0,0,0,-0.114707475462577,0,0,0,0,0,0.00625224013020517,0,0,0,0,0,0
X600795.SH,0,0,0,0.475260823564748,0,0,0,0,0.0213964712377694,0,0,-1.73472347597681e-18,0,0,0,0.064505698466975,0,0,-0.050842077967553,0,0,0,0,0,0,0,0,0,0,0.0172364225364133,0,0,0,0,0,0,0,0,0.019777762650434,0,0,0,0.00567104435136548,0,0,0.0349489023987592,0,0,0.0693236264789321,0,-0.0191911491127032,0.0078903439001073,3.46944695195361e-18,0,0,0,0,0
X600309.SH,0.0222676025041931,0.078564881503664,0,0,0,0,0,0,-0.124499952220951,0,-0.181569010007081,-6.93889390390723e-18,0,0,0,0,0,0,0.195699730277352,0,0.0758274699183293,-3.46944695195361e-18,0,0,0,0,0,0,0,0.185105821072189,0,0.201387925944512,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.00257755709904843,0,-0.0314515461505537,0.00560951481053153,0.154164506825043,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0576333935262413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815019363876448,0.0210294660987125,0,0,0,0,0,0,0,0,0,0.0440601616127071,0,0,0.0687321775467068,0,0.0392375725162964,0,0.0591261643496292,0.00810213625180781,0.0650742135135429,0,0.0144736196440563,-0.0185712861307212,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0430176247532264,0,0,0,0,0,0.0130775419809737,0,0,-0.12793343500031,0,0,0,0,0,0.177803832973919,0,0.0754074031514104,0,0,0,0,0,0.221643078255847,0,0,0,0.211035764815563,0,0,0,0,0,0,0,0,0,0.0459933778089103,0.0924223387694396,0,0.0189653081238032,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,1.73472347597681e-18,0,0.566676188644138,0,0,0.120156304780111,0,0,0,0,-0.026756312294062,0,0,0.173775825208249,0,0,0,0,0.0741039917527349,0,0,0,0,0,0,0.199819504778263,0,0,0,0,0,0,0,0,0.00415218418562226,0,0,-0.0778441602143661,0,0,-0.120628111315823,0,-6.93889390390723e-18,0,0.177157588085068,0.00494133334833393,-0.00253751957394327,0,0,0,0.17334061008431,0,0
X601992.SH,0,0.0242003539657764,0,0.0585018442810079,0,0.159602022658755,0,0,-0.023670709886197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0778548114515752,0,0.46016597744502,0,0,0.165899176380724,0,0,0,0,0,0.13836740180491,0.00217763923030533,0,0,0,0.122116994607402,0,0,0,0,0,-0.0557775215593096,0,0,0.299658083947799,0,0.00367796752772599,-0.00877056021817721,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463205791783247,0,0,0,0,0,0,0,0,0,0,0,0.137850974786998,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346745771878605,0,-0.0283901386509615,0,0,0.0376703967243842,0,-0.109282560676463,-0.0141607681384409,0.0205344773825455,0,0,0,0,0,0
X600027.SH,0,0,0,0.129856288149194,0,-0.03315928373848,0,0,0.0402248630561359,0,0,0,0.0768687321646234,0,0,0,0,0,0,0,0.0793190544020316,0,0,0,0,0,0,0,0,0.00277924522176734,0,0.0969789902866649,0,0,0,0,0,0,-0.052674156068771,0,0,0,0.0274943287054001,0,0,0,0,0,0,-0.0160142685448452,0.00664110513649439,0,0.0338919644769371,0,0,0,0,0
X600660.SH,0,-0.0824272963978496,0,0,0,0,0,0,0,0,0,0,0,0.0853292839082768,0,0,0,0,0,0,0,0.136272586598951,0.305086548455625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452657398698129,0.0418722117873462,0,0.133004710119205,-0.0558167359947117,0.0729100641173592,-0.0337537839762491,0,0,0.00701374113467794,0.142955310574649,-0.222512021645676,0,-0.00164527819506808,0,0,0,0,0,0
X600886.SH,0,0.148470818999994,0,0,0,-0.0704623991759616,0,0,0.0323891528551777,0,0,-1.73472347597681e-18,0,0.044706144813007,0,0,0,-0.0193085684288738,0,0,0.222532082030864,0,0,0.0450505031159316,0,-0.00977376959851971,0,0,0,0.0429969351137497,0,0,0.00977217884032576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621250402828897,0,-0.00445735142997027,0.00452593143731434,0,0,0,0,0,0
X600111.SH,0,-0.0615979324631573,0,0,0,0,0,0,0,0,-0.0153244410171702,0.0207814585382399,0,0,0,0,0,0,0.144065974557672,0,0.073343201996835,0,0,0.0575077509683024,0,0,0,0,0,0,0.120528420711532,0,0.119221525523315,0,0,0,0,0.0514857696245408,0,3.46944695195361e-18,0,0.00793755054790775,0,0,-0.0152888967665231,0.0582089339454316,0,0.03713178988188,0,0,-0.0077985382550925,0.00379323929019219,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.45986003180999,0,0,0,0.11104805667668,0,-0.128171004754279,0,0,0,0,0,0,0.0439601647917049,0,0,0,0,0,0,0,0.156941268544134,0,0,0,0,0,0,0,0,0,0,0,0,0.0468829530105613,0.152768790581526,0,0,-0.0650838685550576,0,-0.0357497862955029,0.116721336920785,0.175328291751047,0.238320811865292,0,0,-0.0596540621702359,0.0275409135918343,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0.577243029411872,0.0138957422808677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611996682334693,0,0,0,0,0,0,0.022923553353979,0,0,0,0,0,-0.0177777319660946,0,0.00146224825841313,0.149767590899597,0.018702920249296,-0.00729375616494947,-0.00102526953735237,0,0,0,0,0,0
X000709.SZ,0,0.0108845079545182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171904598111629,0,0,0,0,0,0.444898031452877,0,0,0,0,0,0,-0.0551935804724021,0,0.100021712323515,-0.0439629261988347,0,0,0,0,0,0.113812765304347,0,0,0,0,0,0,0.00212815436946032,0,0,0,0.00408681508021478,-0.0159072528521335,0,0,0,0,0,0
X601158.SH,0,0,0,0,-0.0201800125542569,0,0,0,-0.0288412173257113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373437510402978,0.00633201403957985,0,0,0,0,0,0,0.0999088407344489,0,0,0.082711688984737,0,0,0.0758184836257927,0,0,-0.055637224045617,0,0,0,0,0,-0.0236117007822064,0.0118379963552466,0.0919295194838356,0,0,0,0,0
