,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600886.SH,X600660.SH,X600585.SH,X601600.SH,X600011.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X601699.SH,X002466.SZ,X000786.SZ,X600219.SH,X600176.SH,X002128.SZ,X000807.SZ,X000630.SZ,X601168.SH,X600096.SH,X600985.SH,X000933.SZ,X000408.SZ,X000877.SZ,X000883.SZ,X000027.SZ,X600995.SH,X002353.SZ,X600378.SH,X000932.SZ,X600688.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.655356122091296,0,0,0,0.0999636551635222,0,0,0.16147752852129,0,0,0.0782623729831494,0,0.0187945851874964,0,0.143646571886734,0.0687503487802443,0,0,0,0,0,-0.0334377270163621,0,0,0,0,0,0,0,-0.0599557644503788,0,0,0.0310701567478041,0,0,0,0,0,0,0,0,0,0,0,0.0901629390044323,0,0,0,-6.93889390390723e-18,0,0,-0.0426878764411446,0,0,0,-0.04544677339323,0,0
X600028.SH,0.349849071295664,0,0.186258097007128,0,0.105159341781735,0,0.0906989741127788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0725398660103763,0,0,0,0.146016675487989,0,0,0.0324927926973759,0,0,0,0,0.0441127710111936,0.0109670661155072,0,0,0,0,0.0171877151576944,0,0
X601088.SH,0,0.229776635420831,0,0,3.46944695195361e-18,0.164411278892801,0,0,0,0,0.0282143352316838,0.166225467259685,0,0,0,0,0,0,0,0,0.200038627979075,-0.0552021754188361,-0.0520281579256995,0,0,0,-0.107956287466433,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298303221084806,0,0,0,-0.0770555645782987,0,-0.0254124197343159,0,0,0,0,0,0,0,0,0,0.0251188447359676,0,0
X600309.SH,0,0,0,0,-0.0649940167864602,-0.0371879908028371,0,0,0,0,0.0497919756246201,0,0,0,0,-0.0736628312480923,0,0,0,0,0.292842463279038,-0.17221436071293,0,0,0,0,0.113771339365024,0,0,0,0,0,0,0.358711806313103,0,0,0,0,0,0.0150402122500421,0,0.0263141779878813,0,0,0,-0.0113088916817143,0.249878300151151,0,0,0,0,-0.0361694056005525,0,0,0,0,-0.0212192037612604,0,0
X601898.SH,0,0.286892781189395,0,0,0,0.16154046175044,0,0,0.0863551132149794,0,0,0.18431827600775,0,0,0,0,0,0,0,0,0,0.107200575682659,0,0,0,0,0,0,0.132345911791379,0,0,0,0,0,0,0,0.0536174043894506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195763155564312,0,0
X600188.SH,0,0,0.130764915623956,0,0.139693082246571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0490689342923363,0,-0.139048321446267,0,0,0,0,0,0,0.682663893572581,0,0,0,0,0,-0.0904478364963182,0,0,-0.0812246089556918,0.374449795076603,0,0,0,0,0,0,-0.11278203589014,0,0,0,0,0,0,0.0443055873616388,0,0,0,0.00517657773347296,0,0
X600019.SH,0,0.249704429565545,0,0,0.0971975435614536,0,0,0,0,0,0,0,0.112342975556341,0,0,0,0,0,0,0.281174924436373,-0.0578789485083342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688469000563717,0,0,0,0,0,0,0,0,0,-0.158067396968247,0.0739762552639472,0,0,0,0.150581085364674,0,-0.132990600323333,0,0,0,0,0
X600547.SH,0,0,0,-0.14274473134653,0,0,0,0,0,0,0,0,0,0,0,0.691026224609576,0,0,0.113399260656313,0.0647652691499577,-0.0691539280851381,0,0,0,0,0.100138128955579,0,0,0,0,0,0,0,0.137756450717158,0,0,8.67361737988404e-19,0,-0.125710851699248,0,0,0,0,0,0,0,0,0,0,-0.220611149376343,0.0755553103181636,-0.0590540468793633,0,0,0,0,0.0153497110166913,0,0
X600886.SH,0.450501743262378,0,0,0,0,0,-0.05992355759777,0,0,0.0337766642290836,0,0,0,0.0740398628075701,0,0.0138532682100178,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.34641780944842,0,-0.0986441124157979,0,0.0420175559785582,0,0,0,0,0,-0.0664942724730984,0,0,0,0,0,0.0488043925493186,0,0,0,0,0,0,0,0,0,-0.010861116206817,0,0
X600660.SH,0,0,0,0,0,0,-0.0544203445625742,0,0,0,0,0,0,0,0.145942675066433,-0.0708475276520183,0,0,0,0,0,0.0502752172649361,0.0536226867280933,0,0,0,0.0756879772842811,0,0,0.0696758162283639,0.276810909994438,0,0,0,0,0,-0.138360845941028,0,0,0,0,0,0,0,0,-0.0760992769966991,0,0,0,0,0,0,-0.0229725043318451,-0.162666325307035,0,0,-0.0597031813038763,0,0
