,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X600188.SH,X601992.SH,X600299.SH,X002075.SZ,X000792.SZ,X000709.SZ,X600660.SH,X000898.SZ,X601158.SH,X000883.SZ,X002466.SZ,X000539.SZ,X600309.SH,X600583.SH,X000027.SZ,X600623.SH,X600352.SH,X600160.SH,X600578.SH,X000630.SZ,X000629.SZ,X600547.SH,X002470.SZ,X600489.SH,X600098.SH,X600021.SH,X600022.SH,X600176.SH,X000983.SZ,X300072.SZ,X000060.SZ,X600808.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.121975755271719,0,0,0,0,0,0,0.124752716617719,0.0617556676799468,0,0,0,0.0324215380282905,0,0,0,0,0,0,0,0,0.142843209719499,0,0,0,0,0.0549966441346197,0,0,0,0,0,0,0,0,0.00638428504779144,0,0,0,0,0,0.0198517598707825,0.00879890488697143,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.139341507514085,0,0,0,0.127385700754298,0,0,0,0,0,0,0.171401645469202,0.0055475776167764,0,0,0,0,0,0,0,0,0.00189587863512349,0,0,0.0939973130736202,0,0,0,-0.00314915150531059,0,0,0,0,0,0,0,0,0,0,0,0,0.00841541074878069,0,0,0,0.0279883174838231,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.471250046222153,0,0,0,0,0,0,0,0.00797229052709062,0,0,0,0,0,0,0,0,0.00115352686469452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922113826867173,0,0,0,0,0,0.0115672230436377,0,0.293463504430939,0,0,-0.0187370942313999,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.109020215823402,0,0.0529091481930319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560291112211207,0,0,0.0203614733102642,0.0843436176281513,0,0,0,0,0,0.0157146355373048,0,0,0,0,0,0,0.0659092240655069,0.226056810180309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.00704937127761439,0,0,0,0,0,0,0.0835482392157061,0.0801654137010047,0.346982484074051,0.00694922397056265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127563854062289,0,0.0406339525152016,0,0,0,0,0,0,0,0.109238168483714,0.0817953656824545,0,0,0,-0.00400130553444711,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479456287758682,0,0.1087651500006,0,0.681758268766081,0,0,0,0,0.00382878910729631,0,0,0.0361064586646666,0.0470472509836739,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0817634946802981,0,0,0,0,0,0,0.161813351832652,0,0.0013172228260274,-0.0540136993985054,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0916101746747986,0,0.187869873974971,0,0,0,0,0,0,0,0.00345000515595734,0,0,0.0111221603634786,0,0,0.020308244709669,0.128266803411766,0,0,0,0,0.0194077908692188,0,0,0,0,0.038479678386937,0,0,0,0,0,0,0,0,0,0,0,0.0293719308792204,0.0291815479066981,0,0,0.0305347951514153,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0127756205440874,0,0,0,0,0,0,0,0,0,0.172386910878204,0,0.240452656537793,0.00362119188018588,0.0173598584075709,0,0,0.0447114343411168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595325016331569,0,0,0,0,0,0.0402267325053409,0,0.0324181885513772,0,0.0437803408399555,0,0.238938552301773,0,0.0164601248270655,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0926046033981481,0,0,0,0,0,0,0,0,0.252902183454859,0,0,0,0.0161371053125085,0,0,0,0.0500017618409615,0,0,0,0,0.0266510267326577,0,0,0,0,0,0,0,0,0,0.0577588584927773,0,0,0,0,0,0.211366955023717,0,0,0,0.126655948836804,0,0,0,0,-0.00345341232831378,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043891647312765,0,0,0,0.0906951892637639,0,0,0,0,0,0,0,0,0,0.027982443608858,0,0.0573776494694587,0.0118697281963008,0,0,0.0982939476502793,0,0.0429368097122932,0,0.101892689210565,0.1868335789821,0,0,0,0,0,0,0,0,0,-0.0223530398265999,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.270275029840768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709841058255569,0.0842498213515599,0,0,0,0,0,0,0,0,0.0313126570688491,0,0,0,0,0,0,0.050212022955028,0.0710739552081032,0,0,0.0501030559923619,0,0.163298598301231,0,0,0,0,-0.0103204532292406,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.149389944159694,0,0.0481181121224232,0,0,0,0,0,0,0,0,0,0.0602555849939572,0,0,0,0.0478251114067987,0,0,0.0606345597635144,0,0,0.0392606309854183,0,0,0,0,0,0,0,0,0,0.11301897153871,0,0,0,0,0.125644107493409,0,0,0,0,0.0375031862633535,0.0130180499416422,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283836464084549,0,0.178402365287387,0,0,0,0,0,0,0,0,0,0.00506456691893411,0,0,0.105335729787769,0,0,0,0.135833445719808,0.118610374843211,0,0,0,0,0.00415953080807827,0,0,0,0.0067357533466312,-0.00130738406444801,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106088614564949,0,0,0,0,0,0.043010412585612,0,0,0,0,0,-0.0265714099542789,0.061601018308962,0,0,0.0834912783806006,0,0,0.0020707593841474,0,0,0.0148786541967465,0,0.0407769563489746,0,0.0265951842832922,0.165355232953427,0,0.0344985114212119,0.0501038574802199,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.341737121611156,0,0,0,0,0,0,0,0,0.256412487690468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276980252401376,-1.38777878078145e-17,0.0912057543724039,0,0,0,0,0,0,0,0,0.211308175109158,0,0,0,-0.0361555478609902,0.0285472660504732,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106203084825817,0,0,0,0,0,0,0.0863885051478548,0,0,0,0,0.158416416744698,0,0.300099541800812,0,0,0.0419451990977413,0,0,0.0274049392850599,0,0.0377068393050764,0,0.255444489041781,0,-0.00480916752929606,-2.16840434497101e-19,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0565246695786855,0,0,0,0,0,0,0,0,0,0.0871797689501929,0,0,0.231669787896631,0,0,0,0,0,0,0,0.0531017059017439,0,0,0,0,0,0.00411370871869632,0,0,0,0,0.0758051364884312,0,0,0,0,0.0254476048242211,0,0,0,0,0,0.312060260299327,0,0,0,-0.0140858627237617,0.0117957445314294,0,0,0,0,0,0
