,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600011.SH,X600188.SH,X600585.SH,X601898.SH,X002460.SZ,X600547.SH,X002466.SZ,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X600027.SH,X600176.SH,X601991.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600160.SH,X000539.SZ,X000932.SZ,X000408.SZ,X000629.SZ,X600219.SH,X300037.SZ,X600995.SH,X002080.SZ,X002409.SZ,X000933.SZ,X600688.SH,X600612.SH,X000630.SZ,X600378.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.641264612897653,0,-0.0384832675569152,0,0,0,0,0.0420561344129739,0,0,0,0,0.108596694331116,0,0,-0.0470267777931774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055465341821386,0,-0.02458359672845,0,0,0,0.0591575166513659,0,0.11745786209367,-0.0747391832150539,0,0,0.314148235196026,0,0,0,0,0.0580986374098088,0,0,0,0,0,0,0
X600028.SH,0.651072802980245,0,0,0,0,0,0,0.337012900948589,0,0,0,0,-0.201667299155813,0,0,0,0,0,0,0,-0.0438290456657384,0,0,0,0,0,-0.00294641729663325,0,0,0,0,0,0,-0.0207616271243745,0,-0.00498612676704235,0,0,0,0,-0.0788412907120291,0,0,-0.0381968465397375,0,0,0,0,0,0,0,0.0354553014650976,0,0,0,0,0,0,0
X601088.SH,0,0.0138512708320503,0,0,0,0,0.274879534944354,0,0,0,0,0,0,0.0803458276475698,0,0,0.0366258544571321,0,0.0589370685918065,0,0,0,0.141073284475981,0,0,0.0523387482726423,0,0.072176799656252,0,-0.0576254033222323,0,0,0.00914349595231626,0,-0.0804415963461822,-0.161253656244389,0,0,0,0,0,0,0,0.0196633056272393,0,0,0,0,0,0,-0.0192364904538157,-0.0166776301776881,0.0288512084548795,0,0,0,0,0,0
X600309.SH,-0.0350956327442092,0,0,0,0,-0.177431541073091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333820206002273,0.137302108921354,0,0,0,0,0.103205857929976,-0.0412024606639062,0,0,0,0,0,0.0448762035789982,0,0,0,0,0,0,0,0,0,0.149359844934201,0,0,0,0,0,0,0.00100308672748874,0,0,0,0,0,0,0
X600019.SH,0,0.0679531542528104,0,0,0,0,0.052997896236347,0.111530250446201,0,0,0,0,0,0.0922637157068434,0,0,0,0,0,0,0,0,0.0818027154429709,0,0,0,0,0,0,0,0,0,0.103247686338466,0,0,0,0,0,0,0,-0.12349304874501,0.00782869583611692,0,0,0,0,-0.0442023042547812,0.109367228504549,0.0102159807104238,0,0,0.0515562303560737,0.0107668885837171,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.071635290907068,0,0,0,-0.238360699529188,0,0,0,0.378057478608985,0,0,0,0,0,0,0,0,0,0,0.399366327223161,0,0.433723799487401,0.162492497171627,0,0,0,-0.0225045783514079,0,0,-0.0590014934464009,0,0.162736630039321,0,0,0,-0.229251205259966,0,0,0,0,0,0,0,0,0.0101906239336663,-0.0580377762471179,0,0,0,0,0,0
X600188.SH,0,0,0.450211012082297,0,0,0,0,0,0.108535086613932,0,0,0,0,0.0750064975217705,0,-0.0524027034470163,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.271349572942322,0.518905559462977,0,0.036000190272938,0,0,0,0,0,0,0,0,0.137824688734135,0,0,0,0,0,0.165100017959745,-0.246689132737129,0.169156949042127,0,0,-0.205317598868385,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.412402173930145,0.106428952897008,0,0,0,0,0,0.041965503373843,0,0,0,0,0,0,0,0,0,0,0.01888489030839,0,0,0,-0.145650186627919,0,0,0,0,0.0678236558215428,0,0,0,0.0491156524538187,0,0.115027665423881,0.0737312082170781,0,0,0,0,0,0,0,-0.0200030956105035,0,0,0,0,-0.00630729144023604,-0.0673624824513192,0,0,0,0,0,0
X601898.SH,0.117354915331489,0.00238910208850366,0.075737733262733,0,0,0,0.236011997861333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218816221334994,0,0,0,-0.0295707612497679,0,0,0,0.31403662337754,0,0,0.117776120168816,0,-0.112325522964743,0,0,0,0,-0.052897634975538,0,0,0,0,0,0,0,0,0,0,0.0108397416157092,0.0115821422254857,0,0,0,0,0,0
X002460.SZ,0,0,0,-0.0850717647672033,0,0,0,0,0,0,0,0.553594048999442,0,0,0,0,0,0,0,0,0,0.0243559421346999,0,0,0.0506304319930564,0,0,-0.0632995600139775,0,-0.0491406304545956,0,0.0149323472990598,0,0,0.0569007471837389,0.0229288067291333,0.147572355536745,0.369021258283378,0.0151527750093358,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.197276452317207,0.0110859403038904,0,0,0,0,0,0,0
