,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600188.SH,X600362.SH,X601992.SH,X600886.SH,X600111.SH,X600157.SH,X002466.SZ,X600299.SH,X600547.SH,X600660.SH,X601158.SH,X000792.SZ,X600352.SH,X000709.SZ,X600309.SH,X600583.SH,X600489.SH,X000883.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X300072.SZ,X002075.SZ,X000060.SZ,X600021.SH,X000959.SZ,X002470.SZ,X600176.SH,X000983.SZ,X600098.SH,X600578.SH,X600022.SH,X000723.SZ,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.277421926521787,0,0,0,0,0,0,0,0,0,0,0,0.0267323690025119,0.00484415319973911,0,0,0,0,0,0,0,0.0488227525127934,0,0,0,0.0260366606679078,0,0,0,0,0,0,0,0,0,0,0,0.0628873521668519,0.0223542333058531,0,0.0134332610302808,0,0,-0.00314668065411075,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.100838243150212,0,0.0854349156910972,0.141546493276597,0,0,0,0,-0.00561548711876672,0.0468948873679979,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0285565598835288,0,0,0,0,0,0,0,0,0.0012778148839925,0,0,0,0,0,0.0188952132234671,0.0598429063397123,0,0,0,0,0,0.00376269169997014,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0595793673465815,0,0,0.436046553211289,0,0,0,0,0.0791608711333505,0.0250238989274554,0.0120349741270536,0.073364810659189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0.054318199365602,0,0,-0.00649886974400516,0,0,0,0,0,0,0,0,0.122208985185157,0,0,0,-0.00132556202556114,0,0,0,0,0,0,0
X600011.SH,0,0,0.293060338842695,0,0,0.0166450352735304,0,0.0538819824998266,1.73472347597681e-18,0,0,0,0,0,0,0,0.0413151093018166,0,0,0,0.0297320798094943,0,0,0,0,0.0833371937874727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866242714799527,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152673176336741,0.0823707200477631,0,0,0,0,0,0,0,0.196702600376986,0,0,0,0,0,0,0,0.0254826482216237,0.322724709283935,0,0,0.0248737417323821,0.0220641128167427,0.0358432919725044,0,0,0.0173831754247213,0,0,0,0.0892269145159807,0,0,0.0406483282431569,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0692090115685854,0,0.0591424896147402,0,0,0,0,0.011701624519442,0,0,0.0499027103357222,0,0,0,0,0,0,0,0,0,0.146865235920745,0,0,0,0,0,0,0,0,0.0575206659460262,0,0,0,0,0,0.0671947383503629,0,0,0,0,0,0.162726723168022,0,0,0,-0.0447999379314386,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0769075684722357,0,0,0.0815673872039076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627634987985002,0,0,0,0,0,0,0,0.0335890696872962,0,0,0.0783002145445166,0,0,0,0.0135857207124583,0,0,0.0519061539658591,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.0920592001351071,0,0,0,0.0461305656633852,0,0.152255513805226,0,0,0,0,0,0,0,0,0,0.204784551004063,0,0,0,0,0,0,0,0,0.100630744172051,0,0,0,0,0,0.15356253172677,0,0,0,0,0.0468673334533252,0,0,2.16840434497101e-19,0,0.045885556623901,0,-0.00515261942583712,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997395683463152,0,0,0,0,0,0.172353959091894,0,0.0823095647313651,0,0,0,0.0951215052209157,0.022906208465226,0,0,0,0,0,0,0.221442726693132,0,0.0383019126239679,0,0,0,0,0,0,0,0,0,0.105959116525159,0,0,0.0303476559894035,0.0952000373822671,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272544989216172,0.168128078217011,0,0,0,0,0,0,0,-0.042220787631712,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.031952258582331,0.0964210225875574,0,0,0,0,0,0,0.545654130684341,0.0748758911465908,0,0,-0.0152413894457836,0,0.308696401951569,0,0,0,0,0
