,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X000301.SZ,X600362.SH,X002466.SZ,X000786.SZ,X600111.SH,X600010.SH,X600886.SH,X600011.SH,X600176.SH,X600188.SH,X600426.SH,X000027.SZ,X601991.SH,X600795.SH,X600803.SH,X600801.SH,X600489.SH,X600219.SH,X600352.SH,X000932.SZ,X000807.SZ,X000898.SZ,X600688.SH,X600315.SH,X000825.SZ,X002353.SZ,X600157.SH,X000408.SZ,X000959.SZ,X002080.SZ,X600486.SH,X600027.SH,X000966.SZ,X000883.SZ,X300037.SZ,X600516.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0268354601660737,0,0,0,0,0,0,0,0,0,0,0,0,0.0343180181009049,0.0646391321504955,0,0,0.0231439721312036,0,0,0,0.03450403936281,0.0523574603570011,0,-0.00800001138188586,0,0,0,0,0,0,0,0.0706530483937836,0,0,0,0.0571216372947772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371194126432741,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.088890478988384,0,0,0,0,0,0,0,0,0,0,0.22947788028682,0.00108068651092734,0,0,0,0,0,0,0,0.000776051810063635,0.0370043347056088,0.141620168381131,0,0.00764938156221209,0,0,0,0,0,0,0,0,0,0.00645970531659419,0,0,0,0,0.0766295223363384,0,0,0,0,-0.0195436920435068,0,0
X601088.SH,0,0,0,0.0333275429846832,0,0,0,0,0,0,0,0,0,0.0447718119278956,0,0.0392254302310157,0,0,0,0,0,0,0.0869820120133731,0,0.0485335182096172,0,0,0,0,0,0.194788888189795,0,0,0,0,0,-0.0223993918074359,0,0,0,0,0,0,0,0,0,0.0615480336855403,0,0.0140316195044236,0,0,0,0,0,0,0,0.00690178084450903,0,0
X600309.SH,0,0,0,0,0,0,0.031801122541626,0,0,0,0,0,0,0,0,0,0.140523708326586,0.189185654897652,-0.0333780877150403,0,0,0.0794293487107435,0,0.149407413176557,0,0,0,0,0,0,0.0798978111855529,0,0,0,0,0,0.039634283418637,0.10414135542314,0,0,0,-0.0833665149143338,0,0.0284854932738695,0,0,0,0.196667898334574,0,0,0,0,-0.0472710399217319,0,0,0,-0.030710394251988,0,0
X600585.SH,0,0,0,0.0564881729057621,0,0,0,0,0,0,0,0,0,0,-0.00510919085571938,0,0,0,0,0,0,0,0,0,-0.0131924573673126,0,0,0,0.216376638070469,0,0,0,0.0927553597861172,0,0,0,0,0,0,0,0.000791772811408076,0,0,0.014024095777532,0,-0.00722762846915057,0,0,0.0683795098626912,0,0,-0.00297220881285538,0,0,0,0,-0.0139340844978909,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698281122489194,0,0,0,0,0,0.0567280552595915,0.0703317987964123,0,-0.085593760688468,0,0,0,0,0,0,0,0.29500245795195,0.0521024049837683,0.0378961907096828,0,0.11487262734013,0.195809302432235,0,0,0,0,0,-0.088331446563416,0,0.127486063374785,0,0,0,0,0,0,-0.0470462968758845,0,0,0,-0.015756847730375,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.086041734327485,0,0,0,0,0,0.029310547506966,0.672502220602168,0,0,0.0692118803178785,0,0,0,0.0355972846361712,6.93889390390723e-18,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203747865004274,0,0,0,0,0,0,0.0239866755536395,-0.036937334632836,0.280122287259832,0,0,0,0,-0.0502105685310292,0,0,0,0.00179547010429918,0,0
X002271.SZ,0,0,0,0.125519030630966,0,-0.0590398501818476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948553431716956,0,0.176406799817297,0,0,0,0,0,0,0,0,-0.25475296069344,0,0,0,0,0,-0.0491526307155893,0,0.104201850957459,0,0,0,0,-0.0263775467315192,-0.0398396512560704,0,0.112413428650794,0,0,0,0,0,0,0,0.00978027953533513,0,0
X600660.SH,0,0,0,0,0,0,0.172998033931399,0,0,0,-0.215420591207779,0,0,0,0,0,0,0,0,0,0,0.0877394519043245,0,0,0,0,0,0,0,0,0,0,0,0.0512471601321306,0,0,0,0,-0.0502319243155252,0,-0.0290504667119185,0,0,0.395088645029909,0,0,-0.00728023727128851,0,0,0,0,-0.0818657790876137,0,0,0,0,-0.012525580373817,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.0921567764858434,0,0,0,0,0.042695917500302,0,0.260280373978567,-0.0410212280119541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374113972736645,0,0.0954977361419606,0,0.347633290007616,0,-0.186747054370079,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.120908338889417,0,0,0,-0.019815615048975,0,0
