,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X300072.SZ,X601898.SH,X600688.SH,X601991.SH,X600795.SH,X600309.SH,X601600.SH,X600547.SH,X600660.SH,X600362.SH,X600188.SH,X600886.SH,X600339.SH,X000709.SZ,X600027.SH,X002466.SZ,X600157.SH,X600111.SH,X600008.SH,X000898.SZ,X601158.SH,X600489.SH,X000959.SZ,X600299.SH,X002460.SZ,X600352.SH,X000408.SZ,X000883.SZ,X600583.SH,X600219.SH,X600160.SH,X000630.SZ,X600578.SH,X000723.SZ,X000539.SZ,X600176.SH,X002271.SZ,X000792.SZ,X600021.SH,X000027.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.328812574665331,0.0855940949966701,0.0681594031132965,0.0266940205210546,0,0,0.0333585480485978,0,-3.46944695195361e-18,0,0,0,-0.045093258742771,0.0889139304599595,0,0,0,0,0,-0.0261190568348207,0,0,0,0,0,0,0,0,0,0,0,-0.0310084125953999,0,0,0,0.0956853952009788,0,0,0,0,0,0,0,0,0,0.0299728794310911,0,0,0,-0.0103241424405882,0.00477313429642115,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0874681488129682,0,0.0253984752084409,0.0997018646138619,0,0,0,0,0.00469668799915433,0,0,0,0,0.0721887051523706,0,-0.0580399348527505,0,0,0,0,0,0,0.0106740852016485,0,0,0,0,-0.056803742334363,0.0537465982186039,0,0,0.0346438745835519,0,0,0,0,0,0,0,0,0,0.0212163565377303,0,0,0,-0.0013945256352499,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157230331275394,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.00314561515742842,0.20942025939853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00829980958517641,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0531970825757298,0,0.0927249585967248,0,0,0,0,-0.00848730890802198,0,0,0.024932654248458,0,0,0,0,0,0,0,0,0,0,0.547752620454167,0,0.0515099368547695,-0.0589126509428509,0,0.0098847206760983,0,0,0,0,0,0,0,0.0297877570023653,0,-0.0507672587287728,0,0,0,0,0,0.0110908996193201,0,0,-0.0466802134659665,0,0,0,0,0,0
X600011.SH,0,0,0.182278308198559,0,0,0,0,0,0,0,0,0.0423032178161976,0,0,0,0,-0.0436794150797126,0,0,0,0,0.0341666577633784,0.425262027938535,5.42101086242752e-20,0,0,0.0837329591418263,0,0,-0.000653846621202219,0,0,0,0,-0.0222334695812136,0,0,0,0,0,0.220656094053507,0,0,0,-0.13362372365419,0,0,0,0.0291774269876518,0,0.0773456858296221,-0.049147764823037,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0219813564427462,0,0,0,0,0,0.303482234077017,0,0,0,0,-0.0272599024943675,0.157288387053096,0,0,-0.0135089372136324,0,0,-0.0418032986316274,0,0,0,0,0,0,-0.030876308144527,0,0,0,0,0,0,0,0.186387815335662,0,0,0,0,0,-0.0212621353808961,0.00284671563592538,0,0,0,0,0,0
X600010.SH,0,0,0,0.0354636255727206,0,0,0,-0.0508295158864094,3.46944695195361e-18,0,0,0,0,0,0.16797944763907,0,0,0,0,0,0,0,0,0,0,0.103386036859898,0.130674762226467,0.182529316080594,0,0,0,0,0,0,0,0,0,0,0,0,-0.0884739818581629,0.128278071238611,0,-0.11255454121463,0,0,0,0.156656184111855,0,0,-0.00460421237873207,0.00618342264318693,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0142116145934889,0,0,0,0,0,0,0,0,0,0,0.0157945465624967,0,0,0,0,0,0,0.6047100941381,0,-0.060574922219201,0,0,0.312319872244321,0,0,0,0.381843559705937,0,0,0,0,0,0,0,0.175724100532385,0,-0.0538618674705612,0,0,0,0.0673073589186816,0,0,0,0,0,0.0635332102334087,0,0,0,0,-0.304392233388185,0,0
X300072.SZ,0,0,0,0,-0.774689974189202,0,0,-0.120066627116554,0,0,0,0,0,0.188447839153753,0,0,0,0,0,0,0,0,0,0,0,0,0.194732445906225,0,0,0,0,0,-0.367185640098891,-0.259280001498948,-0.032274253422576,0,0,0,0,0,0,0,0.288292895788815,0,0.316762835252461,0,0,0,0,0,0.0927419496390437,0.0437091829323281,0,0,0,0,0,0
X601898.SH,0,0,0.173371478420002,0,0,0,0,0,0,0,0,0,0,0.0361452468295861,0,0.029451815388004,0,0.0899076119723238,0.100796814664302,0,0.0365875645085967,-0.0212131450820569,0,0.125826893571625,0,0,0.030647245211624,0,0,0,0,0,0,0,0,0,0.186024937223512,0,0,0,0.03016186307778,0,0,0,0,0,0,0,0,0,-0.00592531992682341,0.00844167097400714,0,0,0,0,0,0
