,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X601600.SH,X600547.SH,X600795.SH,X600362.SH,X600309.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600886.SH,X600660.SH,X601992.SH,X600111.SH,X600489.SH,X000898.SZ,X600299.SH,X600339.SH,X000709.SZ,X601158.SH,X000959.SZ,X600583.SH,X000792.SZ,X002466.SZ,X000630.SZ,X000408.SZ,X600098.SH,X600219.SH,X600352.SH,X000883.SZ,X000539.SZ,X000723.SZ,X600021.SH,X000027.SZ,X000825.SZ,X601699.SH,X000983.SZ,X002092.SZ,X600623.SH,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.349330765466881,0.0387434932983228,0,0,0,0,0,0,0.0176410426585866,0,0,0,0,0,0,0,0,0,0,0.00871932420774819,0.0290447229842689,0,0,0.0546138360374498,-0.0114251752927756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331562758013027,0,0,0,0.100862208306025,0,0,0.000314457295319092,0,0,0,0,0,0,0
X600028.SH,0.710057174811085,0,0,0,0,0.21669577829955,0,0,0,0,0.0316624795723497,0,0,0,0.0291352417308222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011755190023257,0,-0.027517277733453,0,0,0,0,0,-0.0624591000523553,0.0464911030908061,-0.0255272525465736,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0462286417676711,0.0759322346091116,0,0.0588904586604804,0.103235441496705,0,0,0,0,0,0,0,0,0,0.0784649149563977,0,0,0,0,0,0,0,0,0,0,0,0,0.0534212073791216,0,0,-0.0463117612906379,0,0,0,0,0.0694977520120135,0,0.0345775560844058,0,0,0.00944173063299622,-0.130996981982028,0.172908008488738,0.112204467136219,-0.0494141858396895,0.0288539330201501,0,0,0,0,0,0
X600019.SH,0,0,0.0789291687138672,0,0,0.0286808240338936,0,0,0,0,-0.0855308755628909,0,0.0888096252854425,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.052838491383347,0,0.13588483875398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121379750691015,0,0,0,0,0,-0.134727906530233,0,0,-0.0115398263375286,0.0160918542242807,0,0,0,-0.474613920466074,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0309373584773379,0.283036448159053,0,0,0,0,0,0,0,0,0,0,0,0,-0.0675720446417405,0,0,0,0,0,0,0,0,-0.0270611761801145,0,0,0,0,0,0,0,0.0758827553560721,0,-0.0624074870433187,0,0,0.0971434921676324,0,0,0,-0.00846357900949454,0.00683654453312839,0.0738529144138227,0,0,-0.0482693037894548,0,0
X600585.SH,0,0.0951062512668612,0,0.133815063316186,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0782385317745682,0,0,0,0,0,0,0.0119024875980473,-0.145354249571885,0,0,0.101106669753999,0,0,0,0,0,0,0,0,0,0,0.123700795301897,0,0,0,0,-0.00449929487558998,0.0286439903530249,0,0,0,0,0.0290146212928754,0,0,-0.330550456829192,-0.0275268764507199,0.0230067011131414,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0740936789571004,0,0,0,0.030188162152622,0,0,0,0,0,0,0,0.00224616361521674,0,0,0.209230217154132,0.0198248568805026,0,0,0,8.67361737988404e-19,0,0,0,-0.00421582998556054,0,0.0555452132023894,0,0,0,0,0,0,0,0,0,0,0,0.0940310463232714,0.06909871678033,0,-0.0200040327912211,0.00465468405509635,0,0,0,0,0,0
X601898.SH,0,0,0.242002851692463,0,0,0,0,0,0,0,0,0,0,0,0,0.117873057037448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129902707759869,0,0,0.249022235352314,0,0,-0.0146990530495179,0,0,0.0506472209064634,0,0.363155312476637,0,0,0,-0.0120831458177415,-0.0122803263827769,0,0,0,0,0,0,0
X600688.SH,0,0.304396872627068,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0370475695086244,0,0.0135333277484298,0,0,0,0.146220151319265,0,0.0353098688789135,0,0,0,0,0,0,0,0,0,0,0.0984206787233871,0,0,0,0,0.123943022278401,0.00593264533489904,0.00888447349127002,0,0,0.000436268878206008,0,0,0,0,0,0
X601600.SH,0,-0.0503856332160442,0,0,0,0,0,0,0,0,0,0,0.166472757821685,0,-3.46944695195361e-18,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,-0.112179517235603,0,0,0,0,0,0,0.291727150605813,0,0,0.263728205597987,0,0,0,-1.73472347597681e-18,0,0.180991132644815,0.0876866153054161,0,0,0,0,0,-0.0365382381222424,-0.013829641833712,0.0166448166647776,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0716608852415924,0,0,0,0,0,0,0,0.96127985274046,0,0,0,0,0,0,0,0,0,0.0129658196269885,0,0.110624881815831,0,0,0,0,0,0,0,0,0,-0.0266585349079434,0.164273104172292,0,0,-0.0186789436413846,-0.0239365744603295,0.00209116689239987,0,0,0,0,0,0
X600795.SH,0,0.021008777610192,0,-0.0679009665935046,0.0456227638223591,0.0815381493450934,0,-0.00531834349748743,0,0,0,0,0.0939393310589107,0,0.087973030017898,0,0,0,0,0,0,0,0,0.0280197842812162,0,0,0,0,0,0.117834927029876,0,0,0,0,0,0,0,0,0,0,-0.00376739436128575,0,0,0,0,0,0.0297478202495367,0,0,0,-0.0160379103834214,0.0174064913900132,0.0812226442657377,0,0,0,0,0
X600362.SH,0,0,0,-0.149848240082664,0,0,0,0.108177063634952,0,0.112592246643327,0,0,0,0,0.164108549383483,0.0814102470577562,0,0,0,0,0,0,0,0,0,0,-0.347551944759384,0,0,0.0924150442156978,0,0,0,0.512272790817894,0,0,0.06478302808647,0,0,0,0,-0.199860847630885,0,0,0,0,0.0692410441696944,0,0.108866123857807,0,0,-0.0137892847042633,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.124071567065353,0,0,0,-0.153378306464182,0,0,0,0,0,0,0,0,0.0712465321107279,0,0,0,0,0,0,0.136516014770264,0,0,0.131116400097519,0.0418643317758066,0,0,0.0702917644631467,0,0,0.117009764289977,0,0,0,0,0,0.116572864014227,0,0,0,0,0,-0.152091372269175,0,-0.00173098612518725,-0.0154889232052116,0.0472386343297755,0,0,0,0,0
