,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600362.SH,X600111.SH,X600188.SH,X600299.SH,X601992.SH,X601158.SH,X000027.SZ,X600583.SH,X600352.SH,X000539.SZ,X002466.SZ,X600309.SH,X600623.SH,X000630.SZ,X000792.SZ,X600660.SH,X600098.SH,X000883.SZ,X000709.SZ,X000898.SZ,X600021.SH,X600160.SH,X002470.SZ,X600578.SH,X600863.SH,X600489.SH,X000060.SZ,X600315.SH,X600547.SH,X300072.SZ,X601918.SH,X600808.SH,X000629.SZ,X600307.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.549899700574055,0,0,0,0,0,0.0289679859477353,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0078276955162483,0,0,0.0754483476254961,0,0,0,0,0,0,0.0114129144783921,0,0,0,0,0,0,0.0410503359949385,0,0,0,0.118523516908502,0,0,0,0,0,0.0126372765501169,0,0,0,-0.0126611542371787,0,0,0,0,0,0,0
X600028.SH,0.227187354512394,0,0.106088286672305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025040286423966,0,6.93889390390723e-18,0,0.20295216795101,0,0,0.0447833789983992,0,0,0,0,0,0,0,0,0,0,0,0,0.0882904380202249,0,0,0.00662505741846444,0,0,0,0,0,0.107567267847593,0,0,-0.0138361905019356,0,0.0412824499941947,0.0636873800598153,0,0,0,0
X601088.SH,0.0183157294131202,0,0,0.503433667294046,0,0,0.228879375956917,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0687837358244045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0063934169291345,-0.00529588796337794,0,0.0380888556680806,0,0,0,0
X600011.SH,0,0,0.158709172144681,0,0,0,0,0,0,0,0,0.416198825459961,0.14469137461232,0,0,0,0,0,0,0.106274350219543,0,0,0,0,0,0,0,0,0,0.049157760404621,0,-0.0415455121820745,0.118921571062505,0,0,0,0,0.0691399156723864,0,0,-0.0426009550700904,0,0,0,0,-0.0354945496657374,0,0,-0.0248344054984655,0,-0.00131864440195058,0.00519361394558736,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0443304684950269,0,0,0,0,0,0.205477950036558,0.236925035869202,0,0,0,0,0,0,0,0.132085790492823,0,0,0,0,0,0,0,0,0.126150546587433,0,-0.038978637047135,0,0,0,0,0.0744958722279229,0,0,0.02455582256834,0.0189325049825097,0,0,0.0740231234628706,0,-0.018783323656501,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0923500837313293,0,0.00198431669768612,0.0927244338287653,0,0,0,0,0.174398065312765,-2.71050543121376e-20,0,0,0,0,0,0,0.0760031239182193,0,0,0,-1.73472347597681e-18,2.16840434497101e-19,0,0,0,0,0,0,0.0557553586261491,0,0.138428189785754,0,0,0,0,0,0,0,0,0.0547743870782021,0,-0.0364848244096265,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192848202314957,0.00494926464793023,0,0,0.0660544578187577,0,0.198562117843928,0,0,0.0577378964480695,0.123749283878076,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0343873833674042,0,0,0,0,0.0735350807381933,0,0,0,-0.0460857731047971,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.361982695610424,0,0,0,0,0.1140916975517,0,0,0,0,0,0.0962206724845125,0.0885716731159562,0,0,0,0,0,0,0,0,0,0,0.013879824603278,0,0,0.26574391215759,0,0,0.0317813050847611,0,0,0,0,0,0,0.0577930570156807,0,0,0,0,-0.015499888547107,0.00605521871640607,0,0.0521546669633221,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.038781591115102,0,0,0,0,0,0,0.0760354684898463,0,0,0,0.0538179141771808,0,0,0,0,0,0,0.103889974646891,0,0,0,0,0,0,0,0.196618520551628,0,0.0209390883607695,0,0,0,0,0,0,0,0,0,0,-0.0698990716666697,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.137774374190315,0,0,0,0,0,0,0.186496555249948,0.0106547910709582,0,0,0.0424180104127247,0,0.0540594683494902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266011792541128,0,0,0,0,0,0,0.110767863374429,0.0788194006537283,0,-0.0231922524863075,0.00636708018832266,0,0,0,0,0,0
