,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X600795.SH,X300072.SZ,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X600489.SH,X601992.SH,X600309.SH,X600660.SH,X600299.SH,X600623.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X000709.SZ,X000898.SZ,X000723.SZ,X600583.SH,X000883.SZ,X000983.SZ,X000408.SZ,X600352.SH,X600549.SH,X000959.SZ,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X000630.SZ,X600021.SH,X000012.SZ,X000060.SZ,X601699.SH,X002460.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0441200474057776,-0.0255786450568711,0.0273763090471998,0,0,0,0,0,0.0219534693926558,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.033831912419136,0,0,0,0,0.00922256714525722,0,0,0,0,0.0209174117839154,0,0,-1.0842021724855e-19,0.00673076605738668,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0208478480278827,0.049160771495585,0,0.0240600406592169,0,0.0466617973093181,0,0,0,0,0,0,0,-0.0383266844802917,0,0,0,0,0,0,0.00318990832693236,0,0.0309112243427776,0,0,0,0,0,0.051560264755877,0.00950806200672942,0,0.0420311107150072,0,0,0,-0.0017603753220067,0,0,0,0.0373029429295275,0,0,0,0,0,0.0274386081703702,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.00278898706034148,0.136592108952629,0,0.124682667213795,0,0,0,0,0,0,0,0.055218590964106,0,0,0.0935199830646107,0.0225951016366668,0,0,0.00897280748442238,0,0,0,0,0,0,0,0,0,0,0,0.0134687475619739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604256485390794,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0573236248503244,0,0,0.088446249090735,0,0.098784009505398,0,0,0.0876495597485327,0,0,0,0,0,0,0,0,0,-0.0243761657116378,0,0.0382071568744976,0,0,0,0,0,0,0,0,0.015888895466623,0.266635247780659,0,0,0,0,-0.137162171310306,0,0,0,0,0,0,0.0463625291434051,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.110421217954985,0,0,0,-0.0153969578186362,0,0,0,0,0,0,0,0,0.158536097514842,0,0,0,0.024031889070985,0,0,0,0,0.0472577361746223,0.0195746512007839,0,0,0,0,0.0221486518511939,0,0,0,0,0.081444575270905,0,0,0,0,0,0,0,0.0200743460788435,0,0.0812649344508098,0,0,0,-0.00683223624743322,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0576775191422148,0,0,0,0.108999581788215,-0.0329859006768194,0.138323981352273,0,0,0,0,0,0,0,0,0,0,0.223066268295143,-0.141831557112167,0.155998654266207,0,0.138494425790116,0,0,0,-0.115291164468572,0,0,0,0,0,0,-0.0464717200975922,0,0.12979238261341,1.38777878078145e-17,0,0,0,0,0,0,-0.134598023588278,0,0,0,0,0.0427418284403505,0.00239196626608721,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0196977584036188,0,0,0.0097998732874858,0,0,0,0,0,0,0,-0.0500478948936375,0,0.058123723409306,0,0,0.0136931931043975,0,0,0,0.00686341676054672,0,0,0,0,-0.0116710086846096,-8.67361737988404e-19,0,0,0.0188076503131054,-0.023594788022384,0,0,0,0,0,0,0,0,0,0,0,-0.0825828146496565,0.0584133792901964,-0.00738259960467453,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.154402091561165,0,0.0145455480967811,0,0,0,0,0,0,0,0.0772852337389345,0.0233314094503681,0,0,0,0.116302489483991,0,0,0,0.0241678520104386,0,0.292780865662906,0,0,0,0.0149059243976592,0.0835308623428953,0,-0.0596712479851366,0.0554469626816037,0,0,0,0,0,0,0.015453552603422,0,0.248348577076372,0,0,0.0198626229579664,0,0,0,0,0,0,0
X600688.SH,0,0,0.0299074715970241,0,0,0,0,0.221542266733594,0,0,0,0,0,0,0,0,0,0,0,0,-0.0561467855297262,0,0,0,0,0.0817378712348037,0,0.00413814891536646,0,0.0435736811393904,0,0,0,0,0,0.0740349066710909,0,0,0,0,0,0,0,0.137766060941121,0,0.0610344149518038,0,0,0.0151810157000156,0.0501958878348121,0,-0.0293010515586768,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.152785774993613,0,0,0,0,0.174579532705982,0,0,0,0,0,0,0.714786161823743,0,0.0711219999115108,0,0,0,0,0,0,0,0.0475065801075156,0,0,0,0,-0.24321841598301,0,0,0,0,0,0,-0.117947952186432,0.17816358264797,0,0,0.0602608073490821,0.00990761352169394,0,-0.158206543126673,0,0.136297308695339,0.0805024177245284,0.0611628132817257,0,0,0.202681431981204,0,0
