,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600160.SH,X600489.SH,X600803.SH,X000708.SZ,X000301.SZ,X000807.SZ,X002466.SZ,X600027.SH,X000786.SZ,X601991.SH,X000408.SZ,X600219.SH,X600176.SH,X600426.SH,X002128.SZ,X000983.SZ,X000630.SZ,X601168.SH,X601699.SH,X000933.SZ,X600096.SH,X600378.SH,X002353.SZ,X000877.SZ,X600985.SH,X600157.SH,X600549.SH,X600299.SH,X000831.SZ,X002271.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.771014065965549,0,0,0.0227423222674244,0,0,0,0,0,0,0,0,0.025658465370417,0.0092730154229175,0,0,0,0,0,0.00291306765061103,0,0,0,0,0,0,0,0.00739217473502732,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00352193589762278,0.00945341729116533,0,0,0,0.00233960868000037,0,0
X601088.SH,0,0,0.0653510931648853,0,0,0.452683718029629,0,0,0,0,0.0988237314834781,0,0,0,0,0,0,0,0,0.0322944482819806,0,0,0,0,4.33680868994202e-19,0,0,0,0.0641210676290417,0,0.0347993501836473,0,-3.46944695195361e-18,0.0285571967134721,0,0,0,0,0,0,0,0.0290880148711689,0,0,0,0,0,0,0,0,0,0.02009827144241,-0.00233724562581092,0,0,0,0.0203165715329777,0,0
X600028.SH,0,0,0,0,0,0.182414343523926,0,0,0,0,0,0,0,0,0.0274062943883987,0,0,0,0,0,0,0,0.0819260015433278,0,0,0,0,0,0,-0.0579447713238352,0,0,0,0,0.15188060428247,0,0,0.0786799255342173,0,0,0,0,0,0.00527165635147771,0,0,0,0,0,0,-0.0248188278932244,0,0.0098265738114273,0,0,0,0,0,0
X600309.SH,0,-0.0863228875902379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180929574594713,0.0921711540980588,0,0,0.222763657843482,0,0,0.00982668692338625,0,0,0.0702139342654259,0,0,0,0.0890554826255739,0.0299933508338886,0,0.047459535855868,0,0,0,0,0,0,0.103375006721694,0,0,0,0,0,0,0,-0.0391258294406349,-0.00701224909726716,0.00711840564553044,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375463478550618,0,0,0.223414853040759,0,0.130356302295195,0,0.0623436107729435,0,0,0,-0.00106759777992948,0,0,0,0,0,0,0,0,0,0,-0.00144961574204818,0,0,0.021367419573165,0,0,-0.183515570035064,0,0,0,0,0,0,-0.000388381493163861,-0.00744567012839508,-0.0788045359618645,0.0293360799716672,0,0,0,0
X601898.SH,0,0.580347957066024,0,0,0,0,0.104381441047152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113486190392327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164220932054611,0,0,0,0,0,0,0,0,0,0,0,0.0403238473030214,0.0215920534156936,-0.00237606113716377,0,0,0,-0.0385657620337934,0,0
X600019.SH,0,0.0117684715443468,0,0,0,0.28989824388952,0,0,0,0.158616835994292,0,0,0,0,0,0,0,0,0,0,0,0,0.0983767623070673,0,0,0,0.170550824926148,0.0131572050148975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00806694377881183,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.086875251453589,0,0,0,0,0,0,0,0,0,0,0.164819282301142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10357677704769,0,0.138547131611428,0.00310429362394922,0.127550656283245,0,0,0,0,0,0,0,0.072464996081683,0,0,0,0,0,0,0,-0.00402886303438913,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0195016370762187,0,0,0,0,0,0,0,0.110216430505216,0,-0.384458600053679,0,0,0,0,0,0,0,0.119258051499241,0,0,0,0,0,0,0,0,0,0,0.0455531735779766,0,0.183215696979128,0.12669090335955,-0.0925362876515501,0,0,0,0.125168475165005,0,0,0.00150931957684975,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.237408571233525,0,0,0,0,0,0,0,0,0,0,0.912671474278492,0,-0.127303737574649,0,0,0,0,0.122423378182992,0,0,0.0962197672035768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224533613078119,-0.282523329496816,0,0,0,0,0,0,0,0,-0.0147170435853597,0,0,0,0,-0.11603637284321,0,0
X600886.SH,0,0,0,0,0.105776783170449,0,0,0,0,0,0,0,0,0,-0.156674223729661,0,0.427157354874733,0,0,0,8.67361737988404e-19,0.106290266830568,0,0,0,-0.101076981391555,0,-0.00655517706664416,0,0,0,0,0,0,0,0,0,0,-0.0461786411096712,0,0,0,0,0,-0.0139554632010841,0,0.156957694965779,0,0,0,0,0.0177693582654879,-0.0138960181402423,0,0,0,-0.00976534880650732,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148597543505763,0,0,0,0,0,0.552020517431985,-0.0418500857050131,0,0,0,0.113028202091215,0,0,0,0,0,0,0,-0.00236825160422164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119435140432481,0.00958258002600104,0.00193056035336356,0,0,0,-0.0349920822779351,0,0
X600011.SH,0,0,0,0,0,0,0.163577771953061,0,0,0.0667779947526002,0,0,0,0,0,0,0,0,1.73472347597681e-18,-1.73472347597681e-18,0,0,0,0,0,0,0.374236409732001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306511322302701,0,0.078163360535366,0,-2.16840434497101e-19,0,0,0,-0.0278090816106688,0,-0.00178372455690107,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102006261961525,0,0,0,0.0334130427466807,0,0,0,-3.46944695195361e-18,0,0.270323146289391,0,0.0137376181781175,0,0.130225435238203,0,0,0.108909868463409,0,0,0,0,0,0.106611668626688,0,0,0,0,0,0.0910565222472433,0,0,0.0724732512562493,0,0,0,-0.00506182874265448,0.00280071382280545,0,0,0,-0.0340385369123536,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.00978484988257654,0,0,-0.00842084306270271,0,0,0,0.270856914387699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535947828851156,0,0,0.0680839753544022,0,0,0,-0.072509833615163,0,0,0,0,0,0.288633746769869,0.0343480548510221,0,0,0,0,0.0712387825859384,-0.0523573135348208,0.0574707435835006,0,0,0,0.0495432839710358,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0526891876599995,0,0,0,0,0.122039538842641,0,0,0,-0.0526105581403507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181183463782448,0,0.0167313717427078,0,0.0432472937136846,0.121455285015533,0,0.509455709576819,0,0,0,-0.0274190019306904,0.00094695415699919,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0147225905040723,0,0,0,0,0,0.353333280931118,0,0,0,0,0.0119675864798133,0,0,0,0,0,0,0,0.0213493060928159,0.160167916668724,0.0419353758287127,0.373062398760939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639959582089921,0.113636359084455,0.0117953127547039,0,0,0,0.0372790315614212,-0.0249854721033542,0.032534447310164,0,0,0,-0.0473337421776408,0,0
X600362.SH,0,0,0,0.183276090875654,0,0,0,0,0,0.225901127889655,0,0,0,0,-0.00973831928635017,0,0,0,0.0373346192431864,0.00246309037758511,0,0,0.0158693768571683,0,0,0,0,0,0,0.132289094539136,0,0,0,0,0,0.127406800131817,0,0,0,0,0.0477787244227857,0,0,0,0,0,0,0,0,0.0215767671119343,0,-0.00910545012651424,0,0,0,0,0,0,0
X002460.SZ,0,-0.0186356538604327,0,0,0,0,0,0,0,0,0,-0.064726496113934,0,0,0,0,0,0,0,0,0,0,0,0.0137889534069089,0,0.921571585180185,0,0,0,0,0,0.118607168364836,0,0,0,0,0,-0.0781573742047628,0,0,0,0,0,0,-0.0128680857067906,0,0,0.0198664870986963,0,0,0,-0.0254004295648337,0.0267860478892012,0.01346051582976,0,0,0.0127245963137625,0,0
