,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X601898.SH,X002460.SZ,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600801.SH,X600688.SH,X002271.SZ,X600362.SH,X600188.SH,X000786.SZ,X600352.SH,X600795.SH,X601991.SH,X002466.SZ,X601992.SH,X600111.SH,X600027.SH,X000723.SZ,X600299.SH,X600176.SH,X000792.SZ,X000401.SZ,X600489.SH,X000898.SZ,X600426.SH,X601158.SH,X600219.SH,X600516.SH,X000932.SZ,X000553.SZ,X002353.SZ,X000709.SZ,X000883.SZ,X002075.SZ,X600583.SH,X600126.SH,X000630.SZ,X000027.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.109624632434115,0,0,0,0.400898175383222,0,0,0.080825472358538,0,0,0,0,0,0,0,0.039858014508358,0.0125733222588271,0,0,0,0,0,0,0,0.19680836559654,0,0,0,0,0,0,0,0,0,0,0.00822395599075891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.392310092380808,0,0,0,0,0,0,0,0,0,-0.0229920570634639,0,0,0,0,-0.00281731864209479,0.0179493795413169,0,0,0,0,0.0255167519541421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929253432384936,0.0607413294589989,0,0,0,0,0,0,0,0,0,0.0221014810664804,8.67361737988404e-19,0,0,0,0.0766387005811169,0,0
X601088.SH,0,0,0,0,0,0.0327860499904283,0,0,0,0,0.00607779086254645,0,0,0.194541260179402,0,0,0.00073151172985562,0,0,0,0,0,0,0,0,0.127579233748955,0,0,0,0,0,0,0.106792910394495,0,0,0,0,0,0,0,0.0329749193862625,0,0,0,0.0697206206887089,0.0385206873502261,0,0,0.00907824711420149,0.0169055565186159,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0104468404157298,0,0,0,0,0,0,0,0,0.43994428254759,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149438805998046,0,0,0.0130468902835033,0,0,0,0.165443729964451,0,0,0,0,0,0,0,0,0,0,0,0.00111072932526563,0.0132779355193916,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125890780805385,-0.0131248944626295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163651975165437,0,0,0.194009291781283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132300688079603,0,0,0,-0.0573074513448296,0,0
X600019.SH,0,0,0,0,0,0,0,0.103662571363376,0,0,0,0,0,0,0,0,0.00713348433496851,0,0,0,0.0820337680494052,0,0,0,0,0.0824621879779627,0,0,0,0.031686565334041,0,0,0.121608128665419,0,0,0,0,0.0746098063266975,0,0.0423626867955452,0,0,0,0,0.0250278962538316,0.104033011410054,0,0,0.214278594044403,0,0,0,-0.00107752133530382,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0327566360923218,0,0,-0.00955163168891266,0,0,0,0,0,0.108961744761299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108948950519559,1.05557910572723,0,0,0,0,0,0,0,0,0,0,0.0173518547899847,-0.106311329746187,0,0,0,-0.0417234917120219,0.0479753674111922,3.46944695195361e-18,0.0256684993989499,0,0,0,0.0262034741701995,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.0800411258000699,0,0,0,0,0,0,0,0,0,0,0.0540424521630498,0,0,-0.0302251855396429,0,0,0,0,0.0895023308829667,0,0.29615700982509,0.339536911683695,0,0,0.022576049216425,0,0,0,0,0,0.0325764860720738,0,0,0,0.128550282736177,0.0232494689657072,0,0,0.173570944237288,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.051403961398972,0,0,0,0,0,0.0318792188638215,0,0,0,0,0.0458305896559051,0,0,0,0.00661103168061535,0,0.104840358076574,0,0.0876470634470136,0,0,0,0,0,0,0,0.0259917676081472,0,0,0,0,0,0,0.0861232668349929,0.0444013519643109,0,0,0.296312211663588,0.0777567560599821,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0108518052020535,0,0,0.207967670462824,0,0,0.0467124257609793,0,0,0.343085716285014,0,0,0,0,0,0,0,0,0,0.0816082425942868,0,0,0,0,0,0,0,0.0446711527772478,0,0,0,0,0,0,0.00863008415117495,0,0,0.0852801720257208,0.0939110364470396,0,0,0,-0.00342802813730389,0,0,0,0,0,0
