,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600795.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600688.SH,X600027.SH,X600157.SH,X600583.SH,X600309.SH,X601992.SH,X000709.SZ,X601158.SH,X000898.SZ,X600352.SH,X000792.SZ,X600021.SH,X600547.SH,X000539.SZ,X600660.SH,X600808.SH,X600489.SH,X000629.SZ,X000027.SZ,X600008.SH,X002353.SZ,X000060.SZ,X002470.SZ,X000825.SZ,X600307.SH,X000630.SZ,X600219.SH,X600578.SH,X000831.SZ,X600863.SH,X600549.SH,X600315.SH,X002004.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.296612073340569,0,0,0,0,0,0,0.058992337928019,0,0,0.163198716338514,0,0.0370267711383734,0,0,0,0,3.46944695195361e-18,0.116255736869626,0,0.0276534099646677,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0453858118227536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.387771874385943,0,0,0,0,0,0,0,0,0,0,0,0,0.0242699756199674,0,0,0,0,0.229811761543418,0,0,0.0710471459612486,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0559491416197917,0.0504852097747303,0,0,0,0,0,0,0.0348160484131075,0.0440799122445316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.120923451991033,0,0,0,0,0,0,0,0,0.204112688958391,0,0,0,0.178674950193968,0,0,0,0,0,0.0493343228911106,0,0,0,0,0,0.0566679551089403,0.00229882075941864,0.00350897713038815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838495876326702,0,0,0,0,0.23223739275298,0,0.038026282309923,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.277159206446289,0.141474421558811,0,0,0.00679566277977387,0,0,0,0,0,0.445858529262773,0,0.0384260305695279,0,0,0,0.0509809308605398,0,0,0,-0.0427057563089718,0,0,0,0.0272844682860615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345096020490031,0,0,0,0,0,0
X600585.SH,0,0.0271329467330056,0,0.0706560722908112,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.222549161145585,0.339941047012891,0,0,0,0.0317865087052277,0,0,0,-0.0448602472262045,0,0,0,0,0,0,0,0,0,0,0,0.0159352728069874,0,0,0.00276754215770747,0,0,0,0,0,0.100568126665863,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0076776986758599,0,0,0,0,0,0,0,0,0,0,0.0283999293895968,0,0,0.0239544798282032,0.00811567788268348,0,0,0,0,0.114386440361437,0,0.249609843232356,0,0,0.047339697682043,0,0.148200571323038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176063954384796,0,0,-0.0321553657183561,0,0,0,0,0,0
X600795.SH,0.0836144798625374,0,0,0.0961201242526845,0,0,0,0,0.19513062204464,0,0.188449237875099,0,0,0,0,0,0.043670054497071,0,0,0,0,0,0,0,0,0,0.0654253493632786,0.0187677164399855,0,0.0255960675471746,0.0792816875219751,0,0,0,0,0,0,0,0.135078485001408,0,0,0.0406458822597073,0,0,-3.46944695195361e-18,0,0,0,0,0,0.022853374427873,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.329896072449431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02407431500285,0,0,0,0,-0.147273936725541,0,-0.0569088516908891,0.143395336329483,0,0.236470931817135,0.0813290849482759,0,0,0.10580595027915,0,0,0,0,0,0,0,0,0,0.128752402100964,0,0.10223481760313,0.133045425724902,0.00100397054812243,0,0,0,0.0402952639537236,-0.243242454612915,0,0,0,0,0
X601600.SH,0.260331457792916,0,0,0,0,0,0,-0.0119144350049851,0,0,0.0883950904877745,0,0,0,0.203102099076805,0.0958514330506535,0,0,0,0,0.0307095962198341,0,0,0,0,0,0.094334309827066,0,0,0,0,0,0.265172301304052,0,1.38777878078145e-17,0,0,0.0285494312453926,0,0,0,0.0815122135953578,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0219184090061239,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.082345432145153,0,0.217660962145692,0,0,0,0,0.0606976507375613,0,0,0,0,0.0885955511945479,0,0,0,0,0.207473702478206,0,0,0,0,0,0,0,0,0,0.0615340237786903,0.0183560826021147,0,0,0,0,0,0,0,0.145281849820417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.039340952343195,0,0,0,-0.0477438907742545,0.130842237956881,0,0,0.167936027133133,0,0,0,0,0.23055497224691,0,0.10784772738909,0,0,0,0,0,0,0,0.199549568870689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160996439249242,0,0,0,0,0,0,0,0,-0.0271093521758125,-0.0207856550018618,0,0,0,0,0,0
X600886.SH,0.105856475798832,0,0,0,0,0,0,0,0,0,0.379444821627997,0,0,0,0,0,0,0,0.018901490035045,0,0,0,0,0.16966442768275,0,0,0,0,0,0,0,0,0.0124121384251191,0.138668367120613,0,0,0,0,0,0,0,0.0258703862402024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0740736538015903,0.0666711479557442,0,0,0,0,0.0541951098631225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345262743345624,0,0.0650599086594619,0,0.158449926874232,0,0,0,0,0,0.0433916785006399,0,0,0.0811615279668857,0,0,0,0,-0.0216923590760051,0.00830856566835866,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0823777122190708,0.379392543635146,0,0,0,0,0.0756843067109689,0,0,0,0,-1.38777878078145e-17,0.178181361870671,0,0,0.0278729395441602,0,0.0460596795351653,0,0,0,0,0,0,0,0,0,0,0.104839185674648,0,0,0.0216495477561004,0,0,0,0,0,0,0,0,0.0258558819366115,0,0,0.0664807299337459,0,0,0,0,0,0
X600111.SH,0.115690263512075,0,0,0,0,0,0,0,0.0612275527027636,0,0.0689294770476135,0.0539638181521433,0,0.254294910080753,0,0,0,0,0,0,0.13805873692927,0,0,0,0,0,0.0401088027266026,0,0,0,0,0,0,0,0,0,0,0.00754123300648241,0,0,0,0,0,0.00856605559047883,0,0,0.0473483021470333,0,0,0,0.0147479819776466,0.0439851622105026,0,0,0,0,0,0
X600688.SH,0.317518041603129,0,0,0,0,0,0,-0.0910882381467109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480643258666547,0,0,0,0,0,0,0,0,0,0,0,0.0181415539780466,0,0,0.00822761337329447,0,0.232994244097247,0,0,-0.0772526224386167,0,0,0,-0.0584406472877924,0.132871600091016,0,0,-0.0218076956949485,-0.0113558429099597,0,0,0,0,0,0
X600027.SH,0,0,0,0.306526825634028,0,0,0.0639414492466579,0,0,0,0.152766741526275,0,0,0,0,0,0,0,0,0,0,0,0,0.0192657571186329,0,0,0.00833339876556007,0,0.215221524595034,0,0,0,0,0.133064191140658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00936789631772751,0,0,0,0,0,0,0
X600157.SH,0.125589849712304,0.0712660947695856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686405681265463,0,0,0,0,0.0263904966445147,0.00607796321499763,0.109449813880711,0,0,-0.0526285308495677,0,0,0,0,0,0,0,0.100698976306443,0.0295922996471048,0,0,0,0,0,0,0,0,0.0267660682643199,0.0510118340574836,0,0,0,0,0,0.0129468377026359,0,0,0,0,0,0,0
X600583.SH,0.110795728442919,0.134433146443798,0,0,0.078690767191148,0,0,0.0316763851372252,0.205479824332898,0,0.134979091587478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15585310622382,-3.46944695195361e-18,0,0,0,0,0.0369547258243208,0,0,0,0,0,0.0729685307036451,0,0,0,0,0,0,0,0,-0.0427350178422517,0.0198488854850192,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.280019825355845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173988375858036,0,0,0.0718296233224257,0.0123447986922001,0,0.196020619419936,0,0,0.0640495945176814,0,0,0,0,0,0,0,0,0.174815281512318,0,0.00481029909958655,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0755891281604959,0,0.0266863477238339,0,0,0,0,0,0,0,0,0,0,0.181425965096303,0,0,0.101868209237009,0,0.217604217197153,0.130856849704696,0,0,0.0499920123881462,0,0,0,0,0.0453818280607003,0,0,0,0,0,0,0,0,0.00649884873138658,0,0.0808236799888226,0,0,0,0,0,0,-0.0347074835763161,0.0546159973175733,0,0,0,-0.0163397754762141,0,0
