,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X000708.SZ,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X000723.SZ,X600027.SH,X000786.SZ,X002271.SZ,X600489.SH,X002353.SZ,X002466.SZ,X600176.SH,X600516.SH,X000898.SZ,X002460.SZ,X600299.SH,X601158.SH,X000709.SZ,X600612.SH,X000883.SZ,X600426.SH,X000792.SZ,X600583.SH,X600219.SH,X000629.SZ,X000027.SZ,X600315.SH,X000630.SZ,X000553.SZ,X600985.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247681897105514,0.000906534294695642,-0.0381521205477988,-0.0146984530139474,0,0.0493038506967616,0,0,0,0,0.0609220479090004,-0.00935147546583339,0,0.0641576680194989,0,0,0.0590414147771576,0,0,0,0,0.0663011568857473,-0.0187579192943065,0,0,0,0,0,0,0,0,0,0,-0.0183461468794286,0,0,0,0,0.0103567570578027,0,0
X600028.SH,0,0,0.0358792026435229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122954254174792,0,0.01492035309607,0,0,0,0,0.155211963599724,0,0,0,-0.0258633360346549,0.0168866766481683,0,0,0,0,0,0,0,0,0,0,0.0500321903543049,-0.0547076311757066,0.0613997140857509,0,0,0,-0.050471225107242,0,0,0,0,0,0,0.00584496706776825,0,0.170338086820113,0,-0.017689874741669,0,0
X601088.SH,0,0,0,0.248281356934892,0,0.175654996973983,0,0,0,0,0,0,0,0,0,0,0.123799143295212,0,0,0,0,-0.070921382697612,0,0.0346239149650753,0,0.180707497301064,0,-0.00782920601215925,-0.0883978559824633,0,0,0.0104110312830127,0,0,0.0183377599812308,0,0,0,0,0,-0.134611397756987,0,0,0,0.0756895848978045,0,0,0,0,0,0,-0.00761779309036142,0,0,0,0,0.0088659145223644,0,0
X600585.SH,0,0,0,0,0,0,-0.0576944765218487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596461469039493,-0.0404739393947823,0,-0.0211273217166257,-0.0538938547566879,-0.0842618419643261,0.0547127238010207,0,0,0,0,0,0,-0.076749921274151,0,0,0,0,0,-0.0766673164368345,-0.0278773799835064,0,0,0,0,0,0,0,0,0,0,-0.00790054543122264,-0.00328076695038202,0,0,0,0.00781640539257448,0,0
X600309.SH,0,0,0,0,0,0,-0.0126939787920974,0,0,0,0,0,0.112189276102902,0.107323980990268,0,0,0,0,0,0,0,0,0,0.0447920371190077,0,0.02063736976576,0,-0.0901790811012226,0,0.11355929653686,0,0.0403867168943416,0.0495587190833345,0,0,0,0,0,0,0.0272539558820745,0,0,0,0,0,0,0,0,0,0,0,-0.00188381783892756,0,0,0,0,0.00186073148347956,0,0
X600019.SH,0,0,0.214969622874682,0,0,0,0,0,0.0154588445133265,0,0,0,0,0,0,0,0,0,0.0257850329464287,0,0,0,0,0,0,0.091144286150304,0,0.0204668906820334,-0.0232605491318136,0,0,0,0,0,0,0,0,0,0,0,0.0293365835816326,0.158249964588309,0,0.0450777905540675,0,0,0,0,0.0456391103103414,0,0,-0.00384346834814259,0,0.0118950786354741,0,0,-0.0222539079598357,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120562401655336,0,0.0902979110163357,0,0,0,0,0,0,0,0,0.905193363651322,0.0187017563878016,0,0,0,0,0,0,0,0,0,0,0,0.200448248974226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520266273025625,0,0
X600011.SH,0,0,0.220040441786198,0,0,0,0,0,0,-0.0338398149223741,0,0,0,0,0,0,0.044223047772239,0,0,0,0.11063850917642,0,0,0,0.182559647786688,0.0537745304014803,0.0443898135242666,0,0.127793557381926,0,0,0,0,0,0,0,0,-0.116557342292889,0,-0.0799527741518896,0,0,0,0,0,0.0861519969095322,0,0,-0.0689275053778138,0,0,0.00249152745347789,0,0,0,0,-0.0208695101080625,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607123770008002,0,0,0,0.107661266483576,0,0,0,0,0,0.00663069621017451,0,0,0,0.0385852979941498,0.0768978331011854,0,0,0,0,0,0,0,0,0,0.11250565391752,0,0,0,0.250360139773953,0,0,0.0135264443863723,0,0,0,0,-0.0151514905764688,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196555548540953,0,0,-0.0576237332776232,0,0,0,-0.146914555644249,-0.0442102556223508,0.0873901066445641,0,0,0,0,0,-0.0563282823107301,0,0,0,0,0,0.164017732145577,0,0,0.0199161543653538,0,0.10110326282589,0,0,0,0,0,0.018175881710393,0,0,0.190945707168106,0.133905983677499,0,-0.0230931625287845,0,0,0,0,0.0318132980151938,0,0
