,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600027.SH,X600795.SH,X600362.SH,X600426.SH,X601991.SH,X600803.SH,X600176.SH,X000983.SZ,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X000539.SZ,X300037.SZ,X600160.SH,X600995.SH,X000408.SZ,X600219.SH,X600612.SH,X000932.SZ,X002080.SZ,X000629.SZ,X600688.SH,X600378.SH,X002409.SZ,X000723.SZ,X600157.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.660433539089991,0,0,0,0.221255576251216,0,0,0,0,0,0,0,0,0,0,-0.318704798804274,0,0,0,0,0,0.0312998795015711,0,0,-0.130411489640455,0,0,0,0,0,0,0.0968399368644796,0,0,0,0,0,0,0,0.100437049320774,-0.0460088732247095,0.176059712168647,0,0,0,0,0.153047416809858,0,0,0,0.0384786304118991,0,0.182671545532416,0,0,0,0,0
X600028.SH,0.702197449738655,0,0,0,-2.16840434497101e-19,-0.100920324965767,0.0789777695372667,0,0,-0.0632612986863533,0.040212845376307,0.0932362857410459,0,0,0,0,0,0,0,0,0,0,0,0.00523046864989538,0,0,0,0,0,0,0,0,0,-0.070147031027104,0,-0.0411556470710348,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0108708443052854,0,0,-0.041847628757185,0,0.00908079470345397,0,0,0,0,0,0,0
X601088.SH,0,0.0821497785855515,0,0,0,-0.0966064117912845,0,0,0,0,0.510494738716235,0,0,0.178613599572197,0,0,-0.145090381464319,0,0,-0.103469678493856,0,0,0,0.0849916666714913,0,0,0.0274463036647787,0,0,0,0,0,0,0.186196098834554,0.0247229395840062,0,0,0,0,0,0,0,0,0,0,0,-0.022317478718843,0,0,0.0617169305689991,0,0,-0.00175682011689283,-0.0273554357803118,0,0,0,0,0
X600309.SH,0,0,0,0,-0.255120798770203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086872195084997,0,0.0500502506175877,0.163654484750649,0,0,0,0.044313378859282,0,0,-0.00529147849765733,0,0,0,0,-0.00258320893278775,0,0.0176728886655997,0,0,0,-0.00698311598652762,0,0,0,0,0.00509088805735981,-0.00743109748534914,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.215255265941978,0,0,1.73472347597681e-18,0,0,0.160682758146926,0,0,0.314672757154496,0,0,0,0,0,0,0,0.517723383263641,0.245240427104726,0,0,0.373573204607791,0,0,0,1.38777878078145e-17,0,0,-0.0530148194926758,-0.208458884265198,0,-0.0324809202337612,0,0,0,0,-0.0316845085677035,0.0417072550262556,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.140245908267972,0,0,0,0,0,0
X600188.SH,0.174686635523887,0,0.306961216172354,0,0,0,0,0,0,0,0.307508206497371,0,0,0,0,0,0,0,0.332685342317227,0,0,0,0,0,0,0,0,0,0,0,-0.107627300085305,0.335337453622353,0.0122373935006829,0,0,0.288640241625957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188617750474787,0,0,0,0,0,0
X600585.SH,0,0,0.0702739369099739,0,0,-0.0641742625260131,0,0.20671785837889,0,0.0584255606017581,0,0.0392677247274258,0,0,0,0,0,0,0,0,0,0,-0.0640636405088159,0,0,0,0,0,0,0,0,0,0,0.0511079293726563,0,0.0282063981546267,-0.106462662328848,0,0.0799263983213508,0,0,0,0,0.269901975034559,0,0,0,0,0,0,0,-0.0400174445881081,0,0,0,0,0,0,0
X600019.SH,0,0.0657076195430765,0,0,0,0.0698873202614301,0.116062505745177,0,0,-0.0431197558059048,0,0,0,0.177299701562854,0,0,0,0,0,0,0,0.0431407464262712,0,0,0,0.121266608584433,0,0,0,0,0,0,0.0679485308007327,0,0,-0.0897999477612818,0,0,0,0,-0.125318681477694,0,0,0,0,0,0.028971933243651,0,0,0,0,0.0250356604314982,0.0411999531354192,0,0,0,0,0,0
X002460.SZ,-0.0230082665920973,0,0,0,0,0,0,0,0,0.54022070051981,0,-0.0906520322319111,0,0,0,0,0,0,0,0,0,0.0964647543101741,0,0,0,0,0,0,0,0,-0.00375412881375073,0,0,0,0.00430828307371964,0,0,0,0.0893006361579516,0,-4.33680868994202e-19,0,0,0.135536302974579,0,0,-0.00163427471940145,0,0,0,0.197178052360327,0.0363107596795005,0,0,0,0,0,0,0
X002466.SZ,0,-0.02532759741211,0,0,0,0.0557571349745351,0,0,0.377416697770608,0,0.0190375753075587,0,0.118143800738377,0,0,0,0,0,0,0.36226024431887,0.0403895822022211,0,0,0,0,-0.0306871381453311,0,0,0,0.280151182582395,0,0.125856799385658,0,0,0.0223617605766441,0,-6.93889390390723e-18,0,0,0,0,-0.0955031075905402,0,0.139254427922564,0,0,0.146010445286706,0.0155335505528345,0,0,0,0.0166285951717747,0.0349014950156066,0,0,0,0,0,0
