,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X000708.SZ,X600660.SH,X601898.SH,X600362.SH,X600547.SH,X601600.SH,X000786.SZ,X600111.SH,X002466.SZ,X000301.SZ,X600010.SH,X600886.SH,X600188.SH,X600011.SH,X600176.SH,X600426.SH,X000932.SZ,X600803.SH,X000898.SZ,X601991.SH,X600801.SH,X600219.SH,X600795.SH,X600352.SH,X600489.SH,X000807.SZ,X000027.SZ,X600688.SH,X600315.SH,X000825.SZ,X600157.SH,X002080.SZ,X000723.SZ,X600808.SH,X601168.SH,X600486.SH,X600516.SH,X002353.SZ,X600027.SH,X600299.SH,X000630.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.352045429970281,0,0,0,0,0,0,0,0,0,0.0252816953058504,0,0,0,0,0.0231397962689727,0,0,0,0,0,0,0.0129311973568453,-0.0355229707779583,0,0,-0.00462011675612019,0,0,0,0,0,0,0,0,-0.00496788212203467,0,0,0,0,0,0,0,0,0.0704721546697534,0,0,0.0173174204970464,0,0,0.00114003096770132,0,0,0,0,0.00915942979686903,0,0
X600028.SH,0.0641400607099415,0,0,0,0,0,0,0,0.105081343566757,0,0,0,0,0.100067446727079,0,0,0.0310386934821275,0,0,0,0,0,0,0.094632270116539,0,0,0.0820495133324225,-0.0933154842948193,0,0,0,0,0,0.0977438598543208,0,0,0,0.0332357627317427,0,0,0.0146835545388022,0,0,0,0,0,0,0,0,0.00898204686930295,0,0,-0.0110630874162751,0,0,0,0.00933587983394431,0,0
X601088.SH,0,0,0,0,0,0,0.0875142125676969,0,0.0735028618657206,0,0,0,0,0,0,0,0.0201353346994905,0,0,0,0.0125777314372793,0,0,0,0,0,0,0,0,0,0,0,0,0.213112293323614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294051663519891,0,0,0,0,0.0243051709610989,0,0
X600309.SH,0,0,0,0,0,0,0.10217380451783,0,0,0,0,0.232957978710616,0,0,0.166123931421836,0.0772738915929891,0,0,0,0,0,-0.201031901882719,0.0971159972452482,0.162088756836148,0,0,-0.0168207545277269,0,0,0,0,0,0,-0.0417425712256659,0,0,0.144442456418413,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.0423754316869113,0,0,0,0.00410934001738266,0,0
X600585.SH,0,0,0,0.030847015841288,0,0,0,0,0.0540592536917883,0,0,0,0,0,0,0,0,0,0,0,0.0978726461992492,0,0,0.0365236137910757,0.0426332348507245,0,0,0,0.108311554862627,0,0,0,0,0.00824236806021089,0,0,0.0239957994482696,0,0,0,0,0,0,0.0110495482617382,0.0378491909620381,0,0,0,0,0,0,0,-0.0212717092381413,0,0,0,-0.0173468952201812,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.00594327557254696,0,0,0,0.0539969122909409,0.0895951450865334,0,0,0,0.104580976711339,0,0,0,0.340607139835683,0.0745712001641578,0.0108783096246012,0,0,0,0,0,0,0.0352933500435879,-0.0195518411749152,0,0.0325150807862078,0.293272908819772,0,0,0,0,0,0,0.0423574600799385,0,0,0,0,0,0,0,-0.0082630462584323,0,0,0,0,0,0
X002460.SZ,0,0,0,0.103842060367313,0,0,0,0.0762835391086052,0,0.26228254164003,0,0,0,0,0.10575464465319,0.0887060976093707,0.506126654838903,0.136785794589341,0,0,0,0,0,0,0,0.0938022134723538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163624943213981,0,0,0,-0.0111469742588956,0,0,0,0,-0.0173839847419288,0,0.00583006209851776,0,0,0,0,-0.00544163230062878,0,0
X002271.SZ,0,0,0,0.0241680871684287,0,-0.190104194399407,0.0460938926111382,0,0,0.10494887798292,-0.00295184238437497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.1069812730256,0,0,0,0,0,0,0,0,0,0,0.0630080872696898,0,0,0,0,-0.0540932580973553,-0.00869753662370075,0,-0.0402730761646017,0,0,0,0,-0.0611890304654869,0,0
X000708.SZ,0,0,0,0,0,0,-0.119868742341029,0,0,0,0,0,0,0,-0.124321528059838,0.225213747981189,0,-0.0193626598883036,0,0,0.0386902639064328,0,0,0,0.121805407449962,0,0.149447813717505,0,-0.174425736972329,-0.301811290113244,0,0,0,-6.93889390390723e-18,0,0,0.118198606341822,0,0,0,0,0,0,0,0,0,0,0.297450629917359,0,-0.0471206632509011,0,0.251161665212054,-0.26423715652727,0,0,0,-0.0455822531875969,0,0
X600660.SH,0,0,0,0,0,0,0.206065281324672,0.282440842951429,0,0,0,0,0,0,0.0333553002304175,0,0,0,0,0,0,0,0,0,-0.0180267480960495,0.0259159016461947,0,0,0,0,0,0,0,0.00342224713369451,0,0,0,0,0,0,0,0,0,0.127457814990117,0,-0.0458985931593256,0,0,0,-0.127322730368402,0,-0.00831288294254126,0,0,0,0,-0.0154610514697328,0,0
