,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X600660.SH,X601991.SH,X600688.SH,X600362.SH,X600188.SH,X600795.SH,X600352.SH,X000723.SZ,X600111.SH,X600801.SH,X600027.SH,X601992.SH,X002271.SZ,X000898.SZ,X600489.SH,X600176.SH,X600516.SH,X000786.SZ,X600299.SH,X000709.SZ,X000629.SZ,X002460.SZ,X000883.SZ,X002466.SZ,X601158.SH,X600219.SH,X002353.SZ,X600426.SH,X601699.SH,X000553.SZ,X000630.SZ,X600985.SH,X600583.SH,X600612.SH,X000027.SZ,X600021.SH,X000825.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213011602278337,-0.00788970952433009,0,0,0,0,-0.0386542847788978,0,0.0297704317256778,0,0,0.0356174395935677,0,0,0.0353957698648813,0.0243227439030414,0,0.0458055822151608,0,0,0,0,0,0,0,0.0744646845945773,0.0945658622558531,0,0,0,0,0,0,-0.00304996423587426,0,0,0,0,-0.00170231990613184,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119643778158351,0,0.0102941052134697,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0.015800107802574,0.0336123045613445,0.0263696031299497,0,0,0,0,0,0,0,0.0703402546807578,0,0,0.0853580602583333,0,0,0,0,0,0,0,0,0,-0.0244999250775876,-0.00200040835720125,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652562856523077,0.0543691480434839,0,-1.73472347597681e-18,0.0131721725495085,-4.33680868994202e-19,0.0231533000175172,0,0,0.0386022777600858,0,0,0,0.0686439359754012,0,0,0,0.0937459904113579,8.67361737988404e-19,0,0,0,0,-0.093497182601672,0,0.169580921495898,0.0239178506752089,0,0,0,0,0,0,0,0,0,-0.00322651633242085,-0.00367094030213285,0,0,0,0.0151231557327749,0,0
X600585.SH,0,0,0,0,0,0,0,0.018664086176498,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0398492479002559,0,0.387973487488762,0,0,0.312420049503905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02741305017738,0,-0.0013172683393579,0,0,0,0,0.0235377015117709,0,0
X600019.SH,0,0,0,0,0,0.0114616465221932,0,0,0,0,0,0,0,0,0,0,0,0,0.0738562596641738,0.0288932724947703,0,0.0888575921165672,0,0,0,0,0,0,0,0,0,0,0,0.125546411618267,0,0,0,0,0,0,0.00958929318602053,0,0,0,0,0,0,0,0,0,-0.0319621300171646,-0.00653573904298613,-0.0171903479845103,0,0,0,0.0179927747758209,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0171973477422757,0,0,0,0,0,0,0,0,0,0.241877899479742,0,0.120020365299864,0,0,0,0,0,0.0581733869442149,0,0,0,0,0,-0.0337476903631854,0.0644353639049052,0,0,0,0,-0.0297110244985968,0,0,0.156340541906708,0,0,0,0.0353408099002652,0,0,0,0,0,-0.0255741627147611,0.0139775186633104,0,0,0,0.197059483374537,0,0
X600011.SH,0,0,0,0,0,0.0470903697492354,0,0,0.207312107769814,0,0,0.324917150884847,0,0,0,0,0,0,0,0,0,0,0.156290599536906,0,-0.186955139698854,0,0,0,0,0,0.152941985835461,0,0.0320365306664304,0,0,0,0,0,0.122357960710212,0,0,-0.197779766111787,0,0,0,0,0,0,0,0,0,0,-0.0143855599522896,0,-0.0631988452804187,0,0.0379860297797903,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0209409043084156,0,0,0.0291842143493708,0,0,0,0,0,0,0,0,0,-0.261678714869615,0,0,0,0,0.676818636501812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0.054225626885262,0,0.257284542368383,0,0,0,-0.0350565817912499,0.0733062019069128,-0.0596462119372791,0,0,0,0,-0.10233432455478,0,0
X600010.SH,0,0,0,0,0,0,0.228254982440926,0,0,0.170643910976661,0,0,0,0,0,0.214081797944391,0,0,0,0.0473916242250562,0.0298571402692035,0.0900263199548484,0,0,0,0,0,0,0,0,0.100231791807263,0,0,0.0170791983111285,0,0,0,0,0,0,0,0,0,0.229102909773424,0,0,0,0,0,0,0,0,-0.0523763016035889,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.267452733987962,0,0,0,0,0,0,0.270656090123292,0,0,0.00801679204130941,0,0,0,0,0,0,0,-0.0532285296726776,0,0,0,0,0,0,0.223328898182132,0,0,0,0,0,0.16233646031676,0,0,0,0,0,0,0,0,0,0,0,0.012504175288918,-0.0354253393123022,0,0,0,0.0484764421728593,0,0
