,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600585.SH,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X600547.SH,X600886.SH,X600795.SH,X601600.SH,X000877.SZ,X002271.SZ,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X600803.SH,X601699.SH,X000983.SZ,X000408.SZ,X601991.SH,X600160.SH,X000629.SZ,X600348.SH,X000723.SZ,X600995.SH,X600096.SH,X600219.SH,X600489.SH,X600378.SH,X000786.SZ,X002192.SZ,X600157.SH,X000831.SZ,X000807.SZ,X000933.SZ,X002353.SZ,X600399.SH,X000155.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.582069631024738,0,0,0,0,0,0,0.179836380246544,0,0,0,0,0,0,-0.07401389561924,0.0305660512775468,0,0,0.112625424966414,0,0,0,0,0,-0.00596477929456351,0.0575616622165361,0.00562030929615571,0.0350468066244869,0,0,-0.0195052095209739,0.0105238441024335,0,0,-0.0103165269016549,0,0.0410229696321176,8.67361737988404e-19,0,0,0,0,0,0,0,0.0956651800727249,0,0,0,0,-0.00224529334861432,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.277977967911165,0,0,0,0,0,0,0.0112708861272504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.373248611537256,0,0,0.0857047587374572,0,0,0,0,0,0,0,0,0,-0.0252195961910689,0,0,0,0,0,0.0295051385284295,-0.0442382201759544,0,0,0.00579290510962107,0,0,0,0,0,0
X600028.SH,0.559957887103239,0,0,0,0,0,0.0202923144873871,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221310697670903,0.0325253568529803,0.0222838657632342,0,0,0,0.0766624765915027,0,0,0,0.0116643119131062,0.0295093209771946,0,0,0,-0.0152694793298957,0,0,0.0367167597674664,0,0,0,0,0,0,0,0.00924749787833106,-0.0309162804301071,0,0,0.012347057737214,0,0.0203340164873946,0,0,0,0,0
X600309.SH,0,0,0,0,-0.131125342008239,0,0,0,0,0,0,0,0,0,0,0,0.0781324654142683,0,0,-0.0399193199699559,0,0,0,0.2748474625817,0,0,0.0936733154162193,0.214350580388324,0,0,0,0,-0.0702777219833483,0,-0.140479162723995,0,0.0236046858358665,0.00577825394829957,0,0.149607012172548,0,0.134186274574205,-0.0911180148414127,0,0,0,0,0,0.116026631489416,0,0,0,-0.0364256902031352,0,0,0,0,0,0
X600188.SH,0,0.874322256985465,0,0,0,-0.00501003923842895,0,0,0,0.140284031428612,0,0,0,0,0,0,0,0,0,0,0,0,-0.00610934516957424,0,0,0,0,0,0,0.00027372056284092,-0.0873750941027231,0.0545851646163752,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0453961744566337,0,0,0,0.0713891160306727,-0.0179941023675514,-0.0243149956176102,0,0,0,0,0,0
X002460.SZ,0,0,0,0,-0.051764381367479,0,0.283630111611368,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0865439720455136,0,0,0,0,0,0,0,0,0,0,-0.127673676931458,0,0,0,0,0,0.113718028209648,0,0.00262115407443688,0,0,0,0,0,0,0.130644888491301,0,0,0.0624997541123933,0,0.214825527203439,0,0.0622695293474859,0,0.0295088965289685,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.392094206331934,0,0,0,0,-0.238900184112732,0,0,0,0,0,0,0,0,0.10114666234204,0,0,0,0,0,0,0,0,0.268462776217181,0,0.46207320151848,0,0,0,0,0,0,0,0,0,0,-0.00679739117383029,0,0,0.186826029607865,0,-0.176676957889794,0,-0.0260484422657538,0,0,0.00589772887648607,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.170807896190586,0,0,0,0,0,0,0.169377896938986,0,0,0,0,0,0,0,0.115524055383328,0,0,0,0,0,0,0,0,0,0.250382748949313,0,0,0.00848504158890507,0,0,0,0,0,0,0,0.103789148106995,0.0299233654849137,0,0,0,0.077394930364307,0,0,0.0622297647844768,0,0,0.0333061426961086,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.066192243517061,0,0,0,0.128023377748807,0,0,0,0.113388962441813,0,0.0186000454493428,0,0,0,0,0,0.016541274818069,-0.0877459023364105,0,0,0.00188503914203802,0,0,0,0,0,0.14943925444664,0,0,0,0.477343583161101,0,0,0,0,0.0292933704633339,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289673349481341,0,0.0556408357260502,0,-0.0498617892902002,0,0,0,0,0.190424213055771,0.155291321531349,0.324556961703556,0,0,0.0183090905206324,0,0.0338068599850202,0,0,0,0,0.0182866884839079,0,0,0,0.0250332370766374,-0.0956801289751738,0.000718280973669472,0.115680150238599,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
