,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X000792.SZ,X600547.SH,X601600.SH,X600886.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X000877.SZ,X002271.SZ,X600803.SH,X600426.SH,X600362.SH,X600027.SH,X601991.SH,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X600160.SH,X000539.SZ,X000408.SZ,X600219.SH,X300037.SZ,X000629.SZ,X600378.SH,X002080.SZ,X600688.SH,X600612.SH,X600985.SH,X000932.SZ,X600157.SH,X600348.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.769893417957407,0,0,0.0147174993965048,0,0,0,0,0,0,0,0,0,0.1519932986695,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.0619347714072995,0,0,0,0,0.177677614754121,0,0,0,0,0,0,0.125692315023438,0,0,0.00627160124824536,0,0.146084707237814,0,-0.0631030686140218,0,0,0,0,0.0390284032489363,-0.0126542335322143,0.128302726551677,-0.157198798399756,0,0,0,0
X600028.SH,0.682172779769911,0,0,0,-0.113435538238064,0,0,0.0393136842978346,0,-0.0906123893170787,0.0787073476143338,0,0.134320203954029,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.00274532017137963,0,0,0.00489081759190324,0,0,-0.0345769636100693,0,0,-0.0405770790774069,0,0,0,0,0,0,0,0,0,0,-0.0142209635768914,0,0,0,0,0,0,0.0103423321266231,-0.0180392730769894,0,0,0,0,0,0
X601088.SH,0.166474974064198,0,0,0,-0.294182287403059,0,0,0,0,0,0.13493899170367,0,0,0.257554383365468,0,0,0,0,0,0,0,0,0,-0.0214486007029174,0,0,0,0,-6.93889390390723e-18,0,0,0.0177431215246076,0.00407458077769278,0.0963554905680012,0,-0.00394550721515205,0,0,0,0,0,0,0,0,0,0.198519576169315,0,0,0.0655158164038328,0,0,-0.0375719507520907,-0.0280929557889331,0,0,0,0,0,0
X600309.SH,0.0298751227649521,0,0.0558149468536831,0,0,-0.126448044424637,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0295851040579982,0,-0.082534567223293,1.73472347597681e-18,0,0.345802010161675,0,0,0,-0.0773272826706409,0,0,0,0.0702768227360203,0,0,0,0.0472415929595948,-0.0235654688925792,0,0.0429822245702168,0,0,0,0,0,0,0.029855567120582,0,0,0,0,-0.0956464393836607,0.0167533601326946,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.280870548887265,0,0,0,0,0,0,0,0,0,0,0,0,0.0438455560130601,0,0.0736975978563171,0,0,-2.16840434497101e-19,0.104141042073543,0,0,0.149355262027723,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.221861363959024,0,0,-0.0429319246829798,-0.0446422729863274,0,0,0,0,0,0
X600011.SH,0,-0.0779555014113132,0,0,0,0,0,0,-0.0853573874142097,0,-0.0501058739858004,0,0,0,0,0,0,0,0,0,0.376948933306919,0,0,0,-0.0151283386706322,0,0.311044484727005,0.230886460263132,0,-0.0365496474642496,0,0,0,0,0,0,-0.0933241710257642,-0.207107497581954,0,0,0,0,0.138476970485066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.138279284321452,-0.0123852277840964,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.350024036820539,0.0472022497488292,0,0,0,0,0,0,0,0,0,0.0824356212140254,0,0,-0.0220390861904844,0.0167754596128949,-0.0153321661990086,0,0.058206785198581,0,0,-0.0167527822056297,0,0,0,0,0,0,0,0,-0.00256940776588722,0.015335356637874,0,0,0,0,0,0
X600019.SH,0,0.0884777937419037,0,0,0.0926887810056136,0,0,0,0,0,0,0,0.0231024675408429,0.00615463743892789,0,0,0,0,0,0,0,0,0.0799538242553085,0,0,0,0,0.0363637345781495,0,0,0.0797347078409032,0.0493071622699968,0,0,0,0.0106818017608419,0,0,0,-0.072200732969664,0,0,0,0.100868505697471,0,0,0,0,0,0,0,0.14611703208179,-0.0131450588642359,0,0,0,0,0,0
X002460.SZ,-0.0617899507518172,0,0,0,0,0,0,-0.0978069941458397,0,0.472028062968496,0,0,-0.0290648362619076,0,-0.00960551127158165,0,0,0,0,0,0,0.0974420739132466,0,0,0,0,0,0,-0.0259385644905636,0,0,3.46944695195361e-18,0.0205537493804891,-0.0746336472736976,0,0.144233816873939,0,0.319353727181123,0,0,0.112435926926326,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0255484097797148,0,0,0,0,0,0
X002466.SZ,0,-0.0865179490108301,0,-0.0490306924838907,0.0631759632311366,0,0,0,0.345477442454523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186361504761277,0,0,0,-0.178973162327466,0,0,0,0,0,0.0683802312951681,-0.169591615525331,0,0.0253811310912407,0.304110520346128,0,0,0,0.0764910477806823,0,0.108814919041505,0,0,0,0,0,0,0.158317885450475,0,0,0.00873003798194096,0,0.391864104426054,0,0,0,0
X601898.SH,3.46944695195361e-18,0.272195736745334,0.0672362026783569,0,0.164384026404005,0,0,0,0.13561554892858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739890058774063,0.406943917476994,0,0,0,-0.173544798821193,0.0228753238671119,0,0,0,0.0645024509587308,0,0,0,0.0652604167564251,0,-0.118045382659873,0,0,0,0,0,0,0,0,0,0,0.217235828891214,0.0632678332954237,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.246740276555704,0.0958723377926104,0,0,0,0,0,0.049739161443602,0,0,0,0.0352038269576763,0,0,0,0,0.0352023189049527,0,0,0,0,0,0,-0.00915570661521343,0,0,0,0.0341588278560989,0.0673928700865518,0,0,0.10406935408396,0.0287770742092688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
