,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X600111.SH,X601898.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600426.SH,X600362.SH,X600795.SH,X000983.SZ,X600096.SH,X000786.SZ,X000408.SZ,X000723.SZ,X600803.SH,X601991.SH,X601699.SH,X600486.SH,X600801.SH,X600219.SH,X600141.SH,X000807.SZ,X600295.SH,X002080.SZ,X000830.SZ,X000932.SZ,X600027.SH,X600985.SH,X300073.SZ,X601666.SH,X600157.SH,X600688.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.111791916914524,0,-0.0292567362869314,0,0,0,0,0,0,0.101979212110573,0,0,0,0,0,0.0667391118209788,0.0199928327196376,0,0,0,0,0,0.0874094888761065,0,0.0681900487933004,0,0.069195553110634,0,0.028963753408516,0,0.0156842531975462,0.146513357872367,0,0.0120999694614295,0,0,0,0,0,0,0.00667022614633242,-0.0623806778269996,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0446466281224709,0,0,0,0,0,0.231962494625053,0,0,0,-0.0207362318455658,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974209072498867,0.266188084740532,-0.107614169699555,0.0522593932719184,0,0,0,0,0.0475839551990565,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0517194512437257,0,-0.053518460341168,0,0,0,0,0,0.0162010813174587,0,0,0,0.0672641485574954,0,0,0,0.0101527923425333,0,0,0,0,0,0,0,0,0,0,0.0688665415760086,0.0234795516260536,0,0,0,0,0,0,0,0,0.0850395121045166,0,0,-0.001679534227145,-0.00944353273911985,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346665851897202,0.0349069112533974,0,0.0438630486576422,0.121072555781403,0,-0.023477750716697,0,0,0.0439245619192721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143608955815152,0,0,0,0,0,-0.0281279602716036,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.00292068450691499,0,-0.00646476118344512,0,0,0,0,0,0,0.111039339019029,0,0,0,0,0,0,0,0,0,0.141477477665378,0,0,0,0,0,0,0,0,0,0,-0.0295791642651573,0,0.310744071496521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105789627479864,0,0,-2.71050543121376e-20,0,0,0,0,0,0
X600188.SH,0,0.45043431767759,0,0,0,0,0.0979731200305906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182323789371338,0,0,0,0,0.00683994996600316,0,0,0,0,0,0,0,0,0,0,0,0.0775336820782929,0,0,0,0,0,0.339367772260585,0.0428849505451082,0.0630423597571104,0,0,0,0.255293609020024,0.0716256400922449,-0.0232699475443613,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.543124388611058,0,0.213066585555228,0,0,0.0616924877087348,0,0,0,0,0,0.0273852513455739,0,0,0,0,0,0,0,-0.0390491761220452,-0.0108088723828664,0,0,0,0,0.0719394077147933,-0.0273253513644873,0,0,0,0,0.0334231941554635,0,0,0.0295964741730523,0,0,0.0261852765698832,0,0,0,0,0,-0.0688936850251944,0.00486790446908247,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0322429219225468,0,0,0.223362984653858,0,0.232503169440613,0,0,0,-0.0797824525015746,-0.0424666843571965,0,-0.0129925367151845,0,0,0,0,0.117798092051014,-0.0616325419127982,0,0,0,0,0,0,0,0.0395734756440355,0,0.172099537364806,0,0,0,0,0,0.388314491226801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00669881603842242,0,0,0,0,0,0,0
X002466.SZ,-0.000905268029454622,-0.106813940270111,0,0,0,0,0.801256721414119,0,0,0,0,0,-0.0397112205128862,0,0,0,0,0,0,0,0,0,0,0,0,0.0566009158887476,0.145190116085724,0,0,1.73472347597681e-18,0,0,0,0,0.0999452605540232,0,0,0,0,-0.00873584883392154,0,0,0,0,0,0,0,0,0,0,0,0,0.0391546525892821,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0120366893247799,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0148279924382245,0,0.00134371290564043,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.474751022640497,0.0323131862291496,0.154243436926295,0,0.01000188521024,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,-0.109718764615478,0,0,0,0,0.284960805046781,0,0,0,0,0,0,0,0,0.00860523002428183,0.452587407904933,0.00436710885387334,0,0,0,0,0,0,0,0,0,-0.0510253048220514,0,0,0,0,0,0,0,0,0,0,0.156997769371699,2.16840434497101e-19,0,0,0,0,0,0.140878387365737,0.00205860407427612,0,0,0,0,0,0.0130702383818839,0,0,0,0,0,0
X601898.SH,0,0.104061918160807,0,0.101470085324323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190302929046527,0,0,0,0,0,0.1752588393539,0,0,0,0,0,0,0.0651935413160114,0,0,0,0,0.027727628260231,0,0,0,0,-0.0302781122192278,0.209729351776022,0,0.0604309778826628,0,0,0,0,0,-0.0557103543168247,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,-0.138397373806078,0,0,0,0,0,0,0.273025905958239,0.207314279696451,0,0.00977349400119638,0,0,0,0,0,0,0,0,0,-0.00834203095003058,0.371780505816055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157444762727404,0,0,0,0,0.112133631788104,-0.129516204503563,0.0293387939193443,0.0187503368799017,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105406492247496,-0.0432699331533524,-0.0916909497281218,0,0,0,0,0,-0.0620390692503456,0,0,0,0,0,0,0,0,0,0.482538251786068,0,0.33046431951612,0.066421720740098,0,0,0,-0.167205333453205,0.0718665893062768,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0.108809855828435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292536398790726,0,0,0,0,0,0,0.0424941428753181,-0.0687098544490495,0.0574060782312842,0,0,0,0,0.137603824565395,0,0,0.099798867751405,0,0,0,0,0,0,0.297817773191935,0,0,0,0,0,0,0,0,0.0580280908442561,0.0164640602831006,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0164560824874364,0.15703756360414,0,0,0,0,0,0,0,0,0.143120390231101,0,-0.0153045071832733,0,0,0,0,0,0,0,0.0941440437727091,0,0,0,0.214247205133088,0,-0.0383248352875359,0.18627550383764,-0.0637385787749832,0,-0.245128359783829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00619521608625556,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.266852017571893,0,0.0646205807058017,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978230503545187,0,0,0,0,0.136612466247682,0,0.00763888473916027,0,0,0,0.24137683237428,0,0,0,0,0,0,0.103011326506394,0,-0.00463468352932781,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0279824474291902,0,0,0,0,0.255357755070313,-0.0126593829209655,0,0,0,0,0,0,0,0.0348919474264426,0,0,0,0,0,0.0434400509795434,0,0,0,0,0,0.0143684218198765,0,0,0,0,0,0.719623359050732,-0.0633772426446746,0,0,0,0,0,-0.0446648112241515,0,0.23228556776281,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.109823575037792,0,0,0.182446720079113,0.08824817649404,0,0.139121638450351,0,0,0,0.164633763997022,0,0.118637227921457,0,0,0,0.0479817863335431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240661576935298,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0271812867884463,0,0,0,0,0.0679186646219037,0,0,0,0,0,0,0,0,0,0,0.530887906817861,0,0,-0.0166582518943259,0,0.0398569059511497,0,0,0,0,0,0,0.0682954198966993,0,0.268468511694962,0.0809980712199283,0,0,0,0,0,-0.0202187461499758,0,0,0,0,0,0.0164422653377703,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0170078937061159,0,0.0224757417814052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13098024100636,0,0,0,0,0,0,0,0,0.221332618574432,0.123589436331998,0,0,0,0,0,0,0,0,0,0,0,0.00787509917344812,0,0,0,0,0,0,0
X600886.SH,0.0482243592355225,0,0,0,0,0,-0.0179318045036449,0,0,0,0,0,0,0,0,0,0,0,0.199360579532921,0.00212429707125127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161694375997008,0,0.000806142458225216,0,0,0,0,0,0.00851338757986214,0.0717644832350046,0,0,0,0,0,0,0.166367382494627,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.29157923383011,0,0,0,0,0,0,-0.01925818750671,0,0,0,0,0,0,0.0113599412602368,0,0,0,0,0.0895067202978636,0,0.114326788306524,0,0,0,0,0.0212904347069347,0,0,0,0.122969825558025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099470464407243,-0.0329868537867654,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0.179553706325965,0,0.189479544517146,0,0,0.124778204620925,0,0,0,0,0,0.012099533259147,0.0185424481078401,0,0,0,0,0,0,0,0,0,0.0427093139015084,0,0.061486111055412,0.0372971012474564,0,0,0,0,0,0,0,0.00602225050661206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262294708351362,0,0,0,0,0,0,0.0578474735897503,0.0626860300464306,0,0.0527400356821349,0,0,0,1.73472347597681e-18,0,0,0,0,2.77555756156289e-17,0.142624539654541,0.103139862845356,0.0763022702307285,0,0.0276831190443865,0,0,0,0,0,0.0950953299562904,0,0.0259541237386696,-0.0506426109503825,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123677069751236,0,0,0,0,0,0,0,0,0,0,0,0,0.0510766471115419,0,0,0,0,0,0.0268271781989721,0,0,0.0332988448758956,0,0,0,0,0,0.150515110369681,0.0409071584882492,0.196325409199506,0.126101889228518,0,0,0,0,0,0,-0.0042344801176871,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0.152209266094217,0,0,0.0731786429158052,0,0,0.392000207006347,-0.00941261424699971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263804120700295,0,-0.0433556871049187,-3.46944695195361e-18,0.0853052299548486,0,0,0,0,0,0,0,0,0.171675729029037,0,0,0,0.0878038489984874,0,0.0799236119431086,0,0,0,0,0,0
X600096.SH,0,0,0,0,0,0,0,0.271929990482559,0,0,0,0,0,0,0,0.135071148566156,0,0.126165568064489,0.0638851660079716,0,0.249285010734686,0,0,0,0,0,0,0,0,0,0,0,0,-0.131616685487919,0,0,0,0.47806738530801,0,0,0,0,0,0,0,0,0,0,0,0,-0.188131717117087,0,0.0421492730184133,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.240829686395751,0.0543811755275374,0.324500168518651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0634853872485091,0,0,0,0,0,0,0,0,0.0446380894459946,0,0,0,0.245898645106706,0,0,0,0,0.0256837600110964,0,0,0,-0.0404493940749835,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.332543059165278,0.366890356316598,0,0,0,0,0.1231170278512,0,0,0,0,-0.021098401207008,0,0.0178902949775123,0,0,0,0,0.240221148145271,0,0,0,0,0,0,0,-0.0425149834946278,0,0,0,0,0,0.124344698822806,0,0,0,0,0,0,0.0325549583732534,0,0,0,0,0.0272145619314712,-0.0791909002426797,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0.131404060555576,0,0,0,0,0,0,0,0.145183046877955,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,7.65402228627662e-06,0.0475781537083499,0,0,0,0,0.0112785373950309,0,0,0,0.0149284421821837,0.268535137543876,0,0.127610329176441,0,0,0,0,0,0,0,0,0.0411817827828308,0,0,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0.0356114649096798,0,0,0,0,0,0,0.153790014260785,0.0870213408993523,0,0.0951968625352935,0.0483461267440081,0,0,0,0,0,0,0,0,0.186824854813808,0,0,0,0,0,0.109519089089192,0,0,0,0.0923006505162246,0,0,0,0,0,0,0,0.0871808208851808,0,0,0,0,0.0080056969025131,-0.0259842372138844,-0.27872065099449,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471495500744872,0.0409279938232043,0,0,0,0.113505651539675,0,0,0,0,0,0,0.0837052528194191,0,0.0551371169587324,0,0,0,0,0,0.113325815533652,0,0.0596526066160569,0.0748995209815937,0,0,0.0159566083971742,0,0,0,0.276356896152314,0,0,-2.16840434497101e-19,0,0,0,0,0,-0.0241710994842736,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0.060276541769238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137346219843379,0,0,0,0,0,0,0.412196881811223,0,0,0,0,0,0,0,0,0,0,0,0.0356596988793961,0,0,0,0,0,0.430067877476573,0,0,0,0,0.0727757093801997,0,-0.0352856146513837,0,0,0.288147162884813,0,0,0,0
X600486.SH,0,0,0,0,0,0,0,0.108695990145905,0.0694954354219851,0,0,0,0.0790478967170239,0,0,0,0,0,0,0,0,0,0,0.134711001906374,0.072372300435372,0,0,-0.0508047308954731,0,0,0,0,0,0,0,0,0,0,0,0.048632177807701,0,0,0,0,0,0,0,0,0,0,0.251436128911274,0.0466234717825398,-0.0872065090395179,0,0,0,0,0,0
X600801.SH,0.0993855556477139,0,0,0,0.218443024865892,0,-0.000847752370144792,0,-0.155228529618126,0,0,0,0,0,0,0,0,0,0.173552668491042,0,0,0,0,0,0,0,0.0820590390856074,0,0,0,0,0,0.108908804773567,0,0,0,0,0,0,0.0507921623872316,0,0,0,0,0,-0.00646045027007292,0.0314290660275877,0,0,0.157488599275813,0,0,-0.0339077658899712,0,0,0,0,0,0
X600219.SH,0,0.00123545426338486,0,0,0,0,0,0.140253952448736,0,0,0,0.0170219331723313,0,0,0,0,0,0,0,0.368883486788205,0,0,0,0.0198928949243331,0,0.0386673473599761,0,0,0,0.0283214992092802,0.0825453056167429,0.0957063629593136,0,0,0,0,0,0,0,0,0,0,0,0,0.0689430418931614,0,0,0,0,0,0,0,-0.0307832740135502,0,0,0,0,0,0
