,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X601600.SH,X600585.SH,X601898.SH,X600795.SH,X600010.SH,X601991.SH,X600688.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X000898.SZ,X600309.SH,X601158.SH,X000629.SZ,X600352.SH,X000792.SZ,X600808.SH,X600021.SH,X000825.SZ,X600547.SH,X600489.SH,X000539.SZ,X000060.SZ,X000027.SZ,X600660.SH,X002353.SZ,X600008.SH,X600307.SH,X600578.SH,X000831.SZ,X600219.SH,X600863.SH,X600549.SH,X601699.SH,X002470.SZ,X600022.SH,X600315.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.619666703380074,0,0,0,0,0,0,0,0,0,0.01407178153582,0,0,0,0,0,0,0,0,0,0,0.143831392472849,0,0,0,0,0.0148031480805341,0,0,0,0,0.0409097758773399,0,0,0,0,0,0,0,0,0.0734876800661019,0,0,0,0.0671278193919592,0,0,0,0,0.00671509161102453,0,0,0,0,0,0,0
X600028.SH,0.525155487912402,0,0,0,0.00872349045348265,0,0.121374307999331,0,0,0.0083699318881709,0,0,0,0,0,0,0,0.0229729238292337,0.0199293924432559,0.0440006448146689,0,0.00497511140224151,0,0,0,0,-0.0315337441995483,0,0,0,0.0444429988907006,0,0,0,0,0.0109659062600681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0444421620689534,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0135129205065762,0.0259931154415832,0.343567777036919,0.274381079504668,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0250362292615856,0,0.0148550193884687,0.00477421015040447,0,0,0,0.0417608346715026,0,0,0,0.092394586382352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880269850211832,0,0,0,0,0,0,-0.00508886592670484,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0540341655270599,0.187382715309919,0.0769838990092559,0,0,0,0,0,0.430922097315043,0,0,0,0,0,0,0.0621904003038159,0,-0.0222013080960143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11023900498725,0,0,0,0,0,0,0,0,0,0,0.0278474231382212,0,0,0,0,0,0,0
X600019.SH,0,0,0.00191319319340579,0,0,0,0,0.173667199007632,0,0,0,0,0,0,0.0598249486608426,0,0,0,0.0449989826176286,0.0366187514497209,0.190904403071466,0.232281182369295,0,0,0,0,0,0,0.125268167469712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536712722416374,0.0726262861097072,-0.0971397645127725,0.0315864325696087,0,0,0,-0.0025845252395291,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0900204570275716,0,0,0,0,-0.197210500837526,0.0578848041995492,0.139029391324815,0.0702020109289371,0,0.0978348585115067,0.269272475799183,0.121526576497878,0,0.176662588844396,0,0,0,0,0,0.0760721750607435,0,0,0.00906911131399915,0.0138983542063098,0,0,0,0,0,0,0,0,0,0,0,0,0.0211949768019791,0,0,0.211180611370509,0,0,0,0,0,-0.00574202724684076,0,0,0,0,0,0,0
X600585.SH,0,0,0.219391513328208,0,0,0,0,0,0,0,0,-0.0310281911162066,0.066595260484875,0,0,0,0,0.0470896007933305,0.185724235656228,0.103439278687463,0,0,0.186244872369979,0,0,-0.0430477846599355,0.00297112675517754,-0.0290889008880048,-0.00796628909160932,0,0,0,0,0,0,0,0,0,0,0,0.0143998108233876,0,0,0,0.00512243095610462,0.0201371742371064,0,0,0,0,-0.0182151702458951,-0.0147490118375734,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.12776345994087,0.0635853505198263,0,0,0.103001639310085,0.0399001620686945,0,0,0.0422511814496813,0,0,0,0.00875307208105659,0,0,0,0,0,0,0,0,0,0,0,0.0217935750230615,0,0,0,0,0,0,0.0291684921267268,0,0,0,0,0,0,0,0,0,0,0.00351386312798372,0,0,0,0,0.00297360329937301,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0457877601737403,0.229687242163531,0,0.127552035604285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667079452590116,0.0457782309554731,0.0186378171276255,0.109688758827904,0,0,0,0.0290874722257675,0,0,0,0,0,0,0.0855404369217392,0.176465653027265,0,0,0,0.0162349108344864,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.150955989901974,0,0,0,0,0,0,0,0,0,0.127877827045038,0,0,0,0,0,0,0.11653549343209,0,0,0,0,-0.147513291618021,0,0.186921717066043,-0.100998020523106,0,0.11439521795783,0,0,0,0.0265413900693389,0.249904779096492,0,0,0,0,0.183553248923637,0,0,0,0,0,0,0.0358180097142916,0,0,0.017098529049712,0.0723736309921875,-0.244334003565461,0,0,0,0,0
