,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X000898.SZ,X002466.SZ,X600516.SH,X600547.SH,X601992.SH,X600027.SH,X600111.SH,X300072.SZ,X600176.SH,X002460.SZ,X600352.SH,X000553.SZ,X002110.SZ,X600299.SH,X000786.SZ,X600426.SH,X600808.SH,X000932.SZ,X600801.SH,X000709.SZ,X000883.SZ,X601158.SH,X600339.SH,X600583.SH,X600219.SH,X601699.SH,X000830.SZ,X000408.SZ,X601003.SH,X600985.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.122566322274945,0,0.045412750827597,0,-0.0218853549341957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749372344271675,0,0,0,0,0,0,0.113619264837994,0,0,0,0,0,0,0,0.0188304994822857,0.026692031819237,0,0,0.102138077190194,0,0,2.16840434497101e-19,-0.00703022685651826,0,0,0,0,0,0
X600028.SH,0,0,0.262808962070632,0,0,0,-0.0205963244107562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224765415461139,0,-0.1690067863896,0,0.0797750688978176,0,0,0,0,0,0,0,0,0,0.0334424479001062,0,1.73472347597681e-18,0,0,-0.00755548898253722,0.00933050763686735,0.0687210269566482,0,1.0842021724855e-19,0.000797871794054304,0,0,0,0,0,0
X601088.SH,0,0.0389410120301137,0,0,0,0.0222185814682522,-0.0249045980731172,0,0,0,0,0,0.568014794178838,0,0,0.0663589852856392,0,0,0.0330497919634182,0,0,0,0,0,0,0,0,0,0,-0.109208501558915,0,-0.061203439271043,0,0,0,0,0,0,0,0,0,0,0.0315991060110929,0,0,-3.3881317890172e-21,0,0.0353249109463469,0,0,-0.0105053531756455,0,0,0,0,0,0
X600585.SH,0.0120555073076447,0,0.34867154216994,0,0.0768109923638219,0,0,0,0,0,0,0,0,0,0,0,-0.0321684794513737,0,0.0337432543581514,0,0,0,0,0,0,0.0744417875459832,0,0,0.153870645592608,0,0,0.0702544761115569,0,0,0,0.20152232888894,0,0,0,0,0,0,0,0,0,0,-0.0190430293635818,0.057199171595305,-0.0607032930606897,-0.000114566942582034,0.0125806372165763,0,0,0,0,0,0
X600019.SH,0,0,0.157995112261692,0.197481309145197,0,0.136562611040425,0,0,0,0,0,0,0,0,0,0,0,0.0984790889199309,0,0,0,0,0,-0.0600178997899125,0,0,0,0,0,0.0713719567611966,0,-1.38777878078145e-17,0,0,0.308847048701107,0.00743938270751829,0,0,0,-0.023889789699206,-0.0213429467298035,0,0,0,0,0,0,0.0283613558668856,0,0.00517725675158097,0.0125875038474114,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.191548654011563,0,0,0,0,0,0.214617506572382,0.0456036423563408,0,-0.0957803900597154,-0.103541122966358,0,0,0,0,0,0,0,0,0,0,0,0.289260092111441,0.173128155459518,0,-0.258556944112351,0,0.00857775410789573,0,0,0,0,0,0,0,0.453513119190663,0,0,0.164737799979242,-0.0443901884924398,0.0772124178438026,0.0222367637595232,0.0281466858359334,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.112229883062737,0,0,0,0,0,0,0,0,0,0,0.123788447186782,0,0,0.0713159578823701,0,0,0.686945140534078,0,0,0,0,0,0,-0.000384430019330754,0,0,0,0,-0.0232265557448087,0,0,0,0,0,0,0,0,0.135499363919912,-8.67361737988404e-19,0,-0.015590785306118,-0.0311417085949703,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0660410449573538,0,0.173798883255307,0,0,0,0.678364602384821,0,-0.110969975849774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573247383667561,0,0,0,0,0.21240961624622,0,0,0,-0.0205017455385068,-0.0965109621313018,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246054543148365,0,0,0,0,0,0.0535736761365594,0,0.111271690688043,0,0,0,0.0604087240053112,0,0,0,0.00143533749977772,0,0,0,0,0,0,0,0,0,0,0,0,0.0306236740127013,0.0635236950495044,0,0.0312595539476753,0,0,0,-0.00274088169038159,0,0,0,0,0,0,0
X600660.SH,0,0.132303344235142,0,0,0,-0.0344133941266124,0.0630606007793952,0,0,0,0,0,0,0,0,0,0,0,0.285178488963684,0,0,0,0.0454868395613177,0,0,0,0,0,-0.0292379982791739,0,0.147931938754463,-0.0142143516643149,0.0914420837501907,0,0.13010913765654,0,0,0,0,0,-0.0829064752891897,0,0,0,0,-0.0543673688036819,0,0.0227007028057472,0.137530830730526,0.00337082904103804,0.0177857932108693,0,0,0,0,0,0
