,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600188.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X000898.SZ,X002466.SZ,X600516.SH,X300072.SZ,X600027.SH,X600547.SH,X601992.SH,X600111.SH,X002460.SZ,X600176.SH,X000553.SZ,X600352.SH,X002110.SZ,X000786.SZ,X600299.SH,X600808.SH,X600801.SH,X000709.SZ,X000932.SZ,X600426.SH,X000883.SZ,X601699.SH,X601158.SH,X600339.SH,X600219.SH,X601003.SH,X000408.SZ,X002271.SZ,X600782.SH,X000830.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0981859245204305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00699350055439504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220491110754133,0,0.0838424711463552,0,0.123173791238878,0,0,0,0,0.114904428509325,0.062802255438991,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0.277345052339623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0650712852783358,-0.0641741489575621,0,0,-0.0859786276489715,0,0,0,0,-0.0516868122601096,0,0,0.0859288473399459,0,0.033263144141268,0,0,0,0.0855654837721797,0,0,0,0,0.00239266834849189,0,0,0,0,0.00363167420969757,0,0
X601088.SH,0,0.0860819594092069,0,0.226495736794454,0,0.00847295415801576,-0.119325422329913,0,0,0,0,0.402156957933171,0.0748588663456889,0,0,0.132863565917352,0,0,0.00799081458051087,0,0,0,0,0,0,0,0,0,0,-0.142569489843968,-0.0900579772676998,0.00474030307332814,0,0,0,0,0,0,0.0469302114639822,0,0,0,0,0,0,0,0,0,0,-0.00171897669943951,-0.0083409041358203,0,0,0,0,0,0
X600585.SH,0,0,0.211145142682124,0,0,0,0,0,0,0,0,-0.0486035015079489,0,0,0,0,-0.138553463426929,0,0,0,0.0908022130717949,0,0,0,0,0,0,0,0,0,0.0728309997620699,0,0,0.318960326116743,0,0,0,0,0,0,0,0,0,-0.0383144309154156,0,0,0.169313855014649,0,0,0.00497246452782552,-0.0109994758995587,0,0,0,0.0276846648412446,0,0
X600019.SH,0,0,0.00685407280102035,0.24116711439851,0,0.0388157817059894,0,0,0,0,0,0.181773334089895,0,0,0,0,0,0,0,-0.00962189738575087,0,0,0,0,0,0,0.06097376446611,0,0,0,0,0,0,0.117050476963642,0,0.172824745215461,0,0,0,0,-0.0492472223241269,0,0,0,0.0827125104006803,0.0626773200997763,0,0,0,0.00165357787978993,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487452863817547,0.267379132560782,0,0,-0.210922703000266,0.121082857252229,0,0,0,0,0,0,0,0,0,0,0.121111084621558,0.248245636018932,-0.0602738539611581,0.0960103297245889,-0.480981010620884,0,0,0,0,0,-0.0679885994526761,0,-0.0772294872027279,0,0,0,0.194169684728339,0,0.0732626251812267,0.0242528389382092,0.0586775484794425,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0171601684276396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164626737092466,0,0.270664384241531,0,0,0,0,0,0,0,-0.260788595682158,0,0,0,0,0,0,0,0,0,0,-0.00735085664045345,0,0,0.16701804132385,-0.0469889067593391,0.216399410039717,3.46944695195361e-18,0,0,-0.00884623807518667,0.0125892869788052,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926677348842043,0.136180188783878,0,0,0,0,0,0,0,0,0,0.419372745732794,0,0,0,0,0,0,0,0,0.186895289664155,0,0.0796352173753535,0,0,0.131306038274192,0,0,0,-0.0373886432795895,-0.0642920426966082,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275068068192442,0,0,0,0,0,0.0508638525021326,0,0,0.0375272273759351,0.127469906424843,0,0,0.0600048385588723,0,0,0,0,0,0,0,0,0,0,0,0.0545459861676103,0,0,0,0,0,0,0.0369839063085183,0.000884820280171671,0,0,-0.00176342875697919,0,0,0,0,0,0,0
X600660.SH,0,0.0107018253998269,0,0,0,-0.104958012662744,0,0,0,0,0,0,0,0,0,0,0,0,0.0404064028491161,0,0,0,0,0,0,0,0.162996240878612,0,0.010026869993638,0,0,0.0361129056594008,0,0,0,0,0.220955178142185,0,0,0,0,0,0,0,0,-0.00142150922188877,0,0,0.204462060464859,-0.0125348256189037,0.0311436449190004,0,0,0,0,0,0
