,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X600011.SH,X000708.SZ,X002271.SZ,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601600.SH,X601898.SH,X600362.SH,X600010.SH,X600489.SH,X600176.SH,X600352.SH,X601991.SH,X600111.SH,X600188.SH,X600027.SH,X600795.SH,X600426.SH,X600299.SH,X600688.SH,X002466.SZ,X601992.SH,X002080.SZ,X002353.SZ,X600529.SH,X600219.SH,X600612.SH,X600486.SH,X600315.SH,X000723.SZ,X000027.SZ,X000301.SZ,X000932.SZ,X002075.SZ,X002409.SZ,X600126.SH,X600516.SH,X000898.SZ,X601158.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0521879492717845,0,0,0,0.159750809668371,0,0,0,0,0,0,0,-0.0122935670631545,0.0288203410114919,0,0,0,0,0,0,0,0,0.118684772705497,-0.0345451377101001,0,0,0,0,0.0366198127385404,0,0,0,0,0,0,0,0,0,0,0,-0.00200372231156736,-0.00347365583110262,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0151591416824155,0,0,0,0,0,0.102402485206292,0,0,0,0,0,0,0,0,0,0,0,0,0.00923953476026188,0,0,0.127796329152235,0,0,0,0,0,0.0677604273546739,0.0120301557594521,0,0,0,0,-0.026092343819027,0,0,0,0,0,0.00314902870728507,0.0072600502896626,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0560832492232852,0.00186972845370884,0,0.087357215346938,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0245812295264412,0,0,0,0.2128104072136,0,0,0,0,0,-0.0197824629201266,0,0,0,-0.027656284395614,0,0,0,0,0,0,0,0,0,0,0.097253675945211,0,0.0282257766637118,0,0,0,-8.67361737988404e-19,0.00853139582456521,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208652857820735,0,0.133734104140172,0,0,0,0,0,0,0,0,0.0534722819522097,0,0,0.00424092735646819,0,0,0,0,0,0,-0.0222829003810549,0.107486927306518,0.0198468013994824,0,0,0,0,0,0,0.0116226087864442,0,0,0,0,0,0,0,0.0184412030812109,0.00133089488962535,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0883446358118131,0.0697520861187929,0,0,0,0,0,0,0.0979966170532051,0,0.0172069192269003,0,0,0,0,0,0,0,0.110452936439079,0,0,0,0,0,0.051467755824978,0,0,0,0,0,0,0,0,0,0.0741407574171929,0.0827362379740244,0,0,0,0,0,0,0.00412258028115188,-0.0254875470564169,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.132486811890357,0,0,0,0,0,0,0,0,0,0.649435017357751,0.0132190594357218,0.0823787341048537,0,0,0,0,0,0,0.0455611604420208,0,0,0,0,-0.0581810352353027,0.0275328479423803,0,0.0340077233609926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00965179744922435,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243245476972678,0,0,0,0,0.0500695525263826,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0120742409101198,0,0,0,0,0,0.112553118976728,0,0,0.0726128144680081,0,0.0444542025940547,-0.0605313199896867,0,0.0216181075928087,0,0,0,0.00867197941493306,-0.000420049843001561,0,0,0,0,0,0
X600011.SH,0,0,0,0.187406750174198,0,0,0,0,0,0,0,0,0,0,0.110774131575156,0,0,0,0,-0.00859273868771839,0,0,0,0,-1.73472347597681e-18,0.120393383478902,0,0,0,0,0.052975421659049,0,0,0,0,0.0187375723553236,0,0,0,0.0554920743671224,0,0,0,0,0,-0.0275269520946093,0,0,0,0,-0.00799099028106588,0.00711002884091867,0.0104263546991967,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0728442519491901,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.101058346365729,0.124379214208365,0,0,0,0,0.327886864428399,0,0,0,0.026955768616573,0,0,0,0,0,0,0,0,0,0,0.0794154534316502,0,0,0,0,0,0.15190783518377,0,0,0,0,0,0.00408842125360508,-0.0101731955190868,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0391496156504337,0,0,0.174685893271296,0,0,0,0,0,0,0,0,0.203846229624498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965141238530874,0.0445287019310329,0,0,0,0,0.169671897451764,0.0685617343571973,0.0343119105775019,0,0,0,0,0,0.00634167072253374,-0.018373062933084,0,0,0,0,0,0
