,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600795.SH,X600660.SH,X600188.SH,X601992.SH,X300072.SZ,X002466.SZ,X600362.SH,X600547.SH,X601991.SH,X600886.SH,X002460.SZ,X600111.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X600027.SH,X000786.SZ,X600176.SH,X000792.SZ,X000553.SZ,X000408.SZ,X600219.SH,X600489.SH,X600352.SH,X600808.SH,X000959.SZ,X600339.SH,X600299.SH,X002271.SZ,X000723.SZ,X601158.SH,X000883.SZ,X000983.SZ,X601699.SH,X002092.SZ,X002470.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.491590767688876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00680651701493682,0,0,0.0223243994524028,0,0,-0.0141020984021355,0,0,0,0,0,0.0440263165790271,0,0,0,0,0.0142348200896809,-0.0578080197686281,0,0,0,0.0365576071846265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.358304492607558,0,0,0,0.133678501895374,0,0,0,0,0,0,0,0,0,0,0,0.00730803195724639,0,0,0,0,0,0,0.0388228438701091,0,0,0,0,0,-0.0685166839642078,0.0167660156938308,0,-2.11758236813575e-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00591424776292708,0,0,0,0,0,0
X601088.SH,0,0,0,0.110685229248074,0,0.111168496284071,0,0,0,0,0,0.475752571816219,0,0.171612889957509,0,0,0,0,0,0,0,-0.0752297098288931,0,0,0,0,0,0,0.0839174259586435,0,0,0,0,0,0,0.0168930172632589,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0193014016644451,0,0,0,0,0.0452319137673515,-0.0289722239144371,0,0,0,0,0,0
X600019.SH,0,0,0.0809365110123822,0,-0.025674544145689,0,0,0,0,0,0,0,0.161240024901797,0,0,0,-0.0200750916513824,0,0,0,0,0,0.0617988181091936,0.162636927493979,0,0,0,0,0,0,-0.00308983465210943,0,0,0,0,0,0.291658174262951,0.0292882021058924,0,0,0,0,0,0,0,0.0488537411401216,0,0,0,-0.169251613198142,0.0249398803033159,-0.0306718332851435,0.117285588666059,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.149277694963214,0,0,0,0,0,0,0,0,0,0.0858966150149173,0,0,0,0,0,0,0.13842041717886,0,-0.104994413238345,0,0,0,-0.120945000169048,0,0.058239001559281,0,0,0,0,-0.109017685245332,0,0,0,0,0,0,0,0,-0.0118582709496919,0.0431306357183359,-0.142743276528238,0,0,0,0,0
X601600.SH,0,0,0.00412372284761994,0.0633299921624643,0,0,0,-0.00855726085571086,0,0,0,0.0247827526125783,-0.0583372645628142,0,0,0,0,0,0,0,0,-0.0071218562883827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346316087068936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00176822263430221,-0.0389810120236467,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0536518703930405,0,0,0,0,0,0.0783908363251516,0.146162072533803,0,0.0239050712290441,0,0,0,0,0,0.0092279544073407,0,0,0,0,0,0.0181410949637542,0.0495727750001874,-0.00341156813127098,0.0121775298936553,0,0,0,0,0.169499063364986,0,0,0,0,0.0431811478241655,0,0,0.0518805734695458,0,0.0760211204212882,0,0,0,0.00310970001286446,0.000271901942556429,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162344268505923,0,0.163829395382697,0,-0.124273465088146,0,0,0,0,0,0,-0.117801550105031,0.0666788728431164,0,-0.0689544970331219,0,0,0,0,0,0,0,0,-0.261466400279216,0,0,0,0,-0.202066051940655,0.353871627179917,0,0,0,0.0184826185517394,0.0238344892052282,0,0,0,0,0,0
X600011.SH,0,0,0.0451659214094475,0,0,0,0,-0.00168519441104712,0,0,0,0,0,0.152936300449889,0.0454008919506713,0,0,0,0,0,0,0,-0.0698569625053332,0,0,0,0,0,0.0203085936184427,-0.0196172811792584,0.0142957253712808,0,0,0,0,-0.00262450669302211,0,0.0351314424925031,0,0.0433050380346202,0,0.023008853985492,0,0,0.0262108195114441,0,0,0,0,0,0,0.00793543624582148,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.03710842261897,0,0,0,0,0.0272717574992977,0,0.222269761547257,0.0510355047388472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219382437406709,0.0548231588674118,0.0139138862336803,0,0,0,0.064319864208116,0,0,0,0,0,0,0,0.134727571413207,0.0833759447392138,0.0181818338747338,-0.00769666777959055,0,0,-0.0041253602034743,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,-0.00149394308146132,0,0,0,0,0,0,0,0,0,0,0,0.109896525268813,-0.208324289781011,0,0,0,0,0,0,0.0357458314698181,0,0,0,-0.0244059395613834,0.0245708425232265,0.0963142918173818,0,-0.141036148298281,0,0,0,0.291786782311767,0,0,0.0894213540021429,0.18833300783253,0,0,0,0,0.0743447414169519,0,0,0,0,0,-0.0142220640751523,0,0,0,0,0,0
X600795.SH,0,0,0,0.0476011537210826,0.0695830975913772,0,0,0,0,0,0,0,0,0,0,0,0,-0.213184899666149,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.106332674344409,0.0947651696688524,0,0,0,0,0,0,0.147774989059149,0,0,0,0,0.364827477682877,0,0,0,0,0.0176859968994806,-0.050122654800841,0,0,0,0.28002709024687,0,0
X600660.SH,0,0,0,0,0,0,0,0.124167542337181,-0.0630784976866043,0,0,0,0,0,0,0.209879737386758,0,0,0,0,0,0,0,-0.191299553002406,0.053278809677878,0,0,0,0.0582939618833807,0.0785287960784765,0.0426070342542961,0,0.00210127127859066,0,0,0,0,0,0,0,0.113998140730998,0,0,0,0.0896235327026939,0,-0.0710205415568866,-0.0306085090917054,0,0,0,0.0138272405145467,0,0,0,0,0,0
X600188.SH,0,0,0.0343527120680496,0,0,0,0,-0.0586514407812477,0,0.0218643002703879,0,0,0,0,0,0,0.10749012267604,0,0,0,0,0,0.143259693789728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261424055529517,0.00897085596414021,0,0,0,0.328440047319813,0,0,0,0,0,4.33680868994202e-19,0.00298961751778114,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816463775526477,0,0,0,0,0,0,0.0240020481056771,0,0,0,0,0,-0.0213999478437456,0.140105187281111,-0.00433764265303821,0,0,0,0,0.0974635218353957,0,0,0,0,0,0,0.0476187564809966,0,0,0,0,-0.212398904176895,0,-0.00782687389173139,0,0,0,0,0,0
X300072.SZ,0,0,0.201837929825798,0,0,-0.0643188118077795,0,0,0,0,0,8.67361737988404e-19,-0.296614019442312,0,0,0,-0.0252809910919064,-0.0809023714308537,-0.255072288857789,0,0,0,0,0,0,0,0,0,0.0558106621145141,0.217232260868742,-0.117690068100209,0.197144534711028,0.0514868909420469,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162944699107149,0,0,0,-0.119240340144561,0.118148416874509,0,0,0,0,0,0
X002466.SZ,0,0,-0.0872213473853229,0,0,0,0,-0.064985557802393,0,0,0,0,0,0.17120386929035,0,0,0,0,0.0684805408626457,0,0,0.725997061404138,0,0,0,0,0,0,0,0.0600819124370421,0,0.0652425985516533,0.0693221197900173,0,0,0,0,-0.017015797168796,0,0.0579646268990033,0,-0.100570925837401,0,0,0,0,0,0,0,0,0.011414541764447,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937137487126976,0,0,0,0,0,0,0,0.0422592063347111,0.264457457649491,0,-0.00297082677624997,0,0,0,4.33680868994202e-19,0,0.0195108107902895,-0.0783441603655433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134826296028778,0,-0.0696968064212221,0.0211568542129412,0,0,0,0,0,0
X600547.SH,0,0,0.0726049693546342,0,-0.181828258445698,0,0,0.0620941603483943,0,0,0,0,0,0,0,0,0,0,0,0,0.0716284012687389,-0.019378707646538,0,0,0,0,0,0,-0.0256663653621663,0,0,-0.0285189163146865,0.0545238662122958,0.0306943631712202,0.694344609220446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493106984967811,0,-0.00251904918585437,0,0,0,0,0,0
X601991.SH,0,0,0,0,-0.0496000894793083,0,0,0.0453097005516864,0,0,0,0,0,0,0,0,0.0741339998344281,-0.0650214717378759,0,0,0,0,0,0,-0.0220359718000299,0,0,0,0,0.00386578049657497,0,0,0,0,0,0,0,0,0.107081528262446,0.00675296794226567,0,0.073777393545041,0,0,0,0,0.0599959296950247,-0.0617904826668802,0,0,0,-0.0148878698596152,0,0,0,0.115316971456523,0,0
X600886.SH,0,0,0,0,-0.043047909506358,0.0146702083043887,0,-0.149608417518454,0,0,0,0,0,0,0.0703708081459941,0,0,0,0.0607471868840797,0,0,0,0,0,0,0.0268085025948079,0,0,-0.0345117550421049,0,-0.0274209280548552,0.107990412697175,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,-0.0415857048613194,0,0,0,-0.103663412899246,0,0.00415695895538825,0,0,0,0,0,0
X002460.SZ,0,0,0,0.134748189913997,0,0,0,0.059769411880685,0,0,0,0,0,0,0,0,0.689387488517554,0,0,0,0,0,0.0218405761158358,0,-0.17691770814091,0,0,0,0.0978030988329753,0,0.120023674765226,-0.0581094646021963,0.130953229247456,0,0,0.051184748661745,0,0,0,-0.0543448797532919,0,0.0313372802870039,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.00235792567942856,0,0,0,0,0,0
X600111.SH,0,0,-0.145793380415863,0,0,0,0.309286400421405,-0.00396210618624651,0,0,0,-0.155974224036742,0,0,0,0,0,0,-0.104172495981368,0,0,0,0,0,0.0645180169290502,0,0,0,0,0,0.0435018053310017,0,0.0680278403896337,0.276044813516357,0,0.0818224205722208,0,0,0.264041455177357,0,-0.171965600091299,0,0,0,0.606166986290091,0,0.247208654116302,0,0,0,0,-0.0339635935638452,0,0,0,0,0,0
X000898.SZ,0,0,0,0.0127921425466784,0,0,0,0.0160085589029193,0,0,0,0.140906469819614,0,0,0,0,0.152173174333198,0,0,0,0,0,0.109553142739705,0,0,0,0,0,0,0,0.0215545976446046,0,0,0,0,0,0.431671842567057,0.206730301717952,0,0,0,0,0,0,0,0.0427067972568569,0,0,0,0,-0.000450940290677078,0,0,0,0,0,0,0
X600516.SH,0,0,0,0.213573418657551,0,0,0,0.460976650761797,0,0,0,0,0.37462635121587,0,0,0.152621540650024,0,0,0,0,-0.178161215852294,0,0,0,0,0,0,0,0,-0.118615267531881,0,0,0,0,0,0,0,0,-0.140017480503634,-0.0359770238707067,-0.416706543386763,0.0193567606425664,0,0,0,0.210041163362841,0.419922562263662,0,0,0,0.0371015755062444,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0.169860258487871,0,0,0,0,0,0,0,0.0261593639866576,0.0315736949426799,-0.0535212256985192,0,0,0,0,0,0,0.181645081445614,0,0,0,0,0,0,0,0,0.0618696394632054,0,0.135428051080793,0,0.0659689814931661,0.167375411100491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115873832989973,0,0,0,0,0,0
