,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600362.SH,X600188.SH,X600886.SH,X600111.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X600352.SH,X601158.SH,X000898.SZ,X000709.SZ,X600157.SH,X600547.SH,X002353.SZ,X600489.SH,X600008.SH,X000539.SZ,X000629.SZ,X600021.SH,X600808.SH,X600660.SH,X600549.SH,X000630.SZ,X000027.SZ,X000831.SZ,X000825.SZ,X600578.SH,X002470.SZ,X600219.SH,X600315.SH,X600307.SH,X600098.SH,X000060.SZ,X600490.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.442695475756338,0,0,0,0,0,0,0,0.0186711014532089,0,0,0.0361381474620903,0.221345473915559,0,0,0,0.0412826422197695,0,0,0,0.00912524632717136,0,0,0,0,0.0658351334326085,0,0,0,0,0,0,0,0,0,0,0,0.0530832837890638,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0149225654996896,0.0170975808187515,0,0,0,0,0,0
X600028.SH,0.427864011881126,0,0,0.00866419093249565,0,0,0,0,0,0.210370018743874,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0523762037795907,0,0,0,0,0,0,0,0,0,0.0099783113307233,0,0,0,0,0,0,0,0.11575405233019,0,0,0.0484963188629825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0810427608596557,0,0,0,0,0,0,0.246048596262629,0,0,0,0,0.280894402891265,0.0840906833393387,0,0,0,0.109198116544125,0,0,0.0258026044384689,0,-0.0494488179113776,0.0556132612685542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056944931944107,0,0,0,0,0,0.0326213551076757,-0.0670706549928527,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0342196918573429,0,0.164594826657365,0,0,0,0,0,0,0.116009438611678,0,0.330874561590979,0,0,0,0,0,0,0,0.0960682746756661,0,0,0,0,0,0,0,0,-0.0315021957360187,0,0,0,0,0.102581915531608,0,0,0.102795505287672,0,0.0558103115478783,0,0,0,0,0.060063878803882,0,0,0,0.0161314952493745,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167120101087659,0.0217560254972576,0,0,0,0,0,0,0.108393346332063,0.320906868207043,0,0,0,0,0,0.06556905611944,0,0.0370462343580113,0.032880846255561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.0461952327417123,0,0,0,0,0,0,0,0,0,0,0.115261451111072,0,0,0,0.0405594328474219,0,0,0.251951170013447,0,0,0,0,0,0,0,0,0,0.00602288208116241,0,0,0,0,0,0,0,0,0.0895022102778625,0.058202058181081,0,0,0,0,0.0319088823170637,0.142089409203364,0,0,0,0,0,0.0327174470775214,0,0,0,0,0,0
X600010.SH,0,0,0,0.0313889957962026,0,0,0,0,0,0,0,0,0.0613179623181837,0,0,0,0,0,0,0.199628228450072,0,-0.0293067628360997,0,0.518697713831196,0,0,0,0,0,0,0,0,-0.0523160349054852,0,0,0.0625103527162408,0,0,0.133315849977073,0,0,0,0,0.370509816320419,0,0,0,0,0,0,0.0393682603927259,0,0,0,0,0,0,0
X601898.SH,0,0,0.0861541846637164,0,0,0,0,0,0,-6.93889390390723e-18,0.221939951733096,0,0,-3.46944695195361e-18,0,-1.73472347597681e-18,0,0.126746791722019,0,0.00355246338551896,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0651526201393194,0,0,0,0.0626578452491028,0,0,0.208082939461839,0,0,0,0.06085163450355,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.255239514869265,0.240288093707842,0,0,0.107559845105398,0,0.107102439448321,0,0,0,0,0,0,0.0335189086676327,0,0,0,0,0,0,0,0.0594737994669659,0,0.0390104709461092,0.0228416928093535,0.0461747001146945,0,0,0,0,0.0860575776246392,0,0,0,0,0,0,0,0,0.0265249926571785,0,0,0,0,0,0,0,0,0
X601600.SH,0,4.33680868994202e-19,0,0,0,0,0,0.345537890516645,0.0374223330643747,0,0.0360537795100163,0,0,0.0688359149206426,0.289704307072447,0.177525384282379,0,0,0,0.056912197546855,0,0,0,0,0,0,0,0,0,0.0816652542070404,0.00602668909719845,0.117885300537302,0,0.0275493655082111,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
