,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X002466.SZ,X600176.SH,X600111.SH,X000709.SZ,X600516.SH,X600299.SH,X600352.SH,X002460.SZ,X600489.SH,X601158.SH,X600808.SH,X000629.SZ,X600219.SH,X600801.SH,X000825.SZ,X000883.SZ,X000786.SZ,X000539.SZ,X000553.SZ,X600612.SH,X600583.SH,X002470.SZ,X000408.SZ,X300072.SZ,X600021.SH,X002110.SZ,X000301.SZ,X000630.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0356226386846234,0,0,0,0,0,0,0.169572649335382,0,0,0,0,0,0,0,0.0596766125945421,0,0,0,0,0,0,0,0,-0.0456245959319284,0,0,0,0,0,0,0,0.163348724979946,0,0,0,0.069685177476575,0,0,0,0,0,-0.0671203675084427,0,0.0392638372492766,0.107135532857606,0,0.22085715871799,0,-0.0316144746267662,0.0287467237335136,0,0,0,-0.0680904309964459,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.418596428307291,0,0,0,0,0,0.0314329163386877,0,0,0,0,0,0,0,0,0,0,0.0403869418386504,0,0,0,0.0426901691868341,0,0,0,0,0,-0.0819563752195687,0,0,0.0290627847857008,0,0,1.0842021724855e-19,0,-0.0686943953386133,0.119314904288399,0,0.464262645438081,0,-0.000178482135115502,0.115752717442728,0,0,0,-0.065661979197766,0,0
X601088.SH,0,0,0,0.0254556469855649,0,-0.232789227531588,0,0,0,0.361370834768388,0,0,0,0,0,0,0,0,0,0,0,0.155267796001373,0.0143190514865244,0,0,0,0,0,0,0,0,0.186483630625684,0.0881299098772043,0,0,0,0,0,0,0,-0.130465036669437,0,0,0,-0.0455903769633697,0.0360650179611569,0,0,0,0,0,-0.00596602179816915,0,-0.0247046057147549,0,0,-8.67361737988404e-19,0,0
X600585.SH,0,0,0,0,0,0.303567929286298,0,0.0326597569512781,0,0,0,0,0,0,0.0234585937415082,0,0,0,0,0,-0.00924226521233113,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.210803023455752,0,0,0,-0.243878924068651,0,0,0,0,0.137992611581485,0,0.0621891151326224,0,0,0,0,0,-0.0182336241331705,0.0231785247003725,0,0,0,0.0452179188974033,0,0
X600019.SH,0,0,0,0.0367328042585849,0,0,0.148080886991729,0,0,0,0,0,0,0,0,0,0,0,0.0143139066398015,0.255487126391065,0.0820829617373496,0,0,0,0,0,0,0,0,-0.067156759006711,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.00670213943877692,0.165026214889924,0,0,0,0,0.000687871618873708,0.0168258371268814,0,0,0,0,0,0
X600011.SH,0,0,0,0.141896040207165,0,0,0.13434297798973,0,0,0,0,0,0,0,0,0,0,0.596866785405457,0,0,0,0,0,0,0,0,0,0,0.025241444764175,-0.209374624759579,0,0,0.0356708424689264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759903833733276,0,-0.00626405425589056,0,0,0,0,-0.0640573077627135,0,0
X600309.SH,0,0,0,0,0,0.390046044158027,0,0,0,0,0,0,0,0,0,0,0,0,0.299138324265938,0,0,0,0,0.0819863010683456,0,0,0,0,0,-0.0611565293574338,0,0,-0.478217847344716,0,-0.367136036198994,0,0,0.495785547971705,0.396240231764448,0,0,-0.0828243276880984,0.0724271716567798,0,0,0,0.114667011787193,0,0,0,-0.668574279253961,-0.0121237211067036,0.0106345673703141,0,0,0,0,0,0
X600010.SH,0,0.0896191689344832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185506017445943,0,0.131757768346072,-0.0567650731055394,0,0.0959992530081777,0,0.140747537341781,0,0,0,0,0,0,0,0.251480205384324,0.150315619655289,0,0,0,0,0.0975330134386085,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.0108847118640105,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149295175452338,0,0,0.0313813655424262,0,0,0.604145666458922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940027927147091,0.143025024481053,0,-8.67361737988404e-19,0,0,0,0.0138870594801317,-0.042331807457426,0,0,0,0,0,0
X601898.SH,0.232676778375228,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.422820076325776,0,0,0,0,0,0,0,0,0,0,0.0291111027279941,0.0896916898648238,0,0,0,0,0,0,0,0,0,0,0,0.0495686619379147,0,0,0,0,0,0,0,0,0,0,0,0,0.136626977540768,0,0.00243692060259218,0,-0.0211720824891108,0.0384659426054532,0,0,0,0,0,0
