,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600795.SH,X600188.SH,X601600.SH,X600547.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X600111.SH,X600886.SH,X601992.SH,X600309.SH,X600489.SH,X600660.SH,X600623.SH,X002466.SZ,X600299.SH,X000792.SZ,X002075.SZ,X601158.SH,X000709.SZ,X000898.SZ,X000723.SZ,X000408.SZ,X600352.SH,X600583.SH,X000883.SZ,X000959.SZ,X000983.SZ,X600549.SH,X600176.SH,X000539.SZ,X000027.SZ,X002470.SZ,X600021.SH,X000630.SZ,X600126.SH,X000012.SZ,X600098.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0378300985277085,0,0,0.00813129449710486,0,0.00180658383259687,0,-0.00721418697143119,0,0,0,0,0.0855198152241558,0,0,0,0.00474318477671006,0,0,0.00379818875992165,0.0134248325423548,0.0157462395610187,0,0,0,0.0605592360413663,0,0,0,0,0,0,0,0,0.0435106676841708,0,0,0,0,0,0,-0.000427819199711806,-0.0105441128494323,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.00202711528886439,0,0.0807199649071322,0,0.0564795305013571,0,0,0.00345365189990892,0,0,0.0458677741894335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796858497982527,0,-0.0264676997245628,0,0,0,0,0,0,0,0,0.0197870052340948,0,-0.0251599142233427,0.0112057022201706,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.206773739875222,0.00773090705704703,0,0.11974343552093,0,0,0.025654619407784,0,0,0,0,0.0339977304687661,0,0.0367124553961319,0.103478914895753,0,0,0,0,0,0,-0.029078836001702,0,0,0,0.0136243232193032,0,0,0,0,0.0392735139349028,0,-0.0397814847940119,0,0,0,-0.0600700161146155,0,0,0,0,0,0,0,0.0254743805102399,0.0598578433761655,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0946681091408754,0,0,0.103745013835318,0,0,0.0536327236094436,0,0,0.144987667948347,0,0,-0.00500171653768022,0,-0.0190826044943093,0,-0.200677147971252,0,-0.0106790821323535,0,0,0,0,0,0.202203185965224,0,0,-0.046209125913247,0,0.055729336844543,-0.147911596218967,0,0,0,0,0,0.00667919788122244,0,0,0,0,0.0202223861229533,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.122431764178197,0,0.0574199921979216,0.0975572366732835,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.187796665366642,0,0,0,0,0,0,0,0,0.0369378168171637,-0.000557507661162892,0,0,0,0,0,0,0,0,0,0.0413076004227055,0.0475902229649163,0,0,0,0,0,0,0.0126154328533224,0.0395418425628784,0,0,0,0,-0.036268272246835,0,0,0,0,0,0
X600585.SH,0,0.339722466322738,0,0,0.0269213652939731,0,0,0,0,0,0.125112206159241,0,0,0.0446423164010238,0,0,0,0,0,0,0.104721282917279,0,0,0.142269193325467,0,0,0,0,-0.133505635933258,0,0,0,0,0,0.0955147709785675,0,0,0,0,0.0146609400161673,0,0,0,-0.0469737773713764,0,0,0.00180916380840397,-0.125274094130418,0,0.0267443514290885,0,0.0429505645097084,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0580928772971186,0,0,0,0,0,0,0,0,0,0,0,0.0231234195655279,0.0229426943297346,0.0174705413034132,0,-0.00836462416900985,0,0,0,0,0,0,0,0,0,-0.0215852793466567,0,-0.0646528123010944,0,0,0,0,0,-0.0254008342382373,0.0125622064564544,0,0.0606385306006263,0,-0.0322319801767896,0,0,0,0,0.0240590172502452,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.196110442249054,0,0,0.0966760235869339,0,0,0,0,0,0,0,0,0.0539044790727963,0,0.0871428413487054,0,0,0,0,0,0,0,0,0,0,0,0,0.085529980571973,0,-0.0680511976099852,0,0,0,0,0,0,0,0,0,0.23886468691401,0,0.0338231338916801,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0240028188934523,0,0,0.10496205852185,0,0,0,0,0,0,0.142574075172188,0,0,0,0,-0.0399118117373204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00724825198166325,0.0230060679148132,0,0,0,0,0.00936184623079859,0.207495095723395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.00647916179064409,0.0353128653566526,0,0,0.190035157052536,0.0958278194476467,0,0.0321511722058082,0,0,0,0,-0.0124254293325796,0,0,0,0,0.0763070660752722,0,0,0,0,0,0,0,0.00517678481596198,0,0.0271915659745304,0.0381475441915287,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0
