,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X002271.SZ,X000301.SZ,X000877.SZ,X600795.SH,X600027.SH,X600362.SH,X600426.SH,X601991.SH,X000983.SZ,X600803.SH,X600176.SH,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X000408.SZ,X600160.SH,X600219.SH,X000539.SZ,X600995.SH,X000932.SZ,X300037.SZ,X002409.SZ,X600688.SH,X600612.SH,X000629.SZ,X002080.SZ,X000933.SZ,X000027.SZ,X600096.SH,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.670429141794749,0,0,0.156654256029335,0,0,0,0,0,0,0,0,0,0,0,-0.0896387224487022,0,0,0,0,0,0,0.0748405742079311,0,0,0,0,0,0,0,0,0.0964999007614356,0,0,0,0,0,0,-0.0392306684487641,0.0292156932369114,0,0,0.241512629258391,0,0,0.206449607438287,0,0,0,0,0,0,0.183472675533736,0,0,0,0,0
X600028.SH,0.704634597097337,0,0,0,-0.0845513051644522,0.00558450820410347,0,0,0,-0.0653275237625968,0.0881454882847369,0.0498063983102982,0,0,0,0,0,0,0,-0.0391577814786612,0,0,0,0,0,0,0.056057492135516,0,0,0,0,0,0,-0.0212334160103001,0,-0.00515522328656412,0,0,0,0,1.73472347597681e-18,0,0,-0.0151313083886199,0,0,0,0,0,0,0,0.0133794518908772,0,0,0,0,0,0,0
X601088.SH,0.118986225618553,0.101558337549932,0,0,-0.144373439431015,0,0,0,0,0,0,0.362484544884541,0,0,0,0,-0.0177818645464133,0,0,0,-0.0401703715936993,0,0,0,-0.0656169413145074,0,0.0118761347705442,0,0.0209125555106721,0,0,0,0,0.154600792959384,0,0,0,0,0,0.0743718269896147,0,-0.00725093132089252,0,0,0,0,0.316774012124057,0,-0.0823312598475176,0,0.0517196428856191,-0.0334901572825697,0,-0.177906667960775,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.196312078950902,0,0,0,0,0,0,0,0,0,0,0,0,0.00853115347499975,0,0,-0.0379698914150015,0,0,0,0.139408173817925,0,0,4.33680868994202e-19,0.12094689418031,0,0,0.0267673606425523,0,0,0.0248027040044458,0,0,-0.108274590797669,0,0,-0.00538816061076611,0,0,0,0.0236689814475021,0.0810650683074166,0,0,0,0,0,-0.0117844118671912,0,0,0,0,0,0
X600188.SH,0,0,0.101954217251597,0,0,0,0,0.0613698080529786,0,0,0,0.226572406195386,0,0,0,0,0,0,0.153378574530168,0,0,0,0,0,0,0,0,0,0,0,-0.139669768904628,0.315421198818865,0,0,0,0,0,-0.0529611812949131,0,0,0.232228060525825,0.0164903678843478,0,0,0,0,0.198803191955837,0,0,0.382658614444811,0,-0.108931679252083,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.159406528824298,0,0,0,-0.186684739537097,0,0.0844933683239622,0,0,0,0,0,0,0,0,0,0,0,0.145260346101687,0.624394238094222,0,0,0,0,0,0,0.148036343439676,0,0,0,0,0,0,-0.141672254664374,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133051626177442,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.161181720062664,-0.0763963915704055,0,0,0.127392905168894,0,0,0,0,0,0,0,0,0,0,0,0.00264992429251159,0,0,0,0,0,0,0,0.0106571011598238,0,0,0,0,0,0.0932961565094263,0,-0.0754085393514933,0,0.0406691813071325,0,0,0.0565378107765562,0,0,0,0.108545824332096,0,0.0653459584580562,0,0,0,0,-0.0718496488832296,0.0128360187677976,0,0,0,0,0,0
X600019.SH,0,0.0798580592184537,0,0,0.124469259454395,0,0,0,0,-0.0764143639257333,0.105778829426174,0,0,0.0882525788789692,0,0,0,0,0,0,0,0.0506065358010447,0,-4.33680868994202e-19,0.052167888590177,0.0651935027381111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00508123777247381,0.0902939557126839,-0.0732220769474322,0,0,0,0,0,0,0.041276768740023,0.0475811290021851,0,0,0,0,0,0,0
X002460.SZ,-0.0296416672064765,0,0,0,0,0,0,-0.0108426899431254,0,0.600490923668933,-0.124916172448174,0,0,0,0,0,0,0,0,0,0,0.159886639597095,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.127400881004593,0,0.0222981387399125,0.0294087552067154,0,0,0,0,0,-0.006575123354956,0,0,0,0,0,0,0.223775122885734,0.045249223870776,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.224649723626247,0,0,-6.93889390390723e-18,0.122715859398533,0,0,0,0,0,0,0.0671958184263735,0.138466845825455,0,0,-0.133320933802021,0,0,0,0,0,0,0,0.272129311265186,0,0,0,0,0,0,0,-0.0130497736234567,0,0.00769400763580755,0,0,0.281875805623631,0.0316047729923497,0.143924601951817,0,0,0,0,0,0,0,0,0,0,0,0
