,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600795.SH,X601600.SH,X601898.SH,X600010.SH,X601991.SH,X600886.SH,X600188.SH,X600027.SH,X600362.SH,X600688.SH,X600111.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X600309.SH,X000898.SZ,X601158.SH,X600352.SH,X000792.SZ,X600021.SH,X600808.SH,X000629.SZ,X000539.SZ,X600547.SH,X000060.SZ,X600489.SH,X000825.SZ,X600660.SH,X000027.SZ,X002353.SZ,X600008.SH,X000831.SZ,X600578.SH,X600863.SH,X600307.SH,X600219.SH,X002470.SZ,X600315.SH,X600549.SH,X601699.SH,X600098.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.569171798699806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336303679926131,0,0,0,0,0,0.103033630163581,0,0.0327138098374681,0.00390655537818743,0,0,0,0,0.116548615152033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.495585109921262,0,0,0,0,0,0,0,0,0,0,0,0.0747774821222737,0,0,0.00241011086185725,0,0,0.142066309103029,0,0,0,0,0.0702416441837856,0,0,0,0,0,0,0,0,0,0,0,0.0368132049912252,0,0.0319455894463326,0,0.0132734930745508,0,0,0.0182955598030274,0,0,0,0,0.0613520846281508,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0425517227120071,0.261591721083199,0.0178300079666085,0.00454596943362206,0.125170516703676,0,0,0,0.160285256267391,0,0,0,0,0,0,0,0,0,0.0129133244283303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674652925373248,0,0,0,0,0,0,0,0.234525526606403,0,0,0,0.0247285783345218,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.151519921586168,0,0,0.186988443846319,0,0,0,0.523120108235607,0,0,0,0,0,0,0,0,0,0.0345076920790553,-0.00866285229966869,0,-0.010442661032597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0523551883756004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189370652108635,0,0.256397586670659,0,0,0,0.0478219040828258,0,0,0.102193992252406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111706736598134,0,0,0,0.00322931094832586,0,0,0,0,0,0,0
X600585.SH,0,0,0.0332984489734669,0,0,0,0,-6.93889390390723e-18,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.277491094762252,0,-6.93889390390723e-18,0.170572993910229,0.0110110120800861,0,-0.00877415564723799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100838686703186,0,0,0,0,0.10502554545045,0.121254668970915,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0645069538304148,0,0,0,0.164585888241331,0,0.0617388084366957,0.21100868084198,0.037969328535668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496013291417486,0.125880548117628,0,0,0,0,0,0.0961543503036974,0,0,0,0,0,0,0.0571760030990984,0,0.0320249989642499,0,0,0,0,0,0,0,0.0173469028900511,0,0,0,0,0,0,0
X601600.SH,0.0114435179791601,0,0,0,0.125519030727524,0,0,0,0,-0.0553724533022841,0,0.0124294568136742,0,0.0780746902539284,0,0,0.520840498418858,0.00977495914278579,0,0,0,0,0,0,0,0,0.079696686522549,0,0.0888119367616903,0,0,0,0,0,0,0,0,0.0059885575402833,0,0,0,0,0.0996455554055408,0,0,0.0120837316823099,0,0.0500943473684375,0,0,-0.0291546047269253,0.0473744234518132,0,0,0,0,0,0
X601898.SH,0,0,0.415765591655379,0,3.56091752072678e-05,0,0,0.0205476967784835,0,0.0546227716457561,0,0,-6.93889390390723e-18,0,0,0,0,0,0.02700628688552,0,0,0,0.103205700493686,0,0,0,0,0.00415214045017312,0,0,0,0,0,0,0,0,0,0.00421560436651103,0,0,0,0.142159811224505,0,0,0,0,0,0.124661806352802,0,0,0,0.0433518500946875,0,0,0,0,0,0
X600010.SH,0,0,0,0.420710399096072,0,0,0,0,0,0,0,0,0.0979285616316041,0,0,0,0,0,0,0,0.12772890492535,0,0,0,-0.100272242270381,0,-0.0965307186483734,0,0,0,0.146030227327171,0,0,0,0,0.144709853723845,0.059057884006155,0,0.0186528862465033,0,0,0,0,0,0.0695771396678047,0,0,0,0,0,0,0.141760656677942,-0.0232565820584449,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0108863078151595,0.0505294397238129,0,-0.0231797584961148,0,0.166651320694519,0,0.328289721701159,0,0,0,0,0.17466859518535,0,-6.93889390390723e-18,0,0,0,-0.0582428919456723,0,0.180428439359227,0,0.00992068828722414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208853711983668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0.15770131328009,0,0,0,0,0,0,0,0,0,0.390190278124239,0,0,0,0,0,0,0,0.0378234599685862,0,0,0,0.181011698134581,0,0,-0.0101442999206793,0,0,0,0,0,0,0,0,0,0.133028809593677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00286420029701185,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.431850290286854,0,0,0,0,0,0.076738757840535,0,0,0,-1.73472347597681e-18,0.120304594752055,0,0,0.121407092298654,0,0.06360009446195,0,0,0,0,0,0,0.15443190809086,0,0,0,0,0,0.0292082127845671,0.0235820852110737,0,0,0,0,0,0,0,0,0,0,0,-0.0116438348897361,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.267264542139072,0,0,0.205225925733323,0,0,0,0.204492230483857,0,0,0,0,0,0,0,0.0839863302296469,0,0,0,0,0,0,0,0.0227844003034476,0,0,0.0984199957896452,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,5.55111512312578e-17,0,0,0,0,0,0,0,0,-0.0152562442389122,0,0,0,0,0,0,0
