,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600547.SH,X600688.SH,X600795.SH,X600188.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600489.SH,X600157.SH,X600886.SH,X600111.SH,X601992.SH,X600660.SH,X600309.SH,X300072.SZ,X600623.SH,X002466.SZ,X600299.SH,X000792.SZ,X002075.SZ,X601158.SH,X600583.SH,X000723.SZ,X600352.SH,X000709.SZ,X000883.SZ,X000898.SZ,X000408.SZ,X000983.SZ,X600549.SH,X002470.SZ,X000539.SZ,X600176.SH,X000027.SZ,X002460.SZ,X000630.SZ,X002407.SZ,X000060.SZ,X601699.SH,X600612.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0752658164840896,0,0,0,0,0.0291121137233758,0,0.0241516547864247,0,0,0,0.0160914605081927,0,0,0,0,0,0,0,0.019507229304525,0,0,0,0,0,0,0.0810368469503309,0.0452309555434778,0,0,0,0,0,0,-0.00311036146453044,0.00720857387533121,0,0,0,0,0,-0.00706028976670994,0,0,0,0,0,-0.00441690435995403,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0759959961897327,0,0.0702411869977591,0,0.0168546031883194,0,0,0,0,-0.0313648243300957,0,0,0,0,0,0,0.0177963507643497,0.00463697474746677,0,0,0,0.026083664048541,0,0,0,0,0,0,0.0622285016421838,0.0136206887767699,0.0186131133752334,0.0459622458233915,0,0,-0.00808511183251517,0,0,0,-0.0380809607819154,0,0,0,0,0,4.33680868994202e-19,0.0219379653019596,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.220971464224694,-0.013722715156671,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0384055423258393,0,0,0,0,0,0,0,0,0.0237666413669511,0,0,0,0,0,0,0,0.0158291049517654,0.0663774668316116,0,0,0,0,0,0.0269233183722764,0,0,0,0,0,0,0,0.00403823249851485,0.0409450078382519,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.108918992981837,0.209454986732478,0,0,0,0,0,0.061067066277494,0,0,0,0,-0.00728670398508162,0,0.0624190798477123,0,0,0,0,0,0.0686651121801563,0,0,0,-0.0356136484362296,0.111500469133146,0,0,0,0,0,0,0.0970169537035935,0,0.0288007866647986,0,0,-0.108733775957162,0.0677790738702846,0,0,0,0,0,0.0307789418833572,0,0,6.93889390390723e-18,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.107228729099445,0,0.0664789234995989,0.02140369181302,0,0,0,0,0,0,0,0,0,0,0.457812147079066,0,0,0,0,0,0,0,0,-0.00225058834596278,0,0,0,0,0,0,0,0,0,-0.0417050830457875,0.0727371375888573,0,-0.0199249620879547,0,0,0,0.0318821938416519,0,0,0.0651467822299526,0,0,-0.0066925237495171,-0.017491256113716,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0821844118796594,0,0,0,0,0,0,0.0427493081525184,0,0,0,0,0.0178797678552217,0.032109565212947,0,0,0,0.15555653920752,0,0,0.0914152978910378,-0.146451516178252,0,0,0,0,0,0,0.0846349372030059,0,0,0,0,0.0428794173492361,0.0827983519988096,0.00927884823682106,0,0,0,0,0,0,0,0,0,0,0,-0.0306853772845515,0.072391302809974,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0251282012454565,0,0,0,-0.0139778014059914,0,0,0,0,0,0,-0.0417192958567757,0,0,0,0.0488009368987237,0,0,0,0.106360485366823,0.088182928521194,0,0,0,0.00429639503717601,0,0,0,0.033946781689349,0,0,0,0,0.129730456818493,0.00988533417333191,0.0538487955817315,0,0,0.0228013120055591,0,0,0,0,0,0,0,0,0.018561129418134,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0708660209332551,0,0,0.0576676339436379,0,0,0,0,0.0590822796245952,0,0,0.00593490236753032,0.0765301353903421,0,0,0.0887790211374895,0.0884304072614416,0,0,0,0,0,0,0,0.0147207552633925,0,0.000339194632205168,0,0,0.00922331329654584,0,0,0,0,0.00418925596317358,0.248090204979951,0,0.0306978047905346,0,-0.0131439712284062,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416339666048341,0,0,-0.0216647019862411,0,0,0,0,0.343325163882274,0.106140179272639,0.0351674043604938,0,-0.0279281979855425,0,0,0,0,0,0,0,0,0,0,0,0,-0.0326909586388779,0,-1.73472347597681e-18,0,0,0,0,0.143016943192986,0,0,0.0173024865560968,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0805399456921943,0.119004846864753,0,0,0,0,0,0,0.0598094650105459,0.0784507287836775,0,0,0.0498457995198223,0,0.1799161266796,0,0.124804008226256,0,0,0,0,0,0,0,0,0,0,0.0240133823944093,0,0,0,0.250346193479657,0,0,0,0,0.0477465466741834,0,0,0,0,0,0
