,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X600688.SH,X601991.SH,X600027.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600157.SH,X601992.SH,X600299.SH,X002075.SZ,X600660.SH,X000709.SZ,X601158.SH,X000898.SZ,X600623.SH,X000792.SZ,X002466.SZ,X600309.SH,X000883.SZ,X000539.SZ,X600583.SH,X600578.SH,X000027.SZ,X600547.SH,X600352.SH,X000630.SZ,X600489.SH,X600160.SH,X000629.SZ,X002470.SZ,X600098.SH,X600176.SH,X000959.SZ,X300072.SZ,X600021.SH,X600022.SH,X000825.SZ,X000983.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.116513072517703,0,0,0.130608388658913,0,0,0.00804816265500244,0,0.0115926850697305,0,0,0,0.0204671169658106,0,0,0,0,0,0,0,0,0,0,0.165951288057806,0,0,0.0897474556155758,0,0.0061059472686626,0,0,0,0,0,0,0,0,0,0.00883197308821719,0,0,0.0261976052030911,0.00885999463458118,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0154788930762279,0,0,0.0866501271516884,0,0,0.0545598565038731,0,0.0151200323241334,0.0503429063433935,0,0.0381435457465478,0,0,0,0,0,0,0,0,0.0128318488571604,0,0,0,0.235432142228142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270264933563745,0.00800910263904874,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.440270148171414,0,0,0,0,0,0.0215533596922413,0,0,0,0.0180693484660061,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0161791368070935,0,0.0910790858053765,0,0,0,0,0,0.284575280900701,0,0,0,0,-0.0222834298479493,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0875403542134932,0,0,0,0,0,0,0,0.0473801727833479,0,0,0,0,0,0,0,0,0,0,0.0973252143955988,0,0,0.0225057223354114,0,0,0.11191097225005,0,0,0,0,0,0,0,0,0.011432087476622,0,0.0653969505799328,0,0,0,0.175085420646144,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.157328833867103,0.342093444735569,0.0568587497996592,0,0,0,0,0,0,0,0,0,0.0316498429970083,0,0,0,0,0,0,0,0,0,0,0,0.097849300630878,0.0356440875399396,0,0,0,0,0,0.139658185717222,0,0,0.098460589053715,0,0,-0.00892747801172001,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.124088115621998,0,0,0,0,0,0,0,0,0,0,0,0,0.0583861115086552,0,0.0397126797610546,0,0.562801595300241,0,0,0,0,0,0,0,0,0,0,0.0225627480632931,0,0,0,0,0,0,0,0.117020186154213,0,0,0,0,0.0981979080793985,0,0,0,-0.0560638461285543,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.174772566636417,0,0,0,0,0,0,0,0,0,0.120867371308514,0,0,0,0,0,0,0.177681712376308,0,0.00557524224800485,0.0334205369301904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434273202557382,0,0,0,0,0.0456615381360583,0.0133213896640647,0,0.00963605976722622,-0.000833542045609881,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0997405334471519,0,0.0341469939202331,0,0,0,0,0,0,0,0,0.0243483810493007,0,0,0,0,0.075811119820937,0,0.0589267259260722,0,0,0,0,0,0,0.058933112316393,0,0,0,0,0.00468393223283052,0.127612988889698,0,0.087332763941054,0,0,0,0,0,0.211891578568775,0.0351499835766507,0.074768920273951,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0551820575062333,0,0,0,0,0,0,0,0.237964507748781,0,0.342701135925158,0,0.0591638433864368,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0253598768397921,0.0809778203081757,0,0,0,0,0,0,0.0551215840210256,0,0.00328162826023494,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841748386791879,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.110767643289781,0.00942300507212571,0.134856121282933,0,0.0604115854317454,0,0.295475061392592,0,0,0,0,0,0,-0.0185133660014947,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.294443529920289,0,0,0,0,0,0.139907029041138,0,0.0117374026228442,0,0,0,0,0,0,0,0,0.0866260681041693,0,0,0,0,0,0,0,0,0,0.0636479981155925,0,0,0,0.064852028309491,0,0,0,0,0,0,0.102644674511722,0,0,0,0,0,0,-0.0402548522857441,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686735023619269,0,0,0,0,0,0,0,0,0.0593210908783447,0,0,0,0.35636783673056,0,0,0.0357087082259909,0,0.0535106223564235,0,0,0,0.0652178064347874,0,0,0,0,0,0.0779002817279275,0,0,0.0206046629686159,0,0,0,-0.0106237811335073,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0586410304463387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797664680788066,0,0,0,0,0,0,0,0,0.0944118335491608,0,3.46944695195361e-18,0,0,0.0108408585598778,0.0626048243402944,0,0.0878538164304249,0,0,0,0.239941247221426,0,0,0.125151324498512,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.488879031328881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22274393602566,0,0,0,0.170876273045005,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0546388688259914,0,0,0,0,0,0,0,0,0,0,0.0394769929256335,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823843174481742,0,0.00286477540091952,0.0115561041890618,0,0,0,0,-0.0219733299368848,0.0373593641123943,0,0,0,0.16787500029085,0,0,0.101810744226157,0,0,0,0,0.0131854877568026,0,0,0.0933454899852004,0,0,0,0.0656747403824525,0,0,0.105960050742706,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.517784447711936,0,0,0,0,0.280217319226292,0,0,0,0,0,0,0,0,0,0,0,-0.0033496895931048,0,0,0,0,0,0,0,0,0,0,0.148287046045922,0,-0.0385846578874834,0,0.0684668243414635,-0.0082596321212902,0,0,0,0,0,0,0,-0.0410410868586568,0,0,0.0150263693741988,0,0.020997925062225,0,0,0,0
X600111.SH,0,0,0,0,0.203181315925914,0,0,0,0,0,0,0,0,0,0,0.362103890448348,0,0,0,0,0,0,0,0.236846366032057,0,0,0,0.0671341675176705,0,0,0,0,0,0,0.0046689956926516,0,0,0,0,-0.00672461089382334,0.124439802018367,0,2.16840434497101e-19,0.0247923092659057,0.0330396560901575,0,0,0,0,0,0,-0.00715283121264483,0.0458372273952369,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.101808327606749,0,0,0,0,0,0,0,0,0,0,0,0.0326656283502716,0,0,0,0,0,0.0209366146292544,0,0,0,0,0,0,0,0.161492498893567,0,0,0,0,0,0.14543530338317,0.262425010203566,0,0,0,0,0,0,0.203151076350354,0.0728947270717215,0,0,0,-0.00579746361065818,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.196178215035126,0,0,0,0,0,0,0,0.272065503798758,0,0.0601884825770387,0.138008673386428,0,0,0,0,0,0,0,0,0,0.00338597840459283,0.0363059084227166,0,0,0,0,0,0,0,0,0,0,0,-0.0823967987526477,0,0.0583380904768813,0,0,-0.0171240504935218,0,0,0,0,0.185941543661485,0,0.0219939555046204,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071104312954814,-0.0143187256399833,0.191637998336454,0.0052787123834066,0,0,0,0,0,0,0,0,0.257109325848404,0,0,0,0,0,0,0.289957647485918,0,0,0.0909648561144614,0,0,-0.0664790858582324,0.0190718328644535,0,0.143277151002327,0,0,0,0
X002075.SZ,0,0,0,0,0,0.271054352339422,0,0,0.205521733475014,0,0,0,0,-0.00833073048970055,0,0,0,0,0,0,0,0,0,0,0,-0.303833988784439,0,0,0,0,0,0,0,0,0,0,0.0864375562151885,0,0.158271563074738,0,0.566129132755641,0,0,-0.0515739319111804,-0.087318037785194,0,0,0,-0.6575017754063,0,0,0.182599592063011,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107272868102304,0,0,0,0,0,0,0,0.0154811907077565,0,0,0,0,0,0,0,-0.0299215196444548,0.16990122207881,0,0,0,0,0,0,0.124152084122669,0.0757582821112563,0,0,0,0,0,0,0,0,-0.00672493319098466,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0.0676829878593854,0,0,0,0,0,0,0,0,-0.0616633641332393,0,0,0,0,0.2995570868514,0,0,0.0615390888152385,0,0,0,0,0,0,0.0696368929289854,0,0,0,0.0588705659743993,1.38777878078145e-17,-0.0781771122489317,0,0,0.0363633478004919,0,0,0,0.414654473912814,0,0,0,0.0234309614776853,-0.0438322102101723,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.145528427314802,0,0,0,0,0,0,0.0496627413833292,0,0.0656851441159243,0,0,0,0,0,0,-0.0374415064132209,0,0,0,0,0,0,0.182298368929311,0,0,0,0,0.0492761486577705,0,0,0.117348906551559,0,0,0,0,0,0,0,0.301041692726697,0,-0.0607871804272148,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.289462545918596,0,0,0.0277546279909994,0,0,0,0,0,0.0629006757398242,0,0.0493376778223076,0,0,0,0.432881161183204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649885835229657,0,0.0128613120131484,0,0,0,0,0,0,0,0,-0.0416089036807105,0,0,0,0,0,0
