,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X600547.SH,X000301.SZ,X002271.SZ,X000877.SZ,X600886.SH,X601600.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X601699.SH,X600803.SH,X000983.SZ,X601991.SH,X000408.SZ,X600160.SH,X000629.SZ,X000786.SZ,X600348.SH,X600219.SH,X000723.SZ,X600995.SH,X600096.SH,X600489.SH,X000933.SZ,X600378.SH,X600157.SH,X000807.SZ,X600985.SH,X002080.SZ,X600141.SH,X600688.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.573080634379308,0,0,0,0,0,0,0.165109726725232,0,0,0,0,0,0,0.0416258693325777,-0.051959697400983,0,0,0,0.125141993117601,0,0,0,0,0,0,0.0114170110212467,0.0500842682001498,0,0,0,0,0,0,0,0,-0.025014990575747,0,0,0,0,0,0,0,0,0,0.113546147820023,0.092047155576735,0,0.00113297788278207,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.403893648334246,0,0,0,0,0,0,0,-0.0714190457400688,0,0,0,0,0,0,0,0,0,0,0,0,0.0710160482285373,-0.0354161604111458,0,0,0.269218004408963,0,0,0.101811077367329,0,0,0,0,-0.0972630131579042,-0.070370655516963,0,0,0,0,0.04660577676429,0,0,0,0,0,0.0354582202006347,0,0.00550740990169293,0,0,0,0,0,0,0
X600028.SH,0.581994303955278,0,0,0,0,0,0,0,0.031618343181009,0,0,0,0,0,0,0,0,0,0.0229103139920459,0,0,0,0,0,0,0,0,0,0.0767342977706812,0,0.0145964528657663,0,0,0.0160845131004755,0,0,0,0,0,0,0,0,0,0,0,0.00168376919606804,0,0,-0.0262824058150308,0.0149079663052962,0,0.0135260737900479,0,0.0300384525334249,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0342864277620699,0,0,0,0,0,0,0,0,0,0,0,0,0.00147661276926946,0,0.0300515567057806,0,0,0,0.365855505825027,0,0,0.165832686036172,0,0.145864786209062,0,0,0,-0.0647773169307986,0,0,-0.182203942441609,0,0,0.00831188485414072,0,0.0700996915810474,-0.0289504566655393,0.260078200032428,0,0,0,0,0,0,0.0379671706366416,0,0,-0.0914269360404615,0,0,0,0,0,0
X600188.SH,0,0.843869095846572,0,0,0,0,0,0,0,0.0461724401328654,0,0,0,0,0,0,0,0,-0.0627819222669729,0,0,0,0,0,0,0,0,0,0.123722491068462,0.0699088687392586,0.0313688231294813,-0.0255571117340931,-6.93889390390723e-18,0,0,0,0,0.0263855241371407,0,0,0,0.00854768635110618,0,0,0,0,0,0,0,0,0.0331045461166566,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.450121879804649,-0.0328153680627182,0,0,0,0,0,0,0,0,0,0.133313505043946,0,0,0,0,0,0,0,0,0,0,-0.186727102452481,0,-0.0231042674960022,0,0,0.0323739564832821,0,0,0.132108771840305,0.0326555414372184,0,0,0,0,0.0697643586760042,0,0.0306178037030477,0,0.0829749597053943,0,0,0.180180744972746,0,0.00514143533135698,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.554373948798768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535002241531174,0,0,0.0333081127936292,0,0,0,0,0.0800799719649046,0.0419803910447667,0,0,0.419268209638202,0,0.00209820657334874,0,0,0,0,0,0,0,-0.0656418081914766,0,0,0,0.0940400424318021,0.04375036070683,0,-0.154223217483777,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0142871894718063,0,0,0,0,0.0753819592697866,0,0,0,0.105805592165619,0,0,0,0,0,0,0.108644481517319,0,0,0,0.0014520111701774,-0.122881864359441,0,0,0.00502732576482801,0,0,0,0.437701229719714,0,0,0,-1.35525271560688e-20,0.0935420055955085,0,0,0,0,0,0.0639109311365625,0.0455296931178349,0,0,0,0,-0.00554962930658968,-0.0390902560716941,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.219666894746377,0,0,0,0,0,0,0.203979252904909,0,0,0,0,0,0,0,0,0.0962135684530839,0,0,0,0,0,0,0,0,0,0.306213623020034,0,0,0.145685185605224,0,0,1.0842021724855e-19,-1.38777878078145e-17,0,0,0.035372322331741,0,0,0,0,0,0,0,0,0,-0.00791023971349385,0,0,0,0,0,0,0
X601898.SH,0,0,0.225252659661726,0,0.0554896693079828,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0935633087863402,0,0,0,0,0,0,0,0,0.0763236789394761,0.107661228491768,0.390774367055577,0,0,0.0451392911529147,0,0,0.0146976137905943,0,0,0,0,0,0.115107645955102,0,0,0,0.0298479560677858,-0.0345109193558408,0,-0.0446686645886903,0,0,-0.0129719854531499,0,0,0,0,0,0,0
X600019.SH,0.0209437345435883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219212989904056,0,0.271727837660856,0,0.0740725158043516,0,0,0,0,0.0956212696112002,0,0,0,0,0,0,-0.0442195797258609,0,0,-0.104265733271233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448610633325816,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120678549739899,0,0,0,0.303925632222341,0,0.0595707482533908,0,0.237272371390644,0.129400273395426,0.192654582345307,0,0,0.0704912846233098,0,0,0,0,0,-0.286455171622637,0,0.0744326628394291,0,0,0,0,0.0225173533212437,0,0,0,0.0894378555769208,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.205854330875983,0,0,0.108555319588482,0,0,0,0,0,0,0,0,0,0,0.0140646374698802,0,0,0,0,0,0,0,0,0,0,0.00620928265298526,0.0440488198986771,0,-0.024186538795884,0.00886090126869918,0,0,0,0,0,0,0,0,0,0.208792438594559,0,0,0,0,0,0,0.0212794407169649,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.0823454993734843,0,0,0.00888567416199714,0,0,0,-0.0987226068562484,0,-0.0330519660748382,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.00864842146725848,0,0,0,0,0.0514527850595114,0,0,0,0,0,0.170475509151571,0,0.170232393541554,0.129593317356052,0,-0.000307068461111067,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,-0.0340352678911577,0,0,0,0,0,0,0,0,0.187665776378489,0,0,0,0,0,-0.0418146516297652,0,0,0,0.0917305215254025,-0.0586313698577115,0,0,0,0,-0.000963924164655247,0,0,0.174691819197414,0,0,0,-0.0294089770234448,0,0,0,0,0,0.0261066774746158,0,0.251701466783462,0,0,0,0,0,0,0,0.0461393583483521,-0.0100509979319421,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295297623271354,0,0,0,0,-0.0483924758865057,0,0,0,0,0,0,0,0,0,0,-0.0279169674317582,0.0664519741780311,0,0,0.169254632329974,0,0,0.207680400343626,0.129532843785633,0,0,-0.0356018089979472,0,0.0108073916773786,-0.219965486987237,-0.0678073910177928,0,0,0,0,0
X600547.SH,-8.67361737988404e-19,0,0,0,0,0,0,0,0.00100991107234347,0,0,0,0,-0.0389140514138975,0,0,0,0,-0.0624464477863533,0,0,0,0.02819026526948,-0.017144334640782,0.272315316328738,0,0,0,0.0583021535825329,0,0,0.0419766162407076,0,0,0,0,0,0,0,0,0.238986818539858,0,0.0537011988767558,0,0.083961224990649,0,0,0,0,0,0,-0.0276553478484146,0,0,0,0,0,0,0
