,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X600362.SH,X000898.SZ,X601992.SH,X002466.SZ,X600111.SH,X600176.SH,X002460.SZ,X600516.SH,X000709.SZ,X600299.SH,X600352.SH,X000629.SZ,X600808.SH,X600489.SH,X600219.SH,X600801.SH,X601158.SH,X000786.SZ,X000825.SZ,X300072.SZ,X000553.SZ,X000883.SZ,X600583.SH,X000792.SZ,X601699.SH,X000408.SZ,X600339.SH,X000301.SZ,X002110.SZ,X000630.SZ,X002271.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.19909050698009,0,0,0,0,-0.0453984834542191,0,0.155286303903606,0,0,0,0.0752100549069613,0,0,0,0,0.0265639352734256,0,0,0,0,0,-0.11292281580172,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0700981001450104,0.0214131905058,0,0,0,0,0,0.286226840464972,0.270740739841317,0,0,0,0,0,-0.01593574437517,0.0645447532152596,0,0,0,0,0,0
X600028.SH,0.457179797628366,0,0,0.0846569934155161,0.0219510364486448,0,-0.0424678672920707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101280282970827,0,0,0,0,0.143204235847364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167902753157775,0,0,0,0.208955393397642,0,0,-0.0210692022583313,0.150310058655128,0,0,0,0,0,0
X601088.SH,0.339850637667672,0,0,0,0,-0.171092650608364,0,0,0.0401948582469893,0,0,0,0,0,0,0,0.0454865794653325,0,0,0,0.0890161781117558,0,0,0,0,0,0,-0.00605478074391257,0,0.101814127757805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066076399301242,0,0,0.168156805162514,0,-0.0509878267080349,0,0,0.00332954532625259,0,-0.0723971692615671,0,0,0,0,0
X600585.SH,0,0,0.0440855307632669,0,-4.33680868994202e-19,0.218506899758789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0692800855770431,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0171083315680766,0.177116054706953,0,0,0.49437864461171,0,0,0,0.0639509992877499,0,0,0,0.10348057437133,0,0,0.00359685295085715,0,0,0,-0.0200925197077859,0,0,0.00036543646062959,0,0,0,0,0,0,0
X600019.SH,0,0.0302025131027605,0.0140473101226033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147699852267189,0.0259103953694284,0,0.60345830899816,0,0.00181433720953638,0,0,0,0.0332306767828004,0,0,0,0.00532485354737837,0,-0.0102509706320582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535139988792153,0,0,-1.0842021724855e-19,0.0032308907191575,0,0,0,0.107342465628923,0,0
X600011.SH,0,0,0,0.0132699204349853,0,0,0.0431750472000869,0,0,0,0,0,0,0,0.121888824419419,0,0,0.648804963141036,0,0,0,0,0,0,0.0703359236125433,0,0,0.0378022236717914,0,0,0,-0.181504026657608,0,0,0,0.00104442174974518,0.0507973962960843,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154075469977731,-0.00930982536029172,0.0677884740909059,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191526232688507,0.0370262966598864,0,0,0,0,0,0,0.0148987835048278,0,0,0,0,-0.243634853695635,-0.313054588439813,-0.605894528956768,0.0915797126257058,0,0,0.353443145160848,0.262803267773382,0,0,0,0,-0.143042226936394,0,0.29449340803415,-0.214862971114623,0,0.327707392446182,0,0,0,-0.428634533667643,-0.011248293170859,0.00742092983111141,0,0.12569941090746,0,-0.178735341328113,0,0
X600010.SH,0.10339402696279,0,0,0,0,0.0249877935235784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277871004903025,3.46944695195361e-18,0,0,0,0,0,0,0,0.0897517227934588,0,0,0.16406352525743,0,0,0,0.000582250551760199,-0.0581803332048779,0.0730143024538091,0,0,0,0,0,0,0,0,0,0,0,0,-0.00134067655893782,-0.0181785177021774,0,0,0,0,0,0
X601898.SH,0.0699407275847559,0,0,0,0,0,0,0,0,0,0.165869647448821,0,0,0,0,0,0,0,0,0,0,0.0665683393832599,-0.012618441725826,0,0,0,0,0,0,0,0,0.221644024812453,0,0,0,0,0,0,0,0,0,0,0.162397214029404,0,0.0890401225451304,0.125018916552327,0.140972609185827,0,-0.0558279627129594,0,0,-0.00988691961279233,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0289935056503134,0.0369794871597527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566540007112488,0,0,0.0150677760479301,0.0257254784113964,0,0,0,0,0,0.474284609411927,0,0,0,0,0.243484532859083,0,0,0,0,-0.0321089118819807,0,0,0,0,0,0,0,0,0,0.0156849980889539,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0395605184678414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672523124165374,0,0,0,0,0.0177705530062591,0,0,0,0,0,0,0.161326074600445,0,0,0.0403079127748321,0,0,0,0.0763548918720297,0,0,0.07760184288785,0,0,-0.02968021402473,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0952504185163288,0,0.300043050765993,0,0,0,0.189376190272663,0,0,0,0,0,0,0,0,0,0,0,0,0.11990802754016,0,0,0,-0.0606702617713414,0,0,0,-0.0335206981895992,0,0,0.149803005702761,0.0332383687142287,0,0,0,0,0,0,0.179014373382508,0,0,-0.00160996977010252,0.0749310391877145,0,0.186412078797119,0,0,0,0
X600688.SH,0.056852760043723,0,0,-0.00144183381863951,0,0,-0.0380309797053892,0,0,1.73472347597681e-18,0,0.42262046060532,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0499693993662619,0,-0.0381123458292228,0,0.0272837810757619,0,0,0.3031566598208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925765451267321,-0.00972954842371709,0.0393698658924486,0,0,0,0,-0.088217636547391,0
