,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600362.SH,X600547.SH,X600795.SH,X600309.SH,X601991.SH,X300072.SZ,X600188.SH,X601992.SH,X600027.SH,X600157.SH,X600886.SH,X600660.SH,X600111.SH,X000898.SZ,X000709.SZ,X600489.SH,X600339.SH,X600299.SH,X000959.SZ,X601158.SH,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600352.SH,X000408.SZ,X600219.SH,X000883.SZ,X000983.SZ,X600098.SH,X000825.SZ,X000539.SZ,X002092.SZ,X601699.SH,X600021.SH,X000027.SZ,X000723.SZ,X600623.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.330942486366141,0,0,0,0,0,0,0,0,0,0.0413814535112018,0,0,0,0,0,0.0661635536935087,0,0,0,0,0,0.0623286410389655,0,0,0,0,0.0224506938743906,-0.0185617427431632,0,0,0,0,0,0,0,0,0,0,0.0145911411839833,0,0,0,0,0,0,0.057388108659067,0,0,0,-0.00668430688784403,0,0,0,0,0,0
X600028.SH,0.890871319359747,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.00295121918242627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298349657817382,0,0,0,0.0332855851239648,0,0.0112048407945118,0,0,-0.119837222523284,0.0213861342446458,-0.00733211021009751,0,0,0,0,0,0
X601088.SH,0,0.0210243579625543,0,0,0.063676449070969,0.0329769128663589,0,0.0663197786091358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782694722460913,0,0.0661052777488385,0.0168237008456866,0,0.107413353950007,0,0,0,0,0,0,0.0567661949450922,0,0,0,0,0,0,0.00682174901378113,0,0,0.167230562101147,0,0,0,0,-1.73472347597681e-18,0,-0.0358790384161701,0.0151050321528259,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,7.13220167384143e-05,-0.069134402312294,0.252253193239366,0.0227231154975691,0,-0.0550022205677801,0,0,0.106627103556115,0,0,0,0,-0.0632009974412504,-0.01164923508768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106498425826891,0,0.0569836198782578,0,0,0,-0.0541480277267039,0.0277786263933943,-0.0117247684546027,0.0116882527247386,0.131462946635444,0,0,0,0,0
X600019.SH,0,0,0.241274517340651,0.239906624707662,0,0,0,0,0,0,-0.0908478172323699,0,0,0.0717189053388275,0,-0.034693437617863,0,0,0,0,0,0,0.128919373691761,0.274163588427379,0,0,0,0,-0.0897976450192344,0,0,0,0,0,-0.285751932852631,0,0,0,0,0,-0.171648693172429,0,0,0.0581589232821591,0,0,0.0488372241160923,-0.149500607984143,0,0.0240510113709944,-0.0164338740573366,0.0115404596245744,-0.0295331445336336,0,0,0,0,0
X600585.SH,0,0.0345869981197481,0,0,0.0605277814669748,0,0,0,0,0,0,0.0407434652344705,0,0,0,0,0,0,0,0,0,0.0809082111845136,0,0,0.235913764790517,0,0,0,0,0,0,0,0,0,0,-0.327759007462121,0,0,0,0.110155288258209,0.13414811947062,0,0,0,0.0388730050076111,0,-0.0143582210129056,0,-0.0791525740224142,-0.272401365675667,0,0.00685804638064195,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.128761991622418,0,0,0,0,0,0.0407877824198691,0,0,0,0,0,0,0,0,0.174679832675242,0,0,0.0487749429709387,0,0,0,0,0,0,0,0,0,0,0,0.025949205066191,0.0567302279165829,0,0,0,3.46944695195361e-18,0,0,0,0.082948859401559,0,0,-0.0221682897030548,0.000675850352360254,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094748147860801,0,0,0,0,0,0,0.0479178444221093,0,0,0,0,0,0,0,0.0296179865455726,0,0,0,0,0,0,0,0,0,0,0.0215467260684297,0.163119755783906,0,0,-0.0156131849895064,0,0.231811008880579,0,-0.0178637549308747,-0.000386103242582269,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.282767875233357,0,0.00152918478042588,0,0,0,0,0,0,0,0,0.0949974576308788,0,0,0,0,-0.168051589809146,0,0,0,0,0,0,0,0,0,0.123455553929782,0,0,0.0249154513254743,0,0,0.0798962656841537,0.132845565511457,0.20113306099865,0,0,0,0.0299633948993148,-0.141286711394106,-0.0031827130298569,0,0,0,0,0,0,0
X600688.SH,0,0.518230061485948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759629592081363,0.0293272437183681,0,0,0,0,0,-0.0181620167654848,0,0.0715257678513436,0,0,0,0.100528386872299,0,0.013696879045973,0,0,0,0,0,0,-0.0655766695194989,0,0.135713076971205,0.0446038360407773,0.0274669931492237,0,0,0.0207421941505291,0,-0.00195424379330532,-0.0108120294364034,0.00850293331233207,0,0,0,0,0,0
