,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X601600.SH,X600547.SH,X600886.SH,X000792.SZ,X600795.SH,X002466.SZ,X002460.SZ,X000708.SZ,X600362.SH,X601699.SH,X600111.SH,X600010.SH,X000301.SZ,X600027.SH,X000983.SZ,X600803.SH,X000877.SZ,X600489.SH,X600426.SH,X600160.SH,X601991.SH,X000630.SZ,X000786.SZ,X000408.SZ,X601168.SH,X002271.SZ,X000933.SZ,X600985.SH,X000807.SZ,X600176.SH,X600612.SH,X600219.SH,X002128.SZ,X000932.SZ,X600348.SH,X600096.SH,X002353.SZ,X600995.SH,X000027.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.280407676086374,0.135540718269526,0.0557259426278447,0.0690904822475305,0,0,0,0,0,0.0620005788992273,0,0,0,0,0,0,0,0,0,-0.0935925584984585,0,0,0,0.052467999424575,0,0,0,0,0,0,0,0,0.129218843850558,0,0,0,0,0,-0.0319095662394865,0,0,0,0,0,0,0,0,0,0,0,0.00392013025233429,1.0842021724855e-19,0.075071572929322,0,0,0,0,0
X601088.SH,0,0,0,0,0.0148903755808794,0.0872272519417043,0,0.121659150069504,0,0,0,0,0,0,0,0,-0.0425481893666327,0,0,0,0,0,0,0,0.258961390014742,0,0,0,0,0,0,0,0,0,0.0871029436653787,0,0.0941791646160646,0.0741825858131459,0,-0.142707128771211,0,0,0,0,0.0182672696697142,0,0,0,0,0,0,-0.00846827233700809,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.11518780407936,0,0,0,0,0,0.22696870503968,0,0,0,-0.071376852843683,0,0,0,0,0,0,0,0.0565750040371499,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.120777534813961,-0.00964202016993924,0,0,0,0,0,0,0,0.10456465194923,0,0,0,0,0,0,0,0,0.0221091545062795,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561827504513007,0.0176893063979902,0,0,0,0,0.327096833377897,0.199753377385787,0,0,0.129594530230528,0,0,0,0,0,0.0283547669232541,0,-0.237660132897843,0,0,0,0,0,0.143483538372381,0,0,0,0,0.0291396840476163,-0.0431553246205331,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.136073598468088,0,0,0,0,0,0.0122300327667241,0,0,0,0,0,0,0,0.428041614957707,0,0,0,0,0.117699037193342,0,0,0.0356392557351503,0,0,0.0469610727760485,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.048231567477735,0,0,0,0.016866134965272,0,0,0,0,0,-0.0130456639673838,0,0,0,0,0,0
X601898.SH,0,0.0177377986911947,0,0,0.123149668476747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330473104244374,0.382697577673104,0.0539761807364677,0,0,0,-0.05845055523869,0,0,0,0,0,0,0,0.0710381282602166,0,0,0,0,0,0,0.0821804708523072,0,0,0,0,0,0,-0.0149323560223287,0,0.108364072515133,0,0,0,0,0
X600019.SH,0,0,0,0,0.1196948160825,0.0602841363382285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073868391324436,0,0,0,0,-0.0248566251414814,0,0.103626910048398,0,-0.0504265042624746,1.73472347597681e-18,0,0,-0.06555251873713,0,0,0.107999881299909,0,0,-0.00980585281910601,-0.0208969516616114,0,0,0,0.0195922802060319,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.284980724629144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278486303108369,0,0,-0.113990746463296,0,0,0,0.17779577258966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138961357170545,0,0,0.0270394429508897,-0.0294193033537602,0.0117412567069303,0,0,0,0,0
X600585.SH,0.0703827929181224,0,0,0.160754855878439,0.0469114681955284,0,0,0,0,0,0,0,0,0,0,0,0.0437302409882076,0,0,0,0,0.0627665358466394,0.0771513308113854,0,0,0,0,0,0,0,-0.0461946181378876,0,0.10653185751515,0,-0.0160388735324057,0,0,0,0,0.190933762989572,0,0,0,0,0,0,0,0,0,-0.0400661254453151,0,-0.0272315061487564,0.0175496425898569,-0.0481008693350567,0,0,0,0,0
X600660.SH,0.113293141806509,0,0,0,0,0,0,0,0,0,0,0,0.0174949227440868,0,0,0,0,-0.109650767077033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.076871347522972,0,0,-0.048812311333947,0,-0.00184550316097393,0,0,0,0,0,0,0.203681814944843,0,0,0,-0.0293575562824378,0.0656407517393523,0.0514272774946476,0.0652473835613745,0,0,0,0
X601600.SH,0.13152201289612,0,0,0,0.115680421413917,0,0,0,0.188293636967007,0,0,0.0964245468004004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595741600718508,0,0,0.0827880141228572,0,0.0343571209965597,0,0.204891017422883,0.00733580476556529,0,0,0,0,0,0,0,-3.46944695195361e-18,6.93889390390723e-18,0.0973187393746887,0,-0.00865364586792615,0.00156384980708811,0.0390725106315882,0,0,0,0,0
X600547.SH,0,0,0,0,-0.152816659452234,-0.127288816174623,0,0,0,0.0849181302875427,0,0,0,0,0,-0.0248351007323473,0,0,0,0,0,0,0,0,0,0,0,0.61963104832291,0,0,0,0,0,0,0,0,0.217369509627262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114093006565855,0,-0.0174477471329208,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452445289552761,-0.0451224875870748,-0.0189818039525779,0,0,0,0,0,0,0,0,0,0,0,0,0.0600045639313728,0,0,-0.0073864823380224,0,0.0604371189719938,-0.00417937575075653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111587855629198,-0.00461763752619355,-0.00198720829589201,0,0,0,0,0,0
X000792.SZ,0,0,0,0.138284853688259,0,0,0,0,0,0,0,0,0,0,0,0.044122940948901,0,0,0,0,0.191258153476854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467901485793543,0.0690497529445053,0,0,0,0.0342106020620798,0,0,0,0.035964041411121,0.16279812853585,0,0.0181607471491855,0.0180331984233177,4.33680868994202e-19,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.224143569656996,0,0,0,0,0,0,0,0.187256531728729,0,0,0,0,0,0,0.0658035286067721,0,0,0,0.333130603491753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192831936494492,0,0,0,0,0,0,0,0.078321093754267,0,0,0,-0.00494453317553932,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0.049908360640872,0,0,0,0,0.772665120706631,0,0,-0.0313135226532779,0.0424734956903969,0,0.100506411486877,0,0,-0.323836073420386,0,0,0,0,0,0,0,0.224663607390398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168410525384296,0,0,0.126000945378477,0,-0.0098492904904168,0,0,0,0,0,0
X002460.SZ,0.059568310082434,-0.219163594703326,0,0.128523732584778,0,0,0,0.012079640503458,0,0,0,0,0,0,0,0.671145745356176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561340084261026,0,0,0,0,0.0899377410905942,0,0,0,0,0,0,0.131561411420741,-0.00297513788973501,0,0,0,0,0.0506818650698218,-0.0676627520376397,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.112810926814571,0,0,0,0.175645861285005,0,0,0,0.086217519202972,-0.0369927082141033,0,0,0,0,0,0,0,0.065787112742523,0,0,0,0,0,0,0,0,0,0,-0.0845433583374701,0,0,0,0.186659825373297,0,0,0,0,0.138244192041984,0,0.0811597313573528,0,0,0,0,0,-0.0803087760812862,0.0946053855565911,0,0,0,0,0,0
X600362.SH,0,0,0,0.0298462631804894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577137617848605,0,0,0,0,0,0.0334904745639395,0,0.204095201760654,0,0,0.0842076388552118,0,0,0,0.115454228005548,0,-0.0457567385024716,0.209678442411926,0,0,0,0,0.0487136602923923,0,0,0,0,-0.00430098207830512,0,0,0,0,0,0,0
X601699.SH,0,0.220403015754956,0,-0.0887482661533467,0,0,0,0,0,0,0.0216139582423999,0,0,0,0,0,0,0,0,0,0,0,-0.0208615677508129,0,0.197339051499952,0,0,0,0,0,0,0,0,0.0758632707751244,0.0576077675809607,-0.155321514699994,0,0.504615844500642,0,0,0,0,0,0,0,-0.0911131200052145,0,-0.0678188865055137,0,0,0,-0.0042216759353732,0.0126381037189407,0,0,0,0,0,0
X600111.SH,0,0,0,0,-0.00399218568899621,0,0,0,0,0,0,0,0,0.175125156318953,0,0.111085410785245,0,0,0,0,0,0.11373846386295,0,0,0,0,0.0304136417062581,0,0,0,0,0,0,0,0,0,0,0,0,0.170702687463071,0,0,0,0,0,0.0169920011344117,0.0711092772142645,0,0,0,0,0.0181276856110646,0,0,0,0,0,0,0
