,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X600010.SH,X000708.SZ,X601600.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X000983.SZ,X601699.SH,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X600995.SH,X000786.SZ,X000807.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600489.SH,X000831.SZ,X600219.SH,X600096.SH,X000723.SZ,X002080.SZ,X000933.SZ,X600378.SH,X600348.SH,X000630.SZ,X300037.SZ,X600141.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.00497483341705845,0.341348178515442,0,0.0163544434806828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622253310011085,0,0,0,0,0,0,0.06597264014414,0,0,0,0.0296277712192943,0.11502163983686,0,0.0654106878516964,0,0,0,0,0,0,0,0,0,0,0.0186892264528669,0,0,0,0,0,0,0,-0.0186513250536927,0.00599705924801382,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.43620350995557,0,0,0,0,0.0658965217248982,0.00537735660568477,0,0,0,0,0.0189366154915045,0,0,0,0.0423303623919798,0,0,0,0,0,0,0,0,0,0.0934890935116784,-4.33680868994202e-19,0,0,0,0,-0.0483952232497811,0.129760793833729,0,-0.0394123287075183,0,0,0,0,0,-0.0682637058504498,0,0.0355418375277108,0,0,0,-3.46944695195361e-18,-0.0199864171918506,0.0020557793918416,0,0,0,0,0,0
X600028.SH,0.394616389290302,0,0,0,0.00347042439754215,0,0,0,0,0.0454343513285831,0,0,0,0,0,0,0,0,0.0329436918016201,0,0,0,0,0,0,0.0456520598315363,0,0,3.46944695195361e-18,0,0.150701123909259,0,0,0,0,0,-0.0388493295266736,0,0.0118860122731975,0,-0.018396451873607,0,0,0,0,0,0.00788801953420383,0,0,0,0,0.00576820126875789,0.00187700982661139,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.130366365983129,0,0,0.229322477655484,0,0,0.0773403628956107,0,0,0.1531395886504,0,0,0,0,0,0,0,0,0,0,0,0,0.185570707299196,0,0,-0.0430796018788674,0,0,-0.00324300363495924,0,0,0,-0.0647392937190117,0,0,0,0,0,0,0,0,0.0277714601249567,-0.0326399782108576,0,0,0,0,0,0
X600188.SH,0,0.67250243697786,0,0,0,0,0,0,0,0,0,0,0,0,-0.158444964099435,0,0,0,0,0,0,0.00793296073599911,0,0.173666640190464,0,8.67361737988404e-19,0.0652896502754196,0,0,0.0532036774496783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116434800198811,0,0.199998224891102,0.163210970925548,0,0,0,-0.0262227883301413,-0.00941347499253547,-0.00204633649780733,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0254120714654673,0,0,0.61308465860532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345601767308304,0,0,0,0.00455930235657106,0,0,-0.0230940233455997,0,0,0.00394031607740083,0.0853125441855701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147463524876163,0.0048956585947849,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170509398623987,0,0,4.33680868994202e-19,0.285555051313299,0,0,0,0,0,0,0.113852092997375,0,0,0.00231200144880779,0,0.125947547560779,0,-0.00706453809044473,0,0,0,0,0,-0.00590578615245364,0,0,0.200322187029745,0,0,0,0,0,0,0.0495650905468545,-0.0103336877228158,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.857678355578806,0,0,0,0,-0.00244390555547399,0,0,0,0,0,0,0,-0.0030493176124766,0,0,0,-0.0479797111109369,-0.117922426236295,0,0.0601006873172753,0.0449229215504296,0,0,0,0,0,-0.12173251262204,0.0780677267704808,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0913484844786594,-0.00579823610054515,0.00351392446223915,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0296019689979766,-0.00951819884666375,0,0,0,0,0,0,0,0.0202593224380239,0,0.202339561494605,0,0,0,0,0,0,0,0,0.0831802142655643,0,0,0,0.0639410323469183,0,0.238058792345995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632663037124623,-0.0289541792092926,0,0,0,0.00475629962559706,-0.0110624608890088,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.197603414300244,0,0.153306691110867,0,0,0,0,0.106261731154308,0,0,-0.00302878871657627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633912103134528,0,0.0186077193176772,0,0,0,0,0,0,0,0,0,0,0.0189027615067034,0,0.126482304775202,3.46944695195361e-18,0,0.0560406616900157,0,0,0,0,0,0,0,0
