,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X601898.SH,X601600.SH,X600688.SH,X600188.SH,X600795.SH,X002466.SZ,X601992.SH,X600362.SH,X600660.SH,X601991.SH,X600547.SH,X300072.SZ,X600886.SH,X600111.SH,X000709.SZ,X600157.SH,X002460.SZ,X600027.SH,X000898.SZ,X600516.SH,X000959.SZ,X600339.SH,X600489.SH,X600808.SH,X601158.SH,X600352.SH,X002092.SZ,X002271.SZ,X000983.SZ,X600219.SH,X000630.SZ,X000883.SZ,X600176.SH,X000723.SZ,X600299.SH,X600578.SH,X601699.SH,X000792.SZ,X600549.SH,X000408.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.136228405529097,0,0,0,0,-0.0526697784160114,0,0,0.0829923910616737,-0.0457230703549734,0.00327671112896206,0,0,0,0,0,0.0167828905238393,0,0,0,-0.0112569865723483,0,0,0,0,-0.0343847178746081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144491283549659,-0.000430389893428467,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.15378532652578,0,0,0,0,0,0.0276777056496232,0.0275087920730049,0,0,0,0,0,0,-0.112366947466394,-0.0799686722157182,0,0,0,0,0,-0.0199375529553104,0,0,0,-0.0347206650560555,-0.124218697980008,0.0272828776968383,0,0,0,0.0201611123732934,0,0,0,0,0.0212219050472782,-0.0439339433149281,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.00227474946688915,-0.120818892281455,0,0,0,0,0
X601088.SH,0,0,0,0.0305393360373193,0.0175313607595726,0,0,0,0,0,0,-0.0218887150095775,0,0.0231081921669244,-0.0410865297162894,0,0.0102196873228082,0,0.026331735018287,0,0,0,0,0,0.00174817757921022,0,0,0,0.0123227379668083,0,0,0.0197382426041392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00561675866811273,0,0,0,0,0.0779160767585323,0,0
X600019.SH,0,0,0,0,0,0,0.0286009605031437,0,0.0955709689912705,0,0,0,0,-0.00837744308978568,0,0.147100728216954,0.111510473769231,0,0,0,0,0,0.0429707397523882,0,0,0,0.116957771303618,-0.0751487102249914,0,0.0197840609889583,0,0.353821524150131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00790405115271226,0.0117719439151003,0,0,0,0,0,0
X600585.SH,0,0,0,0.334282914451761,0,0,0,0.357566689228385,0,0,0,-0.00852081350154602,0,0,0,0,0.138397042644014,-0.118769930852185,0,0,0.232591355082477,0,0,0,0,0,0,0,0.0585974380996752,0.00892713044691428,0,3.46944695195361e-18,0,0,0,0,0.0875522213507613,0,0,0,0,0,0,0,0,-0.0694051997871967,0,0.0401655261407596,0,0,0.0171066267541865,-0.00576390574442606,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.156674764169892,0.0440325080629935,0,0,0,0.0383246306012208,0,-0.0578646966893194,-0.00550529099602717,0,0.0266214209880958,0,0.0518986968392804,0.135848255077025,0,0,0,0,0,0,0,0.00842454139546503,0.0470262505863165,0,0,0.00940850179871405,0,0.0166725651074236,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00733740759050109,0.00139379808352948,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.00468572107602043,0,0,0,0,0,0.442894209434392,0.0328609123493702,-0.127282250862699,0,0,0.0359737577815001,0,0,0.117857931100713,0,-0.0259776247424644,0,0.150423980399004,0,-0.0975706755980385,0,0,0,0,0,0,0,0,0.179995069273363,0,0,0.277508930561059,0,0,0,-0.187631741127309,0,0,0.0290639819391933,-0.0324771652267673,0,0,0,0.00861783593689215,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.403098045150507,0,0,0.0706941970776153,0,0.20868345879396,0,0,0.204619811370681,0,-0.122290307766882,0,0,-0.00710010148217974,0,0,0.0274018082954109,0,-0.0161281538653794,0,0,0,0,0,0.10296156465068,0,0,0,0,0,0,0,-0.129903153162286,0.0152771995416483,0,0,0,0,0,-0.00176268834676082,-0.0817854868686176,0,0,0,0,0,0
X601898.SH,0,0,0,0.183882842429067,0,0,0,0,0,0.162633187436597,0,0.125012256986908,0,0,0.00494215931488514,0,0,0,0,0,0,0,0,0,0,0,0.256814829292096,0,0,0,0,0.00944392720936199,0,0,0,0,0.126804235915942,0,0,0,0.0113992841820159,0,0,0.186208178413087,0,-0.0499754767552904,0,-0.0191789339653192,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272103598162642,0,0,0,0,0,-3.46944695195361e-18,0,0,0.300367723566407,0,0,0.208590677919658,0.0744342395512539,0,0.0619873834561675,0,0,0,0,0.162866079506047,0,0,0,0,0,0,0,0,0,0.0931466695740338,0,0,0,-0.00905923462439025,-0.0228269761546638,0,0,0,0,0,0
