,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X000709.SZ,X600352.SH,X600111.SH,X002466.SZ,X600299.SH,X600808.SH,X600489.SH,X000629.SZ,X600801.SH,X601158.SH,X000786.SZ,X002460.SZ,X600219.SH,X000825.SZ,X000553.SZ,X000883.SZ,X002271.SZ,X600583.SH,X002110.SZ,X002470.SZ,X600612.SH,X600021.SH,X000408.SZ,X000932.SZ,X000630.SZ,X601699.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.379846339145964,0,0,0,0,0,0,0,0,-0.0894509598045337,0,0.0855661498647985,0,0.0394323226288986,0,0,0,0,0,0,0,0,0,0,0.0860746330649111,0,-0.0122664335042662,0,0,0.00932864509675175,-0.00761188233915542,0,0,0,0,0,0,0,0,0.0359976572665659,0,0,0.0395697309504095,0,0,0,0,0.0283181924750605,0,0,-0.0128059967885419,0.0115372812731037,0,0,0,-0.0110923037013098,0,0
X600028.SH,0.073615373388398,0,0,0,0,0,0,0,0,0,0.399280391753388,0,0,0,0,0,0,0,0,-0.0867138985816275,0,0,0,0,0,0,0,-0.163021755185686,0,0,0,0,0,0,0,0,0,0,0,0.397958666666271,0.212524578917408,0,0.0652799747231702,0,0,-0.0546427052845074,0,0,0,0,0.0549092383752973,-0.00108942910188187,0.0839847525780119,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,-0.00316010500318165,0.028008558902628,0,0,0,0,0,0,0.221856826653617,0,0,0,0,-0.180609062889027,0,0,0.163812817421165,0,0,0,-0.17673920274571,0,0,0,-0.0719742559363281,0,0,0,0.0992384663350654,0,0,0,0,0,0,0.158725365875573,0,0,-0.073875463010643,0,0,0,0,0,0,0,0.00359524480380225,0.0205547819980293,-0.0706808520255837,0,0,0.0589222228252519,0,0
X600585.SH,0,0,0.0464295991470748,0,0,0.0848461784805203,0,0,0,0,0,0,0,0,0,0,0,0,-0.036145778539809,0,0,0,0,0,0,0,0,0,0,0.172472308826914,-0.119257082981697,0.467600411393158,0,0,0,0,0,0,0,0,0,0.0379746084217129,0,0,0,0.0188696452060079,0.1304017249769,0,0,-0.287126625902023,-4.33680868994202e-19,0,0.00941848273380194,0,0,0,0.0823551153410672,0,0
X600019.SH,0,0,0.104208194998144,0,0,-0.0076433533675005,0.0521580215314279,-0.0677325947252631,0,0,0,0,0,0,0,0,0,0,0,0.274603860055825,0,0,0.000625014333138152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107654875705493,0.22714238752483,0,0.0327781264510628,0.0256835087822126,0,0,0,0,0,0,0,0.0222903532258909,0,0,0,0.00190917309132706,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523750239222045,0,0,0.589097634713566,0,0,0,-0.104336616942548,0,0,0,0,0,0,0,0.0511264314065416,0,0,0,0,0,0,0,0,0.0334098523996122,0,0,0.0683687775676132,0,-0.0535914195299227,0,-0.15408316981657,0,0,-0.00902469746671238,0,0.00517527944278099,0.00542637500346189,0.0295083774447852,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590607233855913,0,0,0.0905928259467823,0,0,0,0,0,0.226600330244392,0,0.100769959263934,0,0,0,0,0,0,0,0,0,0.126772815762755,0,0,0.0532279970058921,0,0,0,-0.00207717273503675,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134499987057869,0,0,0,0,0,0,0.0254087009672368,0.0977086604691365,0,0,0.769106902289518,0.125905982495598,0,0,0,0,0,0,0,0,0,0,0,-0.0192716887267112,0.170382829627279,0,0.0286814953931265,0.00985933430527739,0,0,0.0998014092210782,0,0.0121285194069162,-0.0136083293279644,0,0,0,0.0233243066186846,0,0
X600010.SH,0,0,0,0.0670511487043477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977958155663806,0,0.0284154132998359,0,0,0.0812457240246299,-0.1695892880714,0,0,0,0,0,0,0,0,0.0265175786660048,0,0,0,0.198977081070848,0,0.116781303857984,0,0,0.0457877797141832,0,0.0318584866555354,0,0,0,0,0.00105523868347998,0.00891408398393432,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0380874230550797,0,0,0,0,0,0,0,0.144452508838515,0,0,0,0,0,-0.000519634360185109,0.104146952778029,0,0.0924760085623598,0,0,0,0.0372227311186074,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00169185487753507,0.0422509798629193,0,0,0,0,0,0,0.0592897950231992,0,0,0,-0.00910581314537912,0.0322749323715177,0,0,0,0.0396699763344436,0,0
