,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600547.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X002466.SZ,X600176.SH,X600111.SH,X000709.SZ,X600489.SH,X600516.SH,X600299.SH,X600352.SH,X002460.SZ,X000629.SZ,X601158.SH,X600808.SH,X600219.SH,X000825.SZ,X000539.SZ,X600801.SH,X000883.SZ,X000786.SZ,X600612.SH,X300072.SZ,X000553.SZ,X000408.SZ,X000301.SZ,X600583.SH,X600021.SH,X002470.SZ,X000630.SZ,X002110.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.175260445616248,0.036338326936661,0,0,0,0,0,0.0704870435641705,0.146256977232718,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.00584771179376152,0,0.0394178635869293,0,0,0,-0.103798477108424,0,0,-0.0338217315751817,0,0.0892312998886918,0,0,0,0.20428337303433,0,-0.0437666405137957,0,-0.0598278467698402,0,0,0.152165387945455,0.152168011875042,0,0,0,0,0,0,-0.0213615553196006,0.0316431777258896,0,0,0,0,0,0
X600028.SH,0.338167498573745,0,0,0,0,0,-0.0158317934377022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519551081123374,0.253652140885234,-0.0948655821181508,0,0.0993743385701863,0.288181092786285,0,-0.00386043308049351,0,0,0,0,0,0,0,0.0943183445532067,0,0,3.46944695195361e-18,0.13660255522767,0,0,0,0,0,0,-0.0117606063522501,0.191632062252429,0,0,0,0,0,0
X601088.SH,0.297089259069111,0,0,0,0,-0.237301483322158,0,0,0,0.217083276559866,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0709574905930444,0.102536366847177,0,0,0,0,0,0,0,0.0947877525976774,0,0.0749599913520887,0,0,0,0,0,0,-0.0558528975950366,-3.46944695195361e-18,0,0,2.77555756156289e-17,0.0014188824511738,0,0,0,0,0,0,0,-0.0031423337113866,-0.0984885331855087,0,0,0,0,0
X600585.SH,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0862786275801496,0,0,0,0,0,0,0,0,0,0,0,-0.0475588344423455,0.0568429748218955,0,0,0,0,0,0,0.134607116870869,0,0.0163278378940138,0,0,0,0,-0.154854769417207,0.475710337079724,0,0,0,0,0,0.100754896951067,0,0,0,0,0,0,0,0,-0.0177149265819878,0.0291677824563663,0,-0.280086268357899,0,0.0274996160780474,0,0
X600019.SH,0,0.131696554457633,0.0176979470609719,0,0,0,0.0745862042155882,0,0,0,0,0,0,0,0,0,0,0,0,0.555057486424523,0,0,0,0,0,0,0.0470087959985475,0.0629231969905425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149335014604468,0,0,0.0723738429232432,0,0,0.0085259855904016,0.0143681014200957,0,0,0,0.0470470450914951,0,0
X600011.SH,0,0,0,0.123513369851023,0,0,0.118873230432159,-0.231045068006416,0,0,0,0,0,0,0,0,0,0.68514462449469,0,0,0,0,0,0,0,-6.93889390390723e-18,8.67361737988404e-19,0.00124915785537148,0,0,0,0,0,0,0,-0.0248219721580996,0,0,0,0,0,0,0,0,0,0,0.149013378232908,0,0,0,0,-0.0130107145167078,0.0359100513302269,0,0,0,-0.0213326925447018,0,0
X600309.SH,0,0,0,0,0,0.0905901110054793,0,0,0,0,0,0,0.0467205096354687,0,0,0,0,0,0.201312957186145,0,0,0,0,0,0,-0.268594798856793,0,0,0,0,-0.408687685977401,0,-0.173478712898705,0,0,0.0579778721536232,0,0,0.336536548110266,0,0,0,0.0554484142027262,0,0,0,0.574075736745797,0,0.16972473021281,0,-0.46115450187246,-0.0490469366355731,0.0421282465285383,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120749233386021,0,0.526782738432098,0.00711676620003883,0,0,0.138893681036232,-1.35525271560688e-20,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0533047395597875,0,0,0,0,0,0,0,0.117732341227572,0,0,0,0,0,0,0,0.0380123050445767,0,0
X600010.SH,0,0.115246666878437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984940433847313,0,0,0.284296099092907,0,0,0,0,-0.116896314943087,0,0.264200427666095,0,0,0.210101674753815,0,0,0.109440431728333,0,0,0,0,0,0,0.013886525812877,0,0,0,0,0,0,0,0,-0.0179676187994498,0,0,0,0.0240278124702712,0,0
X601898.SH,0.113842426295023,0,0,0,0,0,0,0,0,0,0.542367880461051,0,0,0,0,0,0,0,0.203855452431339,0,0,0,0,0,0,0.0424170824389796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108401306498678,0,0,0,0,0,0,0,-0.0199958253111615,0.0431469192577211,0,0,0,0,0,0
