,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X600011.SH,X601898.SH,X000792.SZ,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600795.SH,X600886.SH,X600547.SH,X000877.SZ,X601600.SH,X601991.SH,X600027.SH,X600426.SH,X002271.SZ,X600362.SH,X600803.SH,X000983.SZ,X600348.SH,X600176.SH,X000629.SZ,X601699.SH,X000408.SZ,X600160.SH,X000723.SZ,X600378.SH,X600096.SH,X600985.SH,X600219.SH,X600995.SH,X600157.SH,X000786.SZ,X600489.SH,X600688.SH,X002080.SZ,X600141.SH,X300073.SZ,X002353.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.712369515165213,0,0,0,0,0,0,0.161540778327384,0,0.0414060347558258,-0.0454665951452262,0,0,0,0,0,0,0,0,0.0340982853618374,0,0,0,-0.0844665420686441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238910788221053,-0.00215767590546142,0,0,0,0.0617186763963191,0,0,0,0.0905723204166982,0,0,-0.016752008900499,0.0251843139808423,0,0,0,0,0,0
X601088.SH,0,0,0,0.174347323423387,0.308144381400399,0,0.0149880185628105,0,0.0183726786572653,0.226668224587424,0,0,0,-0.100028220978984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163970151068041,0,0,0,0.0494634551336311,0,0.0600268641056732,0,0,0,0,0,0,0,0,0,0,0.0243618979113918,0,0,0,-0.0854047643966447,0,0.0242395483251025,-0.0390766284575527,0,0,0,0,0,0
X600028.SH,0.397016944337935,0,0,0,0,0,0.0231703564444837,0,0.0207544445441472,0.0586169624618406,0,0,0,0,0,0,0,0,0,0,0.00284562203345673,0.0891650105606602,0,0,0,0,0,0.0417640421976991,0,0,0,0,0,0,0,0,0,0,0,0,-0.00411121626195321,0,0,0.0970040686333369,-0.00568471163793694,0,0,0,0,0,0,0,0.0131998883643872,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0686526137741424,0,0,0,0,-0.0244678635244381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105153714705168,0,0,0,0.232852014251007,0,-0.0291661830940916,0,-0.128362361419542,0,0,-0.0628399998515588,0,0,0,0,0,0,0,0.51904503937355,0.207254864642983,0,0,0,0,0,0.0248502360113192,0,0.0316207577468918,0.0376421308821034,0,0,0,0,0,0
X600188.SH,0,0.733486994525182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112379340705774,0.0298336667201658,0,-0.00817644303364338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104666481376309,0,-0.0578446862282799,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.325232832814974,0,0,0,0,0,0.0112320891713103,0.00262061911752147,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188272943395326,0,0.00151782157973977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603330539703969,0.097949916242025,0.139107135300264,0.212761800446861,0.194908063016042,0,0,-0.0353783875336355,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0559314633139787,0.538230753639854,0,0,0,0,0,0,0.0812195703992458,0,0,0,0,0.0424137691530095,0,0,0.107461375042008,0,0,0,0,0,0,0.0120207309515709,0,0,0,0,0,0.366266557679532,0.0605643255061837,0,0,0,0.0714851858516393,0,0,0,0,0,-0.213209558241814,0,0.207178196072769,0,0,0,0,0.0462802597719695,0.0268020875855168,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0439938751019754,0,0.0614095058192068,-0.0377201886803908,0,0,0,0,0,0.0483658267772143,0,0.145022830760448,0,0,0,0,0,0,0,0.0375491827990984,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.185688682506108,0,0,0,0,0.349769131124205,0,0,0,0,0,0.0811485766483143,-0.114733202896909,0,0,0.0112823646386438,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0942064461423832,0,0.020078074456965,0,0,0,0,0,0.0177033732993656,0,0,0,0,0,0,0,0,0,0,0.29563963940252,0,0,0,0.099482508552824,0,-0.040138174792855,0.0138485925265874,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.434305758003845,0,0,0,0,0,0,0,-0.0189965589909107,0,0,-0.0280152015457307,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0202446797222971,0,0.0418012014049253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460112925801368,0,0,0,-0.0503155708760179,0,0.31195201077031,0.466108859770829,0.0149314804184563,0,0,0.0475992581415486,0,0,0,0,0,0,0,0,0,0,0.0424879374545577,0,0,0,0.0948317880707803,0.014557113298687,0,0,-0.00665863449684559,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.124712267217313,0.132297823685028,0,0,0,0,0,0,0.111450688842026,0,0,0,0,0,0,0,0.165851655910883,0,0.0126379706094494,0,0,0,0,0,0,0,0.0109288590198497,0.0499470903425688,0.144752322416493,0,0.00623195778062346,0,0,0,0,0.0426041972469271,0,0.190466257939165,0,0,0,0,0,-0.0264911636345199,0,0,0,0.0406495090215043,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807407553686131,0,0,0,0,0.395666450148394,0,0,0,0,0,0,0,0,0,0,-0.0169932573596187,0,0,0,0,0,0,0,0.261154456997708,0,0,0.0710263514153425,0,0,0,0,0,0.0452394984589635,-0.181339052417756,0,0,-0.0783845460521497,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0.207356233256158,0.346812601102208,0,0,0,0,0,0,0,-0.332123355078883,0,0,0,0,0,0,-0.0508140575753156,-0.157688815374943,0,0.214280366351157,0,0,0,0,0,-6.93889390390723e-18,0,-0.00904028136627566,0,0,0,0,0,0,0,0.0744683363019418,0.016153650838113,0,0,0,0,0,0,0,-0.18974763488139,0,0,-0.0972573470116633,0.11242712167133,0,0.530450249946791,0,0,0,0
