,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X600362.SH,X601992.SH,X600188.SH,X002466.SZ,X601991.SH,X600660.SH,X600547.SH,X300072.SZ,X600111.SH,X600886.SH,X000709.SZ,X600516.SH,X600027.SH,X600157.SH,X002460.SZ,X000898.SZ,X600339.SH,X000959.SZ,X600489.SH,X601158.SH,X600352.SH,X002092.SZ,X600808.SH,X000630.SZ,X600219.SH,X000883.SZ,X002271.SZ,X600176.SH,X000983.SZ,X000723.SZ,X000792.SZ,X600299.SH,X600578.SH,X000408.SZ,X600549.SH,X000539.SZ,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0579990662943102,0,0,0,0,-0.0214909874036197,0,0.0770307513501344,0.0595153756236467,-0.0241593547238351,0.0183676575675888,0,0,0,0,0.0408174530930025,0,0,0,-0.00715859996874116,0,0,0,0,-0.055436043488192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387223116811475,0,-0.00943554759466565,-0.0197172973561068,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.271440010797041,0,0,0.0446806256530456,0,0,0,0,0,-0.0693253545666507,0.0062679395570362,0,0,0,-0.080309948565679,0,0,0,0,-0.0234569652613704,-0.11491060466219,0,0,0,-0.0088147021599567,0,-0.0355956222167581,0,0,0,0,0,0,0,0,0,0,0,0,-0.0041218423532786,0,0,0,0,0,0,0,0,-0.0997757161337043,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00283325853166956,-0.00459762938173098,0,0.0371993414386053,0,0,0,0,4.33680868994202e-19,0,0,0.0093972851217186,0,0.003076385373493,0.0121169271696959,0,0,0,0,0.0311706431999532,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327059680816128,0,-0.00818552083451523,-0.000868869825441196,0,0,0,0.0598820481034211,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.331826882646591,0,0,0,0,0,0,-0.00724901673634539,0,0.121049987597181,0,0.0161430173323012,0,0,0,-0.081962524066181,0,0,0,0,0.00713269585325998,0.0754688920636111,0,0,0,0,0.330575967455034,0,0,0,0.000204754030638961,0,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0.000226317742786487,0,0,0,0,0,0
X600585.SH,0,0,0,0.154140712905084,0,0,0,0.360868861620073,0,0,0,0,0,0,0,0,-0.0349589398448381,0.19286920832465,0,0,0,0,0,-0.0188198748716013,0,0,-1.73472347597681e-18,0,0.0514181298632769,0,0,0,0,0,0.147509030732533,0,0,0,0.0411402069836855,0,0,0,0,0,0,0,0,-0.151964486508201,-0.0251924697824805,0,0.0129511748849823,-0.0054224323982627,0,0,0,0,0,0
X600010.SH,0,0.0865497174083745,0,0.0625933359912563,0,0,0,0,0,0.133552739389934,0,0,0,0,0,0,-0.0237404402093731,0,0,0,0.139113798316294,0,0.125188207762848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354280601128999,0.01064127093563,-0.00661219847913302,0,0,0,0,0,0,0.0854519108735729,0,0,0.010377637223347,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.213209075585493,0,0,0,0,0,0,0,0,0,0,0,0.423662090879068,0,0.0436381088208131,0,0,0,0,0,0.00705714146287687,0,0.0207086313773223,0,0.0897230102683146,0,0,0,0,0,-0.0841075464546292,0,0,0,-0.0446284039786516,0.161585403061885,0,0,0,0,0.26620600109648,-0.112379407575588,0,0.104482170722442,-0.0299255408095433,0,0.0285723740558591,-0.0475712622615946,0,0,0,0,0,0
X600309.SH,0,0.0522572634284985,0,0,0,0,0,0,0,0,0,0,0,0.0254034482124499,0.266705231477953,0.041393395694769,0,0.206881163956158,-0.000530143492490089,0.189196620451978,-0.0972603544793566,0,0,0.0719955090705749,0,0,0,0,0,0,0,0,0,0.137393027959656,0,0,0,0,0.195611496028828,0,0,0,0,0,0,0,0,0.091268187221201,0,0,-0.00358303697523498,-0.0526485660498351,0,0,0,0,0,0
X601898.SH,0,0,0,0.129763163030146,0,0,0,0,0,0,0,0,0.150462624300132,0,0.0147546323217469,0,0,0,0,0,0,0,0,0,0,0,0,0.200580045043485,0.0593130211569669,0,0,0,0,0,0.120602884652484,0,0,0,0,0.0790448000524447,0.0661446314406043,0,-0.0102754188070317,0,0.157603458548008,0,0,0,0,0,0,0.00363723192443839,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.135509308038607,0,0,0,0,0,0,0,0,0,0,0,0.126054674022357,0,-0.0794893199174216,0,0,0.0348547920252713,0.0651514007919962,0.272447278364424,0,0,0,0,0.046379744957358,0,0,0,0.0558569822856523,0.144119684946676,0,0,0,0,0,0.185713868277047,0,0,0,0,0,0,0,0,0,-0.0246344252797752,0.0227395439886537,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0911240908321775,0,0,0,0,0,0,-0.0543275080981292,0,-0.00824286307178669,-0.019866429379051,0,0,0,-0.0593649068357778,-0.0285292863586559,0.0571475104241603,0,0,-0.0353077434370518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860953152533287,0,0,0.069521196557865,0,0,0,0,0.0252153209484888,0,0,0,-0.00731915526769982,-0.0472391224410931,0,0,0,-0.051288804939027,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111107182601748,0.0114164637043841,0,0,0.0762664500304177,-0.0230743758351278,0,0,0.0506589707902153,0.0112399254305479,0.0772085626008641,0,0,0,-0.0290022057271903,0.0272633794604691,-0.0323544716199757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144646927118076,0,-0.0179329047095564,-0.00723809631422203,-0.00426040876069861,-0.0836239140704285,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.398226439038292,0,0,0,0,0,0.139543023780501,0,0,0.0975520958397721,0.00311432936413943,0,0.134491536248894,0,0,0,0,0,0.0359880460966437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129790880896217,0,0,0,0,0,0,0,0,0,-0.00632560072112226,-0.00559735528783812,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.0639968396846458,-0.11235125115989,0,0,0,0,0,0,0,-0.072156180164207,0,0,-0.0447138873683184,0,0,0,0.62299943420674,0.056187470343538,0,0,-3.46944695195361e-18,0,-0.0352799146648216,0,0,0,0.18994937285666,0,0,0,0,0,0,0.02048522275147,0,0,0,0,0.246116449340811,0,0,0.31923950729557,0.334787906794054,0,-0.00798718209844485,-0.0134370275105661,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0569431067450209,0,0.0637786960844411,0,0,0,0.135922890097348,0,0.0508698310334703,0,0,0,0,0,0,0.120973351501479,0,0,0,0,0,-0.231607988914731,0,0,0,0,0,0.0578220706605987,0,0,0,0.0227964079634322,0,0.562412238337174,0,0,0,0,0,0,0,0.062538870166575,0,-0.0226164970690055,-0.0318835050343644,0,0,0,0.0916460267256619,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538745820728258,0,-0.0465821117725322,-0.0674902228486794,0.200745381039325,0,0,0,0,0,0,0,0,0,0.132658109791203,0,0.11188792905577,0,-0.0796987349286827,-0.126726785241436,0,0,0,0.170863007369939,-0.0102939532505662,-0.018439158875834,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178263363678757,0,0,0,0,0,0,0,0,0,0.0275373755640921,0,0,0,0,-0.0385551672036646,0.251666745460642,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0661834527327545,0,0,0.000223766141416347,0,0.00800747384499138,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0985109643520171,0,0,0,0,0,0,0,0,0,0,0.00663777938449494,0,0,0,0.0264626878508862,-0.0994381470491048,0,0,0.0263831150662688,0,0,0,0,0.00428817358136798,0,0,0,0,0,0,0,0,0,0.180003141786701,0.0292623381178982,0.0322057949864038,0,0,0,0,0.15785578794372,0,0,0,0,0.0163642991871266,-0.0342310880282191,0,0,0,-0.211897976582734,0,0
X600547.SH,0,0,0,0,0,0,0.305274545104733,0,0,0,0,0,0,0,0,0.125558982871825,0,0,0,0.080799847112926,0,0,0,0,0,0,0,0,-0.108331939876964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.231782838829491,0,0,0.261700889043472,0,-0.0583305265521434,0.113464911152922,0,0,0,1.37233012499274,0,0
X300072.SZ,0,0,0,0,0,0,0,0.335906978373497,0,0,0,-1.08202682622136,0,0,0,0,0.530565104085675,0.872723417259032,-0.00746340260399982,0,0.63717670414166,0,0,0.00361300611159918,0,0,0.158654556045008,0,0,-0.144264754052666,-0.161272784063999,0,0,0,0,0,0,0,-0.49410472985951,-0.107839849582288,0,0,0,0,0,0,0,0,0,0,-0.0518793318086844,0.275994228126757,0,0,0,0.00308752757067503,0,0
X600111.SH,0,0,0,0,0,0.425307358534161,0,0,0,0,0,0,0,0.0443651525737908,0,0,0,0,0,0.154049084089842,0,0,0,0.105425161689428,0,0,0.0440147480847447,0.0158339512062569,0,0,0.114417164541736,0,0,-0.0219983820100048,0,0,0,0,0,0,0,0,0,0,0,0,0.257978170981369,0,0,0,-0.0104695014383897,0.0332849739815784,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.074035207722041,0,0.106178026615367,0,0,0,0,0,0,0,0,0,0,0.125861734628778,0,0.0476500936354848,0,0,-0.0231617563014262,-0.0487005251262985,0.100845400005049,0,-0.00352367059916817,0,-1.73472347597681e-18,-2.16840434497101e-19,0,0,0,-0.0142629681670459,0,0,0,0,0.0762283603169745,0,0,0,0,0,0,-0.0223296140099717,0,0,-0.0281838997857023,0,0.0042435390389746,-0.00845448757111501,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413963701372984,0.112383353363563,0,0,0,0,-0.0358189749778534,0,0,0,0,0,0,-0.0671195976335402,0,-0.0689668682108872,0.215282309062341,0,0,0,0,0.136782145523514,0,0,0,0,0,0.084455827303969,0,0,0,0,-0.00349005489058134,0,0,0.119563167823888,0,0.0222359573061838,-0.04055268393275,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319137969489493,-0.188389914746423,0,0,0,0,0,0,0,0.213101107560681,0.0812987992177165,0,0.0301614332880052,0,0,0,0,0,0,0,0,0,0.0667661352949965,0,0,0.475915764355085,0,0,0,0,0,0,0,0.00950697077804229,0.0571691969241967,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.105848616116571,0,0,0.210113856874458,0.114468447514491,0,0,0,0,0,0,0,0,-0.015063197773291,0,0,0.0351698536516411,0,0,0,-0.205424064893169,0,0,0.243286430160033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030860270267176,0,0,0,-0.0194071715398965,-0.0262638088324514,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128764733084724,0,0,0,0,0,-0.0516872388592275,0.0523900694545081,0,0.00386036867908213,0,0,0,0,0,-0.00504178909264574,0,0,0,0,0.00531493183793338,0,0,0,0,0,0,0.0517991087946289,0.0976995684588256,0.0733885213500876,0.0196976542908098,0,0,0,0,-8.67361737988404e-19,0,-0.0110563859786443,0.0310275588431803,0,0,0,0,0,0
