,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X600660.SH,X002271.SZ,X600011.SH,X600188.SH,X000877.SZ,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X600176.SH,X600426.SH,X000723.SZ,X000786.SZ,X600219.SH,X000408.SZ,X601991.SH,X002080.SZ,X600803.SH,X600795.SH,X300073.SZ,X600027.SH,X600688.SH,X600352.SH,X000807.SZ,X002353.SZ,X300037.SZ,X000825.SZ,X600801.SH,X000959.SZ,X600489.SH,X000932.SZ,X601699.SH,X600157.SH,X600486.SH,X000630.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.00278415464117987,0.0462742664961263,0,-0.0353320108952551,0,0.0482047782671783,0,0,-0.0412474333243276,0.0293835486160352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125021933798843,0.203230337393864,0,0,0,0,0.0753153863793097,0.0639632971468182,0,0,0,0,0,0,0,0,0,-0.0378804567966817,0,0,0,0,-0.0162752563345981,0,0
X600028.SH,0.042748229976279,0,0.0261524569402254,0,0.0866326403713112,0,0,0,-0.0520094981064786,0,0,0,0.0177934053890853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0060734318585461,0,0,0,0,-0.00855137610771683,0,0.0765005004465706,0,0,0,0,0,0.011166677607871,0,0,0,0.0719589855581173,0,0,0.072125257687968,0,0,-0.0237416804581966,0.00928173426069941,0,0,0,1.73472347597681e-18,0,0
X601088.SH,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00741434769428996,0,0,0.17361212193744,0.195009516543081,0,0,0,-0.0385296059179659,0,0,0,0,0,0,0,0.04290440691362,0,0,-0.019659059390935,-0.18121428065786,0,0,0,0,-0.0242958312885649,0.134009511451401,0,0,0,0,0.091826076210651,0.00165045091745849,0,0,0,0,0,0,0,0,0,0.0153731077015,0,0,0,0,0.0186262392269361,0,0
X600309.SH,0.0501937882681813,0,0,0,0,0,0,0,0,-0.0201227751234997,0.0432902424649897,0.0374996799648668,0,0.0473973216081332,-0.231652673693161,0,0.00926036731464987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108765669723616,0,0,0,0,0,0,0,0,0,0,0,0.082927610662262,0,0,0,0,0,0.0203917645955359,0,0,-0.0370892873800822,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0813303324363543,0,0,0,0,0,0.0390456743366086,0.0554090109829801,0,0.0120353599135924,0,0,0,0,0,0,0.223084133247508,0,0.0953903346165554,0,0,0.021536896576024,0,-0.181317739951346,0,0,0,0,0,0,0,0,0,0.0129892477451192,0.332893751404827,0,0,0,0,0,0,0,0,0,-0.018343959542136,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.529685659965823,0,0,0,-0.0127851288645015,0,0,0,0.0215933029109109,0,0,0.365875962518011,0,0,0,0,-0.117153040874913,0,0,0.0584412010999012,0,0.0954827781890728,0,0,0.262164207879625,0,0,0,-0.0232356255509759,0,0.0193936107169944,0,0,0,0,0,0,0,0,0,0,0,-0.0390082409674926,0,0,0,0,-0.116966751442212,0,0
X600019.SH,0.064581193941625,0,0,0,0,1.73472347597681e-18,0,0,0,-8.67361737988404e-19,0,0,0.0218069375702075,0.014430207253749,0,0,0,0,0,0,0,0,0,0,0,-0.0685575010854867,0,0,0,0,0,0,0,0,0.106709995171484,0,0,0,0,0,0.165778358410891,0,0,0,0.336325514210785,0,0,0,0,0,0,-0.000612317342813992,-0.00505948084645016,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,-0.0742642640777146,0,0.213757738679173,0.0377857302315862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286356017055167,0,0,0,0,0,0,0,0,0.0401715473715813,0,0,0,0,0,-0.155397872467107,0,0,0,0,0,0,0,0,0,0,0,-0.0303370260294033,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.377228418584129,0,0.134782466181099,0,0,0,0,0.341284907655175,0.0901173348507744,0.0350677704906738,0,0,0,0,0,0,0,0,0,0,0,0,-0.100102298865139,0,0.107980573339882,0,0,0,0,0.0679384133603363,0,0,0,0,0,0,0,0,0,0,0,0,-0.058878665716663,0,0,0,0,-0.0669948261372301,0,0
X002466.SZ,0,0,0,0,0,0.472198428083414,0,0.237428208426375,0.144542313625279,0,0,0,0,0.0354432222822859,0,0,0,0,-0.0993567027507753,0,0,0,0,0,0,-0.0736624618697741,0,0,0.234796953807615,-0.0196266454784748,0,0,0,0.143314924019785,-0.129096999751334,0.0163629504415675,0,0,0,0,0,0,0.153921468416563,0,0,0,0,0,0.104961646018075,0,0,0,-0.0129185926627807,0,0,0,0,0,0
