,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600309.SH,X601992.SH,X600660.SH,X600111.SH,X600886.SH,X600489.SH,X600299.SH,X000898.SZ,X601158.SH,X000792.SZ,X000959.SZ,X000709.SZ,X000723.SZ,X600583.SH,X002466.SZ,X000408.SZ,X000883.SZ,X600352.SH,X000630.SZ,X600098.SH,X600219.SH,X600623.SH,X000539.SZ,X000027.SZ,X000983.SZ,X600021.SH,X002470.SZ,X002092.SZ,X000060.SZ,X600176.SH,X000935.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.371242248405191,0.0243483276131728,0,0.02955822905756,0,0,0,0,0,0.0190622154959596,0,0,0,0,0,0,0,0,0.0392644803422878,0,0,0,0,0,0.0670854658275742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103515194481335,0,0,0,0,0,0,0,0,-0.000323816970897314,0,-1.0842021724855e-19,-0.00318315531703161,0,0,0,0,0,0
X600028.SH,0.730127592201867,0,0,0,0,0,0.228907388570166,-0.0371934562432806,0,0,0,0,0,0,-0.0149130823829054,0,0,0,0,0,0,0,0,0.0340264145626857,0,0,-0.0275715143972015,0,0,0,0,0,0,0,0,0,0,0,0,-0.0720822117137524,0,0,0,0,0,0.00538692005292452,1.73472347597681e-18,0,-0.0101015221336613,0,0.0100580954997191,0,0.0299124246058488,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.028022901505749,0.226647942263365,0,0,0.0412494253745744,0,0.0449515225556061,0,0,0,0,0,0,0,0.0767437105323072,0,0,0,0,0.0615997651397534,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127198209610024,0,0,0.0675041233220798,0,0,0.0558153169213482,0,0,0.0526695196940868,0,0,-0.00807126322353146,0,0,0,0,0,0
X600011.SH,0,0.0769774408840872,0,0,0.00355003957198884,0,0,0.0515418364002828,0,-0.0443203775664287,0,0.28301828484302,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759228626275178,0.0563701557959088,0,0,0,0,0.00745981245872426,0,0,0,0,-0.0754377281517764,-0.025586342981113,0,0,0,0,0,0,0,0.0703436369034073,0,0,-0.00300026383754218,0.109469464742656,-0.0369466853806642,0.0434589263834348,0.04007422045984,0,0,0,0,-3.46944695195361e-18
X600019.SH,0,0,0,0,0,0,0.428068693329008,0,0,-0.0731900201827254,0,0,0.151050786008067,0,0,0,0.0446223987738069,0,0,0,0,0,0,0,0,0.0734258409376913,0.0663533147242543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154696698144131,0,-0.105441685914338,0,0,0,0,0,0.0184628727117809,-0.397903599694566,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0932586323481435,0,0,0,0,0,0.0189167264425256,0,0.120767606259935,0,0.00317484714589502,0,0,0,0,0.215649215652287,0,0,0.0361488863860765,0,0,0,0,0,0,0,0,0.0263614046169558,0,0.0659696017118289,0,0,0.098612446322018,0,0,-0.0184343308133163,0,0,0.00831590006967619,0,-0.0192026753949737,0.00499314171200855,0,0,0,0,0,0
X600585.SH,0,0.36302847446932,0,0,0.0284677437110054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218349278034851,0,0.124881419404829,0,0,0,0,0.149438154417195,0,0,0.0346205951787205,0,0,0,0,0,0,0,0.166926007809274,0,0,0,0,0,-0.0923268945558712,0.0955123011650289,0,-0.0443867866993708,-0.10172526595774,0,0,-0.188157091855851,-0.00434424321978244,0.000670266110823107,0,0,0,0,0,0
X601898.SH,0,0,0.233997781638946,0,0,0,0,0,0,0,0,0,0,0,0.23657673755185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105344884609952,0,0.287509661100023,3.46944695195361e-18,0,0,0,0,0,0.300573998179068,0,0,0,0,0,0.000238767600916111,-2.16840434497101e-19,0,-0.00461929435682125,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163120562570821,0,0,0,0,0,0,0.0208167466097285,0.218214487020406,-0.01833815723613,0,0,0.320620691865575,0,0,0,0,0,0,0.0346296982842249,0,0,0,0,0,0.0863122884443696,0.068213457854614,0.0236129284796513,0,0,0,0,0.0018973338661608,0,0,0,0,0,0
X600547.SH,0,0.0644699838397725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0714649403647155,0,0,0,0.00799500467643696,-0.0111985276690838,0,0.935041952973935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441448372933635,0,0,0,0,0,0,0,0.0909197603422967,0,0,0.0898069415696215,-0.0189121462961219,-0.0418218160668496,0.0233217010908336,0,0,0,0,0,0
