,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X601898.SH,X600547.SH,X002466.SZ,X601600.SH,X600362.SH,X000301.SZ,X600111.SH,X600010.SH,X000786.SZ,X600188.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X000027.SZ,X601991.SH,X600803.SH,X600795.SH,X600352.SH,X002353.SZ,X600489.SH,X600219.SH,X000898.SZ,X000825.SZ,X600688.SH,X000408.SZ,X000932.SZ,X600801.SH,X600315.SH,X300037.SZ,X601699.SH,X002080.SZ,X000807.SZ,X000959.SZ,X600486.SH,X600157.SH,X002409.SZ,X600399.SH,X000830.SZ,X600027.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0104503466468592,0,0,0,0.0190477945812351,0.0424200160683861,0,0.0787410910114155,0.0714079515659474,0,0,0,0,0,0.0486415357013133,0,0,0,0,0,0,0,0.274738564002219,0,0,0,-0.0315975688479312,0,0,0,0,0.0635057332724967,0,0,-0.0283208104024379,0,3.46944695195361e-18,0,0,0,-0.0156615553475109,0,0,0,-0.0115780252885882,0,0
X600028.SH,0.153992341065984,0,0.0115292281684685,0,0,0,0.0796614673711348,0.0143635895249082,0,0,0,0,0,0,0,0,0,0,0,0,0.117926030085856,0,0,0,0.00571418921995025,0,0,0,0,0,0,0,0.0492120391976891,0,0,0,0.0142867521128582,0,0,0,0,-0.0947531849679581,0.0355220315751556,0,0,0,0,0,0.0845496465265211,0,0,0.0233881671462168,0.0806514084397847,0,0,0,-0.0312519845794972,0,0
X601088.SH,0,0,0,0.0147239128050317,0,0,0,0,0,0.0178437561484629,0,0,0,0.0299061522585676,0,0,0.0697764169280996,0,0,0.215008666670782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202731295523312,0,0,-0.0299485008683405,0,0,0,0,0.0344848182566708,0,0,0,-0.0138637662997287,0,0,0,0,0.0293721352583603,0,0,0,-0.0121803023779028,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117832381338856,0,0.17275686863719,0,0.145482316865064,0,0,0.00487327441992806,0,0,-0.0375136072379981,0,0,0,0,0,0,0,0,0,0,0.115776499271453,0.0256710171721062,0,0.0548277026424515,0,0,0,0.11078756801685,0,0.0620512210863768,0,0.145744432584895,0,0,-0.012253776684471,-0.0149218541232919,0,0,0,-0.0266424112036457,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321250034562968,0,0,0,0,0,0,0,0,-0.0757073248600748,0,0,0.0182334560639564,0.026559808714679,0.322143661109978,0,0,-0.0145769727250659,0,0,0,0.00939714754321237,0,-0.094900138820848,0,0.0813080234741365,0,0,-0.0380499309193296,0.056206445050102,0,0,0,-0.00492022737906372,0,0
X002460.SZ,0,0,0,0,0,0,0,0.167637887338642,0,0,0,0,0.495061407469076,0,0,0,0,0,0.0898649418519518,0,0.0191593322740094,0,0,0,0.0261249848626204,0,0,0,0,0,0,0.0959166813860602,0,-0.123638556500445,0,6.93889390390723e-18,0.010041458853938,0,0,0.250173762147392,0,0,0.147826227363088,0,0,0,0,0,0,-0.162171463964146,0,0,0.0106274606984125,0,0,0,0,0,0
X600019.SH,0,0,0,0.0330083956878208,0,0,0,0,0,0,0,0,0.0739055168439642,0,0,0,0,0,0,0,0,0,0,0.0440236187715851,0,0,0,0,0,0,0,0,0.145402955719028,0.215192416050252,0,0,0.112174687592404,0,0,0,0,0,0,0.0863627786833806,0,0,-0.171711105119261,0.107457553018087,0.0374144744164697,0,0,-0.000295097094626041,0,0,0,0,0.0106000060859293,0,0
X600660.SH,0,0,0,0,0,0.0844560796846567,0,0,0,0,-0.144527206722239,0,0.179000055877537,0,0.135310321485204,0,0,0,0,0,0,0,0,0,-0.0457248631358808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227683739555018,0,0.120670246154146,0.0476300178601657,-0.0955190982155928,0,0,0.0514613230661914,0,-0.0414642262502208,0,0,-0.0531615334068027,0,0,0,0,-0.0363459781433074,0,0
X002271.SZ,0,0,0,0.069164033432566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0106484849633495,0,0,-0.0861724345473115,0,0,0,0,0,0.150603340940935,-0.0840059243069962,0,0.0585708040667681,0,0,0,0.0890884381247292,0,0.0409800426537137,0,-0.0477699554038485,0,0.0987159552992873,0,0,-0.0303256246292707,-0.0497832124613775,0,0,0,0.00102132480901812,0,0
X000708.SZ,0,0,0,0.0965581703548432,0,0,0,0,0,0,0,0,0.0294587514351812,0.0327700572312422,0,0,0,0,0,0,0,0,0,0.0883380628086781,-0.00694866436791752,0,0,0,0,0,0,0,0.198046567822609,0,0,0,0.0898913731614116,0,0.187460266081033,0,0,0,0,0.0185045077991676,0,-0.0452466443154253,0,0,0,0,0,0,0,0,0,0,-0.0117722693741048,0,0
X601898.SH,0.110596575933251,0,0,0,0,-0.0331380671395744,0,-0.244450239163242,0,0.113134360378034,0,0,0,0,0,0,0,0,0,0.408568463518595,0,0,0,0,0,0,0,-0.0945453064150942,0,0.069431780309995,0,0.182651033578773,0,0,0,-0.07671735475605,0,0,0.0220084915934626,0,0,0,0.174395682265013,0,0.327090927088833,0.0536768178107479,-0.055917734244166,0,0,0,0,0,-0.0696790907393194,0,0,0,0.0293922416231367,0,0
X600547.SH,0,0,0,-0.027742109666766,0,0,0,0,0,0,0,0,0,0,0,0,0.035634179036222,0,0,-0.0406640339958654,0,0,0,0,0.195187524020886,0,0,0,0,0,0.260152007241503,0,0,0.128696788981305,0,0.00811744921914096,0.10749286077296,0,0,0,0,0,-0.0390740409301221,0,0.0124478537493057,0,0,0,0,0,0,0,-0.00315840563103507,0,0,0,-0.0207345134973705,0,0
X002466.SZ,0,0,0,0,0,0.660900204363645,0.0539705416346097,0,0,0,0,0,0,0,0.129845542912391,0.0606774536249252,0,0,0,-0.215222940012597,0,0,0,0,0,0,0,0,0,0,0,0.342868617272022,0,0.0338509133906172,0,0,0,0,0.0117570479422136,0,0,0,0,0,0,0.158322507828235,0,0.361164385123416,0,0,0,-0.201448743855289,0.117838427957916,0,0,0,0,0,0
X601600.SH,0,0,0,0.0648112929494254,0,0,0,0,0,0,0,0,0.0849408786647629,0,0.0668604730464609,-0.0576025023244368,0,0,-1.35525271560688e-20,0,0,0,0,0,-0.0201959544520718,0,0,0,0,0,0,0,0.121706006544259,0.108971606773894,0,0,0,0,0,0,0.0792685980221083,0,0.497691450720975,0,0,0,0,0,0,0,0,0.00519364758101335,8.67361737988404e-19,0,0,0,-0.0123362394999334,0,0
X600362.SH,0,0,0,0,0,0,0,0.0176286617598795,0,0,0,0,0.0152383794565269,0,0,0,0,0,0,0,0.102001103634376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.23629838855359,0.418694754103299,0.0332769291300655,0,0,0,0,0,0,0,-0.032836373364953,0,0,0,0,0.0446756342559661,0,0
X000301.SZ,0,0,0,0,0,0.0130444062809646,0,0,0,0,0,0,0.0731365983922661,0,0,0,0,0,0,0,0.138329624479505,0.210065560316372,0,0.407351731659404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136371697208519,0,0.0294956388967936,0,0,0,-0.0263100848957052,0,0,0,0,0.0303147377095698,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.106153011419741,0,0,0.0518140351388073,0,0,0,0,0,0,0,0.133141947552597,0,0,0,0,0,0.0544605522781155,0,0,0,0,0,0,0,0,0,0.192976268280205,0,0.00995864040502067,0,0,0,0.218927944449949,0,0.0687931165702164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
