,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X601992.SH,X002466.SZ,X600362.SH,X600795.SH,X600688.SH,X600111.SH,X600188.SH,X002460.SZ,X600547.SH,X601991.SH,X300072.SZ,X600516.SH,X600660.SH,X000898.SZ,X000709.SZ,X600886.SH,X600157.SH,X600027.SH,X600339.SH,X600808.SH,X600489.SH,X000959.SZ,X000983.SZ,X600549.SH,X000723.SZ,X600219.SH,X600352.SH,X002092.SZ,X000408.SZ,X601699.SH,X000630.SZ,X000807.SZ,X000553.SZ,X601158.SH,X000825.SZ,X000883.SZ,X000792.SZ,X600008.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136562864209047,0,0.0310227061349115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173304357518384,0,0,0,0.027264683292244,0.0854912089668171,0,0,0,0,0,0,0,-0.00887580250721152,0.0190171133754204,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.180215249327348,0,0,0.0665420491949229,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259696275208404,0,0,0,0,0,0,-0.00474564372567554,0,0,0,-0.00831508761454737,0,-0.0198792376513624,-0.0257331432211352,0.138468378485236,0,0,0,0,0,-0.112692386624441,0,0,0,0,-0.0231359747295634,-0.0482570446219309,0,0.0026471030583191,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05586720463614,0,0,0,-0.0701331332784139,0,0,0.0148574993710603,0.0306899487452489,0,0,0,0,0,0,-0.0387117134086737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278445049375085,0,0,0,0,0,-0.000903327870932712,-0.000659078095945701,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0444221891377765,0,0,0,0,0,0,0,0,0,0,0.0623077761793945,0,0,0,0,-0.047479786886773,0,0,0,0,0,0,0,0.244025836843649,0,0,0.0118647721733714,0,0,0,0,0,0,0,0,0,0,0,0.334744321852859,0,0,0,0,-0.0488939355836712,-0.013484194560621,0.000363850063508529,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0151094895039007,0,0,0.0684018359323688,0,0,0,0,0,-0.0247117070660384,0,0.145028583366546,0.182856380852382,0,0,0,0,0.0266569901424159,0,0,0,0.188024232229282,0,0,0,0.146562206871995,0,0.00114865096653004,0,0.0374693702950139,0,0,0.022008458650818,0,0,0,0,0,-0.00882018005761197,0.0200877569189192,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.153836442970498,0,0.133028089006386,0,1.73472347597681e-18,0,0,0,0,0.0177662738743039,0,0,0.183195375526114,-0.130724069881772,0.0382145755512614,0,0,0.102926168788459,0,0,0.155726672655996,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0476505229060394,0,0,-0.0819680374468716,0,0,0,0,0,0.00156953716103976,-0.0146991849279044,0,0,0,0,0,0
X601600.SH,0,0,0,0.0972085793229997,0,0,0,0,0,0,0,0.0563372899897127,0,0,0,0,0.137613408828137,0,0,0,0,0.113801571146869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300707369613668,0,0,0,0,0,0.196547451862257,0,0,0.205029962171667,0,0,0,0,-0.0263704486114095,-0.00571832313532448,-0.00385061706567173,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0366571597370287,0,0,-0.000687489692454211,0,0,0,0,0,0,-4.33680868994202e-19,0.111646535496566,0,-0.0279403674632127,0.00620392517423663,0,0,0,0,0,0,-0.0605495476035967,0.0222442970376775,-0.0750142819573735,0,0,0,0,0.097151837537281,0.13043169509784,0,0.039493271523471,0,0,0,0,0,0,0,0,0.0111765136954048,0,0.0199966135594492,0.00516178316586663,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0377441485725197,0,0,0,0,0,0.049252027044683,0.0307449841000906,0,0,0,0.114086802744147,0.060098143476584,0,0,0,0.023024465394584,0.293221618491389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101835868733528,0,0,0,0.090804968835058,0,0,0,0,0,0,0,0,-0.00481357651532431,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0620673985643357,0,0,0,0,0,0,0,0,0,0,0.36209035150084,0,0,0,0,0,0.0105411311960112,0,0,0.0626018669330861,0,0,0,0,0,0,0.0374013336027247,0.0593592948209576,0.0130000491688803,0,0,0.113056171139964,0,0,0,0,0,0,0,0,0,0,0,0,0
